series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Sex	Units	Education level	Sex description	Units description	Education level description	2000	2003	2006	2007	2009	2011	2012	2013	2014	2015	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SE_MAT_PROF	Minimum proficiency in mathematics, by education level and sex (%)	4	66.02688198	33.83160199	AFG	Afghanistan	1	MALE	PERCENT	LOWSEC	Male	Percentage	lower secondary															
2018.Q2.G.01	SE_MAT_PROF	Minimum proficiency in mathematics, by education level and sex (%)	4	66.02688198	33.83160199	AFG	Afghanistan	2	BOTHSEX	PERCENT	LOWSEC	Both	Percentage	lower secondary															
2018.Q2.G.01	SE_MAT_PROF	Minimum proficiency in mathematics, by education level and sex (%)	4	66.02688198	33.83160199	AFG	Afghanistan	3	FEMALE	PERCENT	LOWSEC	Female	Percentage	lower secondary															
2018.Q2.G.01	SE_MAT_PROF	Minimum proficiency in mathematics, by education level and sex (%)	4	66.02688198	33.83160199	AFG	Afghanistan	4	FEMALE	PERCENT	GRAD23	Female	Percentage	grades 2/3															
2018.Q2.G.01	SE_MAT_PROF	Minimum proficiency in mathematics, by education level and sex (%)	4	66.02688198	33.83160199	AFG	Afghanistan	5	BOTHSEX	PERCENT	GRAD23	Both	Percentage	grades 2/3															
2018.Q2.G.01	SE_MAT_PROF	Minimum proficiency in mathematics, by education level and sex (%)	4	66.02688198	33.83160199	AFG	Afghanistan	6	MALE	PERCENT	GRAD23	Male	Percentage	grades 2/3															
2018.Q2.G.01	SE_MAT_PROF	Minimum proficiency in mathematics, by education level and sex (%)	4	66.02688198	33.83160199	AFG	Afghanistan	7	BOTHSEX	PERCENT	PRIMAR	Both	Percentage	primary															
2018.Q2.G.01	SE_MAT_PROF	Minimum proficiency in mathematics, by education level and sex (%)	4	66.02688198	33.83160199	AFG	Afghanistan	8	MALE	PERCENT	PRIMAR	Male	Percentage	primary															
2018.Q2.G.01	SE_MAT_PROF	Minimum proficiency in mathematics, by education level and sex (%)	4	66.02688198	33.83160199	AFG	Afghanistan	9	FEMALE	PERCENT	PRIMAR	Female	Percentage	primary															
2018.Q2.G.01	SE_MAT_PROF	Minimum proficiency in mathematics, by education level and sex (%)	8	20.06660928	41.13897007	ALB	Albania	1	MALE	PERCENT	LOWSEC	Male	Percentage	lower secondary	32.79				30.93		38.99			44.62	41.805	2015	44.62	Programme for International Student Assessment (OECD)	C
2018.Q2.G.01	SE_MAT_PROF	Minimum proficiency in mathematics, by education level and sex (%)	8	20.06660928	41.13897007	ALB	Albania	2	BOTHSEX	PERCENT	LOWSEC	Both	Percentage	lower secondary	36.61129				32.26541		39.33503			46.71703	43.02603	2015	46.71703	Programme for International Student Assessment (OECD)	C
2018.Q2.G.01	SE_MAT_PROF	Minimum proficiency in mathematics, by education level and sex (%)	8	20.06660928	41.13897007	ALB	Albania	3	FEMALE	PERCENT	LOWSEC	Female	Percentage	lower secondary	40.27				33.67		39.7			48.81	44.255	2015	48.81	Programme for International Student Assessment (OECD)	C
2018.Q2.G.01	SE_MAT_PROF	Minimum proficiency in mathematics, by education level and sex (%)	8	20.06660928	41.13897007	ALB	Albania	4	FEMALE	PERCENT	GRAD23	Female	Percentage	grades 2/3															
2018.Q2.G.01	SE_MAT_PROF	Minimum proficiency in mathematics, by education level and sex (%)	8	20.06660928	41.13897007	ALB	Albania	5	BOTHSEX	PERCENT	GRAD23	Both	Percentage	grades 2/3															
2018.Q2.G.01	SE_MAT_PROF	Minimum proficiency in mathematics, by education level and sex (%)	8	20.06660928	41.13897007	ALB	Albania	6	MALE	PERCENT	GRAD23	Male	Percentage	grades 2/3															
2018.Q2.G.01	SE_MAT_PROF	Minimum proficiency in mathematics, by education level and sex (%)	8	20.06660928	41.13897007	ALB	Albania	7	BOTHSEX	PERCENT	PRIMAR	Both	Percentage	primary															
2018.Q2.G.01	SE_MAT_PROF	Minimum proficiency in mathematics, by education level and sex (%)	8	20.06660928	41.13897007	ALB	Albania	8	MALE	PERCENT	PRIMAR	Male	Percentage	primary															
2018.Q2.G.01	SE_MAT_PROF	Minimum proficiency in mathematics, by education level and sex (%)	8	20.06660928	41.13897007	ALB	Albania	9	FEMALE	PERCENT	PRIMAR	Female	Percentage	primary															
2018.Q2.G.01	SE_MAT_PROF	Minimum proficiency in mathematics, by education level and sex (%)	10	21.47585697	-80.40897662	ATA	Antarctica	1	MALE	PERCENT	LOWSEC	Male	Percentage	lower secondary															
2018.Q2.G.01	SE_MAT_PROF	Minimum proficiency in mathematics, by education level and sex (%)	10	21.47585697	-80.40897662	ATA	Antarctica	2	BOTHSEX	PERCENT	LOWSEC	Both	Percentage	lower secondary															
2018.Q2.G.01	SE_MAT_PROF	Minimum proficiency in mathematics, by education level and sex (%)	10	21.47585697	-80.40897662	ATA	Antarctica	3	FEMALE	PERCENT	LOWSEC	Female	Percentage	lower secondary															
2018.Q2.G.01	SE_MAT_PROF	Minimum proficiency in mathematics, by education level and sex (%)	10	21.47585697	-80.40897662	ATA	Antarctica	4	FEMALE	PERCENT	GRAD23	Female	Percentage	grades 2/3															
2018.Q2.G.01	SE_MAT_PROF	Minimum proficiency in mathematics, by education level and sex (%)	10	21.47585697	-80.40897662	ATA	Antarctica	5	BOTHSEX	PERCENT	GRAD23	Both	Percentage	grades 2/3															
2018.Q2.G.01	SE_MAT_PROF	Minimum proficiency in mathematics, by education level and sex (%)	10	21.47585697	-80.40897662	ATA	Antarctica	6	MALE	PERCENT	GRAD23	Male	Percentage	grades 2/3															
2018.Q2.G.01	SE_MAT_PROF	Minimum proficiency in mathematics, by education level and sex (%)	10	21.47585697	-80.40897662	ATA	Antarctica	7	BOTHSEX	PERCENT	PRIMAR	Both	Percentage	primary															
2018.Q2.G.01	SE_MAT_PROF	Minimum proficiency in mathematics, by education level and sex (%)	10	21.47585697	-80.40897662	ATA	Antarctica	8	MALE	PERCENT	PRIMAR	Male	Percentage	primary															
2018.Q2.G.01	SE_MAT_PROF	Minimum proficiency in mathematics, by education level and sex (%)	10	21.47585697	-80.40897662	ATA	Antarctica	9	FEMALE	PERCENT	PRIMAR	Female	Percentage	primary															
2018.Q2.G.01	SE_MAT_PROF	Minimum proficiency in mathematics, by education level and sex (%)	12	2.678164227	28.15940032	DZA	Algeria	1	MALE	PERCENT	LOWSEC	Male	Percentage	lower secondary				42.79						17.51	17.51	2015	17.51	Programme for International Student Assessment (OECD)	C
2018.Q2.G.01	SE_MAT_PROF	Minimum proficiency in mathematics, by education level and sex (%)	12	2.678164227	28.15940032	DZA	Algeria	2	BOTHSEX	PERCENT	LOWSEC	Both	Percentage	lower secondary				40.96917						19.04324	19.04324	2015	19.04324	Programme for International Student Assessment (OECD)	C
2018.Q2.G.01	SE_MAT_PROF	Minimum proficiency in mathematics, by education level and sex (%)	12	2.678164227	28.15940032	DZA	Algeria	3	FEMALE	PERCENT	LOWSEC	Female	Percentage	lower secondary				39.09						20.75	20.75	2015	20.75	Programme for International Student Assessment (OECD)	C
2018.Q2.G.01	SE_MAT_PROF	Minimum proficiency in mathematics, by education level and sex (%)	12	2.678164227	28.15940032	DZA	Algeria	4	FEMALE	PERCENT	GRAD23	Female	Percentage	grades 2/3				41.94								2007	41.94	Trends in International Mathematics and Science Study (IEA)	C
2018.Q2.G.01	SE_MAT_PROF	Minimum proficiency in mathematics, by education level and sex (%)	12	2.678164227	28.15940032	DZA	Algeria	5	BOTHSEX	PERCENT	GRAD23	Both	Percentage	grades 2/3				40.93487								2007	40.93487	Trends in International Mathematics and Science Study (IEA)	C
2018.Q2.G.01	SE_MAT_PROF	Minimum proficiency in mathematics, by education level and sex (%)	12	2.678164227	28.15940032	DZA	Algeria	6	MALE	PERCENT	GRAD23	Male	Percentage	grades 2/3				39.95								2007	39.95	Trends in International Mathematics and Science Study (IEA)	C
2018.Q2.G.01	SE_MAT_PROF	Minimum proficiency in mathematics, by education level and sex (%)	12	2.678164227	28.15940032	DZA	Algeria	7	BOTHSEX	PERCENT	PRIMAR	Both	Percentage	primary															
2018.Q2.G.01	SE_MAT_PROF	Minimum proficiency in mathematics, by education level and sex (%)	12	2.678164227	28.15940032	DZA	Algeria	8	MALE	PERCENT	PRIMAR	Male	Percentage	primary															
2018.Q2.G.01	SE_MAT_PROF	Minimum proficiency in mathematics, by education level and sex (%)	12	2.678164227	28.15940032	DZA	Algeria	9	FEMALE	PERCENT	PRIMAR	Female	Percentage	primary															
2018.Q2.G.01	SE_MAT_PROF	Minimum proficiency in mathematics, by education level and sex (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	1	MALE	PERCENT	LOWSEC	Male	Percentage	lower secondary															
2018.Q2.G.01	SE_MAT_PROF	Minimum proficiency in mathematics, by education level and sex (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	2	BOTHSEX	PERCENT	LOWSEC	Both	Percentage	lower secondary															
2018.Q2.G.01	SE_MAT_PROF	Minimum proficiency in mathematics, by education level and sex (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	3	FEMALE	PERCENT	LOWSEC	Female	Percentage	lower secondary															
2018.Q2.G.01	SE_MAT_PROF	Minimum proficiency in mathematics, by education level and sex (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	4	FEMALE	PERCENT	GRAD23	Female	Percentage	grades 2/3															
2018.Q2.G.01	SE_MAT_PROF	Minimum proficiency in mathematics, by education level and sex (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	5	BOTHSEX	PERCENT	GRAD23	Both	Percentage	grades 2/3															
2018.Q2.G.01	SE_MAT_PROF	Minimum proficiency in mathematics, by education level and sex (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	6	MALE	PERCENT	GRAD23	Male	Percentage	grades 2/3															
2018.Q2.G.01	SE_MAT_PROF	Minimum proficiency in mathematics, by education level and sex (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	7	BOTHSEX	PERCENT	PRIMAR	Both	Percentage	primary															
2018.Q2.G.01	SE_MAT_PROF	Minimum proficiency in mathematics, by education level and sex (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	8	MALE	PERCENT	PRIMAR	Male	Percentage	primary															
2018.Q2.G.01	SE_MAT_PROF	Minimum proficiency in mathematics, by education level and sex (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	9	FEMALE	PERCENT	PRIMAR	Female	Percentage	primary															
2018.Q2.G.01	SE_MAT_PROF	Minimum proficiency in mathematics, by education level and sex (%)	20	1.576257417	42.54548611	AND	Andorra	1	MALE	PERCENT	LOWSEC	Male	Percentage	lower secondary															
2018.Q2.G.01	SE_MAT_PROF	Minimum proficiency in mathematics, by education level and sex (%)	20	1.576257417	42.54548611	AND	Andorra	2	BOTHSEX	PERCENT	LOWSEC	Both	Percentage	lower secondary															
