GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,EducationLevel_Code,EducationLevel_Desc,ReportingType_Code,ReportingType_Desc,Nature_Code,Nature_Desc,Units_Code,Units_Desc,GeoArea_Code,GeoArea_Desc,Year,TimeDetail,Value,ValueType,Source,Footnotes,ISO3CD,X,Y
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_LGP_ACHIMA,"Language test parity index for achievement in mathematics, by education level (ratio)",2019.Q1.G.01,LOWSEC,Lower secondary,G,Global,C,Country data,Ratio,Ratio,8,Albania,2000.0,,0.85227,Float,Programme for International Student Assessment (OECD),,ALB,20.06660928,41.13897007
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_LGP_ACHIMA,"Language test parity index for achievement in mathematics, by education level (ratio)",2019.Q1.G.01,LOWSEC,Lower secondary,G,Global,C,Country data,Ratio,Ratio,8,Albania,2009.0,,0.46383,Float,Programme for International Student Assessment (OECD),,ALB,20.06660928,41.13897007
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_LGP_ACHIMA,"Language test parity index for achievement in mathematics, by education level (ratio)",2019.Q1.G.01,LOWSEC,Lower secondary,G,Global,C,Country data,Ratio,Ratio,8,Albania,2012.0,,0.96583,Float,Programme for International Student Assessment (OECD),,ALB,20.06660928,41.13897007
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_LGP_ACHIMA,"Language test parity index for achievement in mathematics, by education level (ratio)",2019.Q1.G.01,LOWSEC,Lower secondary,G,Global,C,Country data,Ratio,Ratio,12,Algeria,2007.0,,0.99205,Float,Trends in International Mathematics and Science Study (IEA),,DZA,2.678164227,28.15940032
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_LGP_ACHIMA,"Language test parity index for achievement in mathematics, by education level (ratio)",2019.Q1.G.01,GRAD23,Grades 2/3,G,Global,C,Country data,Ratio,Ratio,12,Algeria,2007.0,,1.03336,Float,Trends in International Mathematics and Science Study (IEA),,DZA,2.678164227,28.15940032
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_LGP_ACHIMA,"Language test parity index for achievement in mathematics, by education level (ratio)",2019.Q1.G.01,LOWSEC,Lower secondary,G,Global,C,Country data,Ratio,Ratio,12,Algeria,2015.0,,1.46813,Float,Programme for International Student Assessment (OECD),,DZA,2.678164227,28.15940032
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_LGP_ACHIMA,"Language test parity index for achievement in mathematics, by education level (ratio)",2019.Q1.G.01,LOWSEC,Lower secondary,G,Global,C,Country data,Ratio,Ratio,32,Argentina,2000.0,,0.80238,Float,Programme for International Student Assessment (OECD),,ARG,-65.14563274,-35.19446255
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_LGP_ACHIMA,"Language test parity index for achievement in mathematics, by education level (ratio)",2019.Q1.G.01,LOWSEC,Lower secondary,G,Global,C,Country data,Ratio,Ratio,32,Argentina,2006.0,,0.48457,Float,Programme for International Student Assessment (OECD),,ARG,-65.14563274,-35.19446255
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_LGP_ACHIMA,"Language test parity index for achievement in mathematics, by education level (ratio)",2019.Q1.G.01,PRIMAR,Primary,G,Global,C,Country data,Ratio,Ratio,32,Argentina,2006.0,,0.91321,Float,Latin American Laboratory for Assessment of the Quality of Education (UNESCO Office in Santiago),,ARG,-65.14563274,-35.19446255
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_LGP_ACHIMA,"Language test parity index for achievement in mathematics, by education level (ratio)",2019.Q1.G.01,LOWSEC,Lower secondary,G,Global,C,Country data,Ratio,Ratio,32,Argentina,2009.0,,0.61231,Float,Programme for International Student Assessment (OECD),,ARG,-65.14563274,-35.19446255
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_LGP_ACHIMA,"Language test parity index for achievement in mathematics, by education level (ratio)",2019.Q1.G.01,LOWSEC,Lower secondary,G,Global,C,Country data,Ratio,Ratio,32,Argentina,2012.0,,0.43464,Float,Programme for International Student Assessment (OECD),,ARG,-65.14563274,-35.19446255
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_LGP_ACHIMA,"Language test parity index for achievement in mathematics, by education level (ratio)",2019.Q1.G.01,PRIMAR,Primary,G,Global,C,Country data,Ratio,Ratio,32,Argentina,2013.0,,0.83071,Float,Latin American Laboratory for Assessment of the Quality of Education (UNESCO Office in Santiago),,ARG,-65.14563274,-35.19446255
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_LGP_ACHIMA,"Language test parity index for achievement in mathematics, by education level (ratio)",2019.Q1.G.01,GRAD23,Grades 2/3,G,Global,C,Country data,Ratio,Ratio,32,Argentina,2013.0,,0.99241,Float,Latin American Laboratory for Assessment of the Quality of Education (UNESCO Office in Santiago),,ARG,-65.14563274,-35.19446255
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_LGP_ACHIMA,"Language test parity index for achievement in mathematics, by education level (ratio)",2019.Q1.G.01,LOWSEC,Lower secondary,G,Global,C,Country data,Ratio,Ratio,32,Argentina,2015.0,,0.81419,Float,Programme for International Student Assessment (OECD),,ARG,-65.14563274,-35.19446255
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_LGP_ACHIMA,"Language test parity index for achievement in mathematics, by education level (ratio)",2019.Q1.G.01,LOWSEC,Lower secondary,G,Global,C,Country data,Ratio,Ratio,51,Armenia,2003.0,,1.03289,Float,Trends in International Mathematics and Science Study (IEA),,ARM,44.93839317,40.29499741
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_LGP_ACHIMA,"Language test parity index for achievement in mathematics, by education level (ratio)",2019.Q1.G.01,PRIMAR,Primary,G,Global,C,Country data,Ratio,Ratio,51,Armenia,2003.0,,0.99828,Float,Trends in International Mathematics and Science Study (IEA),,ARM,44.93839317,40.29499741
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_LGP_ACHIMA,"Language test parity index for achievement in mathematics, by education level (ratio)",2019.Q1.G.01,PRIMAR,Primary,G,Global,C,Country data,Ratio,Ratio,51,Armenia,2007.0,,0.97013,Float,Trends in International Mathematics and Science Study (IEA),,ARM,44.93839317,40.29499741
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_LGP_ACHIMA,"Language test parity index for achievement in mathematics, by education level (ratio)",2019.Q1.G.01,LOWSEC,Lower secondary,G,Global,C,Country data,Ratio,Ratio,51,Armenia,2007.0,,1.01599,Float,Trends in International Mathematics and Science Study (IEA),,ARM,44.93839317,40.29499741
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_LGP_ACHIMA,"Language test parity index for achievement in mathematics, by education level (ratio)",2019.Q1.G.01,LOWSEC,Lower secondary,G,Global,C,Country data,Ratio,Ratio,51,Armenia,2011.0,,0.8785,Float,Trends in International Mathematics and Science Study (IEA),,ARM,44.93839317,40.29499741
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_LGP_ACHIMA,"Language test parity index for achievement in mathematics, by education level (ratio)",2019.Q1.G.01,PRIMAR,Primary,G,Global,C,Country data,Ratio,Ratio,51,Armenia,2011.0,,1.03153,Float,Trends in International Mathematics and Science Study (IEA),,ARM,44.93839317,40.29499741
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_LGP_ACHIMA,"Language test parity index for achievement in mathematics, by education level (ratio)",2019.Q1.G.01,LOWSEC,Lower secondary,G,Global,C,Country data,Ratio,Ratio,36,Australia,2000.0,,0.95665,Float,Programme for International Student Assessment (OECD),,AUS,134.3499412,-25.57717202
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_LGP_ACHIMA,"Language test parity index for achievement in mathematics, by education level (ratio)",2019.Q1.G.01,LOWSEC,Lower secondary,G,Global,C,Country data,Ratio,Ratio,36,Australia,2003.0,,0.93419,Float,Programme for International Student Assessment (OECD),,AUS,134.3499412,-25.57717202
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_LGP_ACHIMA,"Language test parity index for achievement in mathematics, by education level (ratio)",2019.Q1.G.01,GRAD23,Grades 2/3,G,Global,C,Country data,Ratio,Ratio,36,Australia,2003.0,,0.96161,Float,Trends in International Mathematics and Science Study (IEA),,AUS,134.3499412,-25.57717202
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_LGP_ACHIMA,"Language test parity index for achievement in mathematics, by education level (ratio)",2019.Q1.G.01,LOWSEC,Lower secondary,G,Global,C,Country data,Ratio,Ratio,36,Australia,2006.0,,0.97043,Float,Programme for International Student Assessment (OECD),,AUS,134.3499412,-25.57717202
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_LGP_ACHIMA,"Language test parity index for achievement in mathematics, by education level (ratio)",2019.Q1.G.01,GRAD23,Grades 2/3,G,Global,C,Country data,Ratio,Ratio,36,Australia,2007.0,,0.96485,Float,Trends in International Mathematics and Science Study (IEA),,AUS,134.3499412,-25.57717202
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_LGP_ACHIMA,"Language test parity index for achievement in mathematics, by education level (ratio)",2019.Q1.G.01,LOWSEC,Lower secondary,G,Global,C,Country data,Ratio,Ratio,36,Australia,2009.0,,0.96975,Float,Programme for International Student Assessment (OECD),,AUS,134.3499412,-25.57717202
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_LGP_ACHIMA,"Language test parity index for achievement in mathematics, by education level (ratio)",2019.Q1.G.01,GRAD23,Grades 2/3,G,Global,C,Country data,Ratio,Ratio,36,Australia,2011.0,,0.96268,Float,Trends in International Mathematics and Science Study (IEA),,AUS,134.3499412,-25.57717202
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_LGP_ACHIMA,"Language test parity index for achievement in mathematics, by education level (ratio)",2019.Q1.G.01,LOWSEC,Lower secondary,G,Global,C,Country data,Ratio,Ratio,36,Australia,2012.0,,0.98483,Float,Programme for International Student Assessment (OECD),,AUS,134.3499412,-25.57717202
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_LGP_ACHIMA,"Language test parity index for achievement in mathematics, by education level (ratio)",2019.Q1.G.01,LOWSEC,Lower secondary,G,Global,C,Country data,Ratio,Ratio,36,Australia,2015.0,,0.91604,Float,Programme for International Student Assessment (OECD),,AUS,134.3499412,-25.57717202
