ISO3CD,X,Y,GeoArea_Code,GeoArea_Desc,GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,ReportingType_Code,ReportingType_Desc,Units_Code,Units_Desc,Footnotes_2000,Footnotes_2001,Footnotes_2002,Footnotes_2003,Footnotes_2004,Footnotes_2005,Footnotes_2006,Footnotes_2007,Footnotes_2008,Footnotes_2009,Footnotes_2010,Footnotes_2011,Footnotes_2012,Footnotes_2013,Footnotes_2014,Footnotes_2015,Footnotes_2016,Nature_Code_2000,Nature_Code_2001,Nature_Code_2002,Nature_Code_2003,Nature_Code_2004,Nature_Code_2005,Nature_Code_2006,Nature_Code_2007,Nature_Code_2008,Nature_Code_2009,Nature_Code_2010,Nature_Code_2011,Nature_Code_2012,Nature_Code_2013,Nature_Code_2014,Nature_Code_2015,Nature_Code_2016,Source_2000,Source_2001,Source_2002,Source_2003,Source_2004,Source_2005,Source_2006,Source_2007,Source_2008,Source_2009,Source_2010,Source_2011,Source_2012,Source_2013,Source_2014,Source_2015,Source_2016,TimeDetail_2000,TimeDetail_2001,TimeDetail_2002,TimeDetail_2003,TimeDetail_2004,TimeDetail_2005,TimeDetail_2006,TimeDetail_2007,TimeDetail_2008,TimeDetail_2009,TimeDetail_2010,TimeDetail_2011,TimeDetail_2012,TimeDetail_2013,TimeDetail_2014,TimeDetail_2015,TimeDetail_2016,Value_2000,Value_2001,Value_2002,Value_2003,Value_2004,Value_2005,Value_2006,Value_2007,Value_2008,Value_2009,Value_2010,Value_2011,Value_2012,Value_2013,Value_2014,Value_2015,Value_2016,Latest_Year,Latest_Value
,,,1,World,3,Ensure healthy lives and promote well-being for all at all ages,3.b,"Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all",3.b.1,Proportion of the target population covered by all vaccines included in their national programme,2,SH_ACS_MCV2,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2) (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,"WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017",,,,,,,,,,,,,,,,,,15,17,17,18,20,30,32,33,35,38,39,46,49,54,56,60,64,2016.0,64
BGR,25.23763153,42.75731323,100,Bulgaria,3,Ensure healthy lives and promote well-being for all at all ages,3.b,"Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all",3.b.1,Proportion of the target population covered by all vaccines included in their national programme,2,SH_ACS_MCV2,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2) (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,"WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017",,,,,,,,,,,,,,,,,,83,85,79,89,91,92,93,94,94,93,96,94,94,94,89,87,88,2016.0,88
MMR,96.51752295,21.19332882,104,Myanmar,3,Ensure healthy lives and promote well-being for all at all ages,3.b,"Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all",3.b.1,Proportion of the target population covered by all vaccines included in their national programme,2,SH_ACS_MCV2,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2) (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,E,E,E,E,,E,E,E,E,,,,,,,,,"WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017",,"WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017",,,,,,,,,,,,,,,,,,,,,,,,,,57,65,75,80,,80,82,78,86,2016.0,86
BDI,29.89080992,-3.366387428,108,Burundi,3,Ensure healthy lives and promote well-being for all at all ages,3.b,"Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all",3.b.1,Proportion of the target population covered by all vaccines included in their national programme,2,SH_ACS_MCV2,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2) (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,E,E,E,,,,,,,,,,,,,,"WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,60,65,72,2016.0,72
,,,11,Western Africa,3,Ensure healthy lives and promote well-being for all at all ages,3.b,"Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all",3.b.1,Proportion of the target population covered by all vaccines included in their national programme,2,SH_ACS_MCV2,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2) (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,"WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017",,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,12,15,2016.0,15
BLR,28.04940161,53.54193075,112,Belarus,3,Ensure healthy lives and promote well-being for all at all ages,3.b,"Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all",3.b.1,Proportion of the target population covered by all vaccines included in their national programme,2,SH_ACS_MCV2,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2) (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,"WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017",,,,,,,,,,,,,,,,,,92,97,98,98,98,98,95,99,99,99,99,99,97,99,98,99,98,2016.0,98
KHM,104.922836,12.71163737,116,Cambodia,3,Ensure healthy lives and promote well-being for all at all ages,3.b,"Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all",3.b.1,Proportion of the target population covered by all vaccines included in their national programme,2,SH_ACS_MCV2,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2) (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,E,E,E,E,,,,,,,,,,,,,"WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,49,59,58,58,2016.0,58
DZA,2.678164227,28.15940032,12,Algeria,3,Ensure healthy lives and promote well-being for all at all ages,3.b,"Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all",3.b.1,Proportion of the target population covered by all vaccines included in their national programme,2,SH_ACS_MCV2,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2) (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,"WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017",,,,,,,,,,,,,,,,,,78,73,93,96,94,94,98,95,96,98,95,96,95,93,99,99,96,2016.0,96
CAN,-101.6575058,57.72360191,124,Canada,3,Ensure healthy lives and promote well-being for all at all ages,3.b,"Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all",3.b.1,Proportion of the target population covered by all vaccines included in their national programme,2,SH_ACS_MCV2,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2) (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,E,E,E,E,,,,,,,,,,,,,"WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,92,90,88,86,2016.0,86
,,,13,Central America,3,Ensure healthy lives and promote well-being for all at all ages,3.b,"Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all",3.b.1,Proportion of the target population covered by all vaccines included in their national programme,2,SH_ACS_MCV2,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2) (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,"WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017","WHO/UNICEF coverage estimates 2016 revision, July 2017",,,,,,,,,,,,,,,,,,70.10713,71,64,72,73,73,69,65,73,71,70,75,72,60,74,75,84,2016.0,84
