series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Units description	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	VC_DSR_MTMP	Number of deaths and missing persons attributed to disasters per 100,000 population (number)	4	66.02688198	33.83160199	AFG	Afghanistan	1	PER_100000_POP	Per 100,000 population																		
2018.Q2.G.01	VC_DSR_MTMP	Number of deaths and missing persons attributed to disasters per 100,000 population (number)	8	20.06660928	41.13897007	ALB	Albania	1	PER_100000_POP	Per 100,000 population	0.23244	0.06683	0.06734	0.54287	0.17079	0.44627	0.72284	0.27582	0.31087	0.31152	0.41656	0.24339		0.320585	2016	0.24339	UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction	C
2018.Q2.G.01	VC_DSR_MTMP	Number of deaths and missing persons attributed to disasters per 100,000 population (number)	10	21.47585697	-80.40897662	ATA	Antarctica	1	PER_100000_POP	Per 100,000 population																		
2018.Q2.G.01	VC_DSR_MTMP	Number of deaths and missing persons attributed to disasters per 100,000 population (number)	12	2.678164227	28.15940032	DZA	Algeria	1	PER_100000_POP	Per 100,000 population																		
2018.Q2.G.01	VC_DSR_MTMP	Number of deaths and missing persons attributed to disasters per 100,000 population (number)	16	-170.7187269	-14.30587306	ASM	American Samoa	1	PER_100000_POP	Per 100,000 population					320.1309					0	7.20241			3.601205	2015	7.20241	UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction	C
2018.Q2.G.01	VC_DSR_MTMP	Number of deaths and missing persons attributed to disasters per 100,000 population (number)	20	1.576257417	42.54548611	AND	Andorra	1	PER_100000_POP	Per 100,000 population																		
2018.Q2.G.01	VC_DSR_MTMP	Number of deaths and missing persons attributed to disasters per 100,000 population (number)	24	17.57817062	-12.33724746	AGO	Angola	1	PER_100000_POP	Per 100,000 population	2.37309		2.28597	0.58825	0.09313	0.91146	0.46246	0.88061	0.80774	0.71693	1.06248	1.87412	0.21518	0.93529	2017	0.21518	UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction	C
2018.Q2.G.01	VC_DSR_MTMP	Number of deaths and missing persons attributed to disasters per 100,000 population (number)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	1	PER_100000_POP	Per 100,000 population	0			0	2.13719	8.45121	1.04472	1.0333	4.08898	3.03413				3.561555	2014	3.03413	UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction	C
2018.Q2.G.01	VC_DSR_MTMP	Number of deaths and missing persons attributed to disasters per 100,000 population (number)	31	50.01064725	40.39229544	AZE	Azerbaijan	1	PER_100000_POP	Per 100,000 population													0	0	2017	0	UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction	C
2018.Q2.G.01	VC_DSR_MTMP	Number of deaths and missing persons attributed to disasters per 100,000 population (number)	32	-65.14563274	-35.19446255	ARG	Argentina	1	PER_100000_POP	Per 100,000 population	0.48792	0.31598	0.9432	0.59432	1.01227										2009	1.01227	UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction	C
