GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,Age_Code,Age_Desc,Sex_Code,Sex_Desc,ReportingType_Code,ReportingType_Desc,Nature_Code,Nature_Desc,Units_Code,Units_Desc,GeoArea_Code,GeoArea_Desc,Year,TimeDetail,Value,ValueType,Source,Footnotes,ISO3CD,X,Y
8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.6,"By 2020, substantially reduce the proportion of youth not in employment, education or training",8.6.1,"Proportion of youth (aged 15-24 years) not in education, employment or training",1,SL_TLF_NEET,"Proportion of youth not in education, employment or training, by sex and age (%)",2019.Q1.G.01,15-24,15 to 24 years old,MALE,Male,G,Global,C,Country data,PERCENT,Percentage,8,Albania,2008.0,,23.7,Float,ILOSTAT - LFS - Labour Force Survey,,ALB,20.06660928,41.13897007
8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.6,"By 2020, substantially reduce the proportion of youth not in employment, education or training",8.6.1,"Proportion of youth (aged 15-24 years) not in education, employment or training",1,SL_TLF_NEET,"Proportion of youth not in education, employment or training, by sex and age (%)",2019.Q1.G.01,15-24,15 to 24 years old,BOTHSEX,Both sexes,G,Global,C,Country data,PERCENT,Percentage,8,Albania,2008.0,,27.2,Float,ILOSTAT - LFS - Labour Force Survey,,ALB,20.06660928,41.13897007
8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.6,"By 2020, substantially reduce the proportion of youth not in employment, education or training",8.6.1,"Proportion of youth (aged 15-24 years) not in education, employment or training",1,SL_TLF_NEET,"Proportion of youth not in education, employment or training, by sex and age (%)",2019.Q1.G.01,15-24,15 to 24 years old,FEMALE,Female,G,Global,C,Country data,PERCENT,Percentage,8,Albania,2008.0,,30.7,Float,ILOSTAT - LFS - Labour Force Survey,,ALB,20.06660928,41.13897007
8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.6,"By 2020, substantially reduce the proportion of youth not in employment, education or training",8.6.1,"Proportion of youth (aged 15-24 years) not in education, employment or training",1,SL_TLF_NEET,"Proportion of youth not in education, employment or training, by sex and age (%)",2019.Q1.G.01,15-24,15 to 24 years old,FEMALE,Female,G,Global,C,Country data,PERCENT,Percentage,8,Albania,2011.0,,32.5,Float,ILOSTAT - LFS - Labour Force Survey,Data reference period: Noncalendar year | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 24 years old,ALB,20.06660928,41.13897007
8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.6,"By 2020, substantially reduce the proportion of youth not in employment, education or training",8.6.1,"Proportion of youth (aged 15-24 years) not in education, employment or training",1,SL_TLF_NEET,"Proportion of youth not in education, employment or training, by sex and age (%)",2019.Q1.G.01,15-24,15 to 24 years old,MALE,Male,G,Global,C,Country data,PERCENT,Percentage,8,Albania,2011.0,,27.7,Float,ILOSTAT - LFS - Labour Force Survey,Data reference period: Noncalendar year | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 24 years old,ALB,20.06660928,41.13897007
8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.6,"By 2020, substantially reduce the proportion of youth not in employment, education or training",8.6.1,"Proportion of youth (aged 15-24 years) not in education, employment or training",1,SL_TLF_NEET,"Proportion of youth not in education, employment or training, by sex and age (%)",2019.Q1.G.01,15-24,15 to 24 years old,BOTHSEX,Both sexes,G,Global,C,Country data,PERCENT,Percentage,8,Albania,2011.0,,30.0,Float,ILOSTAT - LFS - Labour Force Survey,Data reference period: Noncalendar year | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 24 years old,ALB,20.06660928,41.13897007
8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.6,"By 2020, substantially reduce the proportion of youth not in employment, education or training",8.6.1,"Proportion of youth (aged 15-24 years) not in education, employment or training",1,SL_TLF_NEET,"Proportion of youth not in education, employment or training, by sex and age (%)",2019.Q1.G.01,15-24,15 to 24 years old,FEMALE,Female,G,Global,C,Country data,PERCENT,Percentage,8,Albania,2012.0,,28.6,Float,ILOSTAT - LFS - Labour Force Survey,Data reference period: Noncalendar year | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 24 years old,ALB,20.06660928,41.13897007
8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.6,"By 2020, substantially reduce the proportion of youth not in employment, education or training",8.6.1,"Proportion of youth (aged 15-24 years) not in education, employment or training",1,SL_TLF_NEET,"Proportion of youth not in education, employment or training, by sex and age (%)",2019.Q1.G.01,15-24,15 to 24 years old,MALE,Male,G,Global,C,Country data,PERCENT,Percentage,8,Albania,2012.0,,25.1,Float,ILOSTAT - LFS - Labour Force Survey,Data reference period: Noncalendar year | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 24 years old,ALB,20.06660928,41.13897007
8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.6,"By 2020, substantially reduce the proportion of youth not in employment, education or training",8.6.1,"Proportion of youth (aged 15-24 years) not in education, employment or training",1,SL_TLF_NEET,"Proportion of youth not in education, employment or training, by sex and age (%)",2019.Q1.G.01,15-24,15 to 24 years old,BOTHSEX,Both sexes,G,Global,C,Country data,PERCENT,Percentage,8,Albania,2012.0,,26.8,Float,ILOSTAT - LFS - Labour Force Survey,Data reference period: Noncalendar year | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 24 years old,ALB,20.06660928,41.13897007
8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.6,"By 2020, substantially reduce the proportion of youth not in employment, education or training",8.6.1,"Proportion of youth (aged 15-24 years) not in education, employment or training",1,SL_TLF_NEET,"Proportion of youth not in education, employment or training, by sex and age (%)",2019.Q1.G.01,15-24,15 to 24 years old,FEMALE,Female,G,Global,C,Country data,PERCENT,Percentage,8,Albania,2013.0,,31.8,Float,ILOSTAT - LFS - Labour Force Survey,Data reference period: Annual or annual average | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 24 years old,ALB,20.06660928,41.13897007
