series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Units description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	DC_TOF_HLTHL	Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2016 United States dollars)	4	66.02688198	33.83160199	AFG	Afghanistan	1	CON_USD	Constant USD	6.67441	23.30356	19.35329	23.74752	80.79326	148.29684	152.72625	222.21193	187.32613	192.35981	123.99585	135.01307	141.56807	217.05397	236.55408	168.14811	201.79735	193.024316	2016	201.79735	Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TOF_HLTHL	Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2016 United States dollars)	8	20.06660928	41.13897007	ALB	Albania	1	CON_USD	Constant USD	9.32384	4.32567	5.7077	9.91406	6.75392	14.77891	9.29516	8.86281	5.85433	2.92122	4.61661	4.83425	2.91978	1.6779	1.98584	2.01796	1.84385	2.089066	2016	1.84385	Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TOF_HLTHL	Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2016 United States dollars)	10	21.47585697	-80.40897662	ATA	Antarctica	1	CON_USD	Constant USD																						
2018.Q2.G.01	DC_TOF_HLTHL	Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2016 United States dollars)	12	2.678164227	28.15940032	DZA	Algeria	1	CON_USD	Constant USD	0.554	1.25321	0.69437	0.5129	0.4661	0.62541	0.39475	1.7891	0.2812	0.31401	1.47008	2.66418	0.45053	0.2697	0.16105	0.2989	0.69721	0.375478	2016	0.69721	Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TOF_HLTHL	Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2016 United States dollars)	16	-170.7187269	-14.30587306	ASM	American Samoa	1	CON_USD	Constant USD																						
2018.Q2.G.01	DC_TOF_HLTHL	Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2016 United States dollars)	20	1.576257417	42.54548611	AND	Andorra	1	CON_USD	Constant USD																						
2018.Q2.G.01	DC_TOF_HLTHL	Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2016 United States dollars)	24	17.57817062	-12.33724746	AGO	Angola	1	CON_USD	Constant USD	20.54024	60.38265	18.15653	23.30906	10.51775	40.06868	24.16399	45.62997	65.4616	49.19541	54.56587	37.24381	66.34308	66.75379	45.87539	50.34706	45.27472	54.918808	2016	45.27472	Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TOF_HLTHL	Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2016 United States dollars)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	1	CON_USD	Constant USD			0.23669													0.00383		0.00383	2015	0.00383	Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TOF_HLTHL	Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2016 United States dollars)	31	50.01064725	40.39229544	AZE	Azerbaijan	1	CON_USD	Constant USD	8.26189	1.73963	0.66371	0.9524	1.42605	4.4943	2.50589	7.65791	5.81874	8.57402	8.54571	12.71189	4.08242	10.0651	7.66411	5.29689	3.81578	6.18486	2016	3.81578	Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TOF_HLTHL	Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2016 United States dollars)	32	-65.14563274	-35.19446255	ARG	Argentina	1	CON_USD	Constant USD	0.06576	0.18568	0.97335	3.57209	2.04189	1.88887	6.47769	2.60394	28.8172	13.32901	16.56352	5.67663	0.78604	0.69867	0.63796	0.83235	0.56989	0.704982	2016	0.56989	Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
