series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Sex	Units	Age description	Sex description	Units description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	4	66.02688198	33.83160199	AFG	Afghanistan	1	<5Y	BOTHSEX	PER_1000_LIVE_BIRTHS	under 5 years old	Both	Per 1,000 live births	129.7	126	122.2	118.3	114.4	110.3	106.3	102.2	98.2	94.1	90.2	86.4	82.8	79.3	76.1	73.2	70.4	76.36	2016	70.4	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	NA
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	4	66.02688198	33.83160199	AFG	Afghanistan	2	<5Y	MALE	PER_1000_LIVE_BIRTHS	under 5 years old	Male	Per 1,000 live births																						
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	4	66.02688198	33.83160199	AFG	Afghanistan	3	<5Y	FEMALE	PER_1000_LIVE_BIRTHS	under 5 years old	Female	Per 1,000 live births																						
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	8	20.06660928	41.13897007	ALB	Albania	1	<5Y	BOTHSEX	PER_1000_LIVE_BIRTHS	under 5 years old	Both	Per 1,000 live births	26	24.8	23.5	22.4	21.4	20.4	19.4	18.6	17.9	17.2	16.6	16	15.4	14.9	14.4	14	13.5	14.44	2016	13.5	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	NA
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	8	20.06660928	41.13897007	ALB	Albania	2	<5Y	MALE	PER_1000_LIVE_BIRTHS	under 5 years old	Male	Per 1,000 live births																						
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	8	20.06660928	41.13897007	ALB	Albania	3	<5Y	FEMALE	PER_1000_LIVE_BIRTHS	under 5 years old	Female	Per 1,000 live births																						
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	10	21.47585697	-80.40897662	ATA	Antarctica	1	<5Y	BOTHSEX	PER_1000_LIVE_BIRTHS	under 5 years old	Both	Per 1,000 live births																						
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	10	21.47585697	-80.40897662	ATA	Antarctica	2	<5Y	MALE	PER_1000_LIVE_BIRTHS	under 5 years old	Male	Per 1,000 live births																						
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	10	21.47585697	-80.40897662	ATA	Antarctica	3	<5Y	FEMALE	PER_1000_LIVE_BIRTHS	under 5 years old	Female	Per 1,000 live births																						
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	12	2.678164227	28.15940032	DZA	Algeria	1	<5Y	BOTHSEX	PER_1000_LIVE_BIRTHS	under 5 years old	Both	Per 1,000 live births	39.7	38.9	37.8	36.5	35.1	33.5	32.1	30.7	29.4	28.3	27.3	26.6	26.1	25.8	25.6	25.5	25.2	25.64	2016	25.2	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	NA
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	12	2.678164227	28.15940032	DZA	Algeria	2	<5Y	MALE	PER_1000_LIVE_BIRTHS	under 5 years old	Male	Per 1,000 live births																						
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	12	2.678164227	28.15940032	DZA	Algeria	3	<5Y	FEMALE	PER_1000_LIVE_BIRTHS	under 5 years old	Female	Per 1,000 live births																						
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	16	-170.7187269	-14.30587306	ASM	American Samoa	1	<5Y	BOTHSEX	PER_1000_LIVE_BIRTHS	under 5 years old	Both	Per 1,000 live births																						
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	16	-170.7187269	-14.30587306	ASM	American Samoa	2	<5Y	MALE	PER_1000_LIVE_BIRTHS	under 5 years old	Male	Per 1,000 live births																						
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	16	-170.7187269	-14.30587306	ASM	American Samoa	3	<5Y	FEMALE	PER_1000_LIVE_BIRTHS	under 5 years old	Female	Per 1,000 live births																						
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	20	1.576257417	42.54548611	AND	Andorra	1	<5Y	BOTHSEX	PER_1000_LIVE_BIRTHS	under 5 years old	Both	Per 1,000 live births	4.6	4.4	4.2	4.1	4	3.8	3.7	3.6	3.5	3.4	3.3	3.2	3.1	3	2.9	2.8	2.7	2.9	2016	2.7	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	NA
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	20	1.576257417	42.54548611	AND	Andorra	2	<5Y	MALE	PER_1000_LIVE_BIRTHS	under 5 years old	Male	Per 1,000 live births																						
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	20	1.576257417	42.54548611	AND	Andorra	3	<5Y	FEMALE	PER_1000_LIVE_BIRTHS	under 5 years old	Female	Per 1,000 live births																						
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	24	17.57817062	-12.33724746	AGO	Angola	1	<5Y	BOTHSEX	PER_1000_LIVE_BIRTHS	under 5 years old	Both	Per 1,000 live births	207	200.9	193.9	185.7	177	167.2	157.5	147.6	137.9	128.3	119.4	111	103.5	96.8	91.2	86.5	82.5	92.1	2016	82.5	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	NA
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	24	17.57817062	-12.33724746	AGO	Angola	2	<5Y	MALE	PER_1000_LIVE_BIRTHS	under 5 years old	Male	Per 1,000 live births																						
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	24	17.57817062	-12.33724746	AGO	Angola	3	<5Y	FEMALE	PER_1000_LIVE_BIRTHS	under 5 years old	Female	Per 1,000 live births																						
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	1	<5Y	BOTHSEX	PER_1000_LIVE_BIRTHS	under 5 years old	Both	Per 1,000 live births	14.9	14.2	13.6	13.1	12.6	12.1	11.7	11.4	11	10.6	10.3	9.9	9.6	9.3	9	8.7	8.5	9.02	2016	8.5	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	NA
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	2	<5Y	MALE	PER_1000_LIVE_BIRTHS	under 5 years old	Male	Per 1,000 live births																						
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	3	<5Y	FEMALE	PER_1000_LIVE_BIRTHS	under 5 years old	Female	Per 1,000 live births																						
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	31	50.01064725	40.39229544	AZE	Azerbaijan	1	<5Y	BOTHSEX	PER_1000_LIVE_BIRTHS	under 5 years old	Both	Per 1,000 live births	74.3	69.1	64	59.5	55.5	51.9	48.8	46	43.5	41.2	39.2	37.4	35.9	34.5	33.2	32	30.9	33.3	2016	30.9	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	NA
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	31	50.01064725	40.39229544	AZE	Azerbaijan	2	<5Y	MALE	PER_1000_LIVE_BIRTHS	under 5 years old	Male	Per 1,000 live births																						
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	31	50.01064725	40.39229544	AZE	Azerbaijan	3	<5Y	FEMALE	PER_1000_LIVE_BIRTHS	under 5 years old	Female	Per 1,000 live births																						
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	32	-65.14563274	-35.19446255	ARG	Argentina	1	<5Y	BOTHSEX	PER_1000_LIVE_BIRTHS	under 5 years old	Both	Per 1,000 live births	19.4	18.7	18.1	17.6	17.1	16.6	16.1	15.8	15.4	15	14.5	13.9	13.3	12.7	12.1	11.6	11.1	12.16	2016	11.1	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	NA
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	32	-65.14563274	-35.19446255	ARG	Argentina	2	<5Y	MALE	PER_1000_LIVE_BIRTHS	under 5 years old	Male	Per 1,000 live births																						
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	32	-65.14563274	-35.19446255	ARG	Argentina	3	<5Y	FEMALE	PER_1000_LIVE_BIRTHS	under 5 years old	Female	Per 1,000 live births																						
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	36	134.3499412	-25.57717202	AUS	Australia	1	<5Y	BOTHSEX	PER_1000_LIVE_BIRTHS	under 5 years old	Both	Per 1,000 live births	6.2	6.1	6	5.9	5.8	5.7	5.6	5.4	5.2	5	4.8	4.6	4.3	4.2	4	3.8	3.7	4	2016	3.7	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	NA
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	36	134.3499412	-25.57717202	AUS	Australia	2	<5Y	MALE	PER_1000_LIVE_BIRTHS	under 5 years old	Male	Per 1,000 live births																						
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	36	134.3499412	-25.57717202	AUS	Australia	3	<5Y	FEMALE	PER_1000_LIVE_BIRTHS	under 5 years old	Female	Per 1,000 live births																						
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	40	14.14172472	47.58704857	AUT	Austria	1	<5Y	BOTHSEX	PER_1000_LIVE_BIRTHS	under 5 years old	Both	Per 1,000 live births	5.5	5.4	5.3	5.2	5.1	4.9	4.8	4.6	4.6	4.5	4.3	4.2	4.1	3.9	3.7	3.6	3.5	3.76	2016	3.5	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	NA
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	40	14.14172472	47.58704857	AUT	Austria	2	<5Y	MALE	PER_1000_LIVE_BIRTHS	under 5 years old	Male	Per 1,000 live births																						
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	40	14.14172472	47.58704857	AUT	Austria	3	<5Y	FEMALE	PER_1000_LIVE_BIRTHS	under 5 years old	Female	Per 1,000 live births																						
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	44	-78.05111663	24.69546597	BHS	Bahamas	1	<5Y	BOTHSEX	PER_1000_LIVE_BIRTHS	under 5 years old	Both	Per 1,000 live births	16.1	16.1	16.2	16.3	16.3	16.2	16	15.6	15.1	14.5	13.8	13.2	12.6	12	11.5	11	10.6	11.54	2016	10.6	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	NA
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	44	-78.05111663	24.69546597	BHS	Bahamas	2	<5Y	MALE	PER_1000_LIVE_BIRTHS	under 5 years old	Male	Per 1,000 live births																						
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	44	-78.05111663	24.69546597	BHS	Bahamas	3	<5Y	FEMALE	PER_1000_LIVE_BIRTHS	under 5 years old	Female	Per 1,000 live births																						
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	48	50.5490754	26.04407747	BHR	Bahrain	1	<5Y	BOTHSEX	PER_1000_LIVE_BIRTHS	under 5 years old	Both	Per 1,000 live births	12.5	12	11.6	11.3	11	10.6	10.2	9.8	9.4	9	8.6	8.3	8.1	7.9	7.8	7.7	7.6	7.82	2016	7.6	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	NA
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	48	50.5490754	26.04407747	BHR	Bahrain	2	<5Y	MALE	PER_1000_LIVE_BIRTHS	under 5 years old	Male	Per 1,000 live births																						
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	48	50.5490754	26.04407747	BHR	Bahrain	3	<5Y	FEMALE	PER_1000_LIVE_BIRTHS	under 5 years old	Female	Per 1,000 live births																						
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	50	89.17660788	22.86961622	BGD	Bangladesh	1	<5Y	BOTHSEX	PER_1000_LIVE_BIRTHS	under 5 years old	Both	Per 1,000 live births	87.4	82.8	78.4	74.3	70.3	66.5	62.8	59.3	55.8	52.6	49.4	46.5	43.7	41.1	38.6	36.3	34.2	38.78	2016	34.2	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	NA
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	50	89.17660788	22.86961622	BGD	Bangladesh	2	<5Y	MALE	PER_1000_LIVE_BIRTHS	under 5 years old	Male	Per 1,000 live births																						
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	50	89.17660788	22.86961622	BGD	Bangladesh	3	<5Y	FEMALE	PER_1000_LIVE_BIRTHS	under 5 years old	Female	Per 1,000 live births																						
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	51	44.93839317	40.29499741	ARM	Armenia	1	<5Y	BOTHSEX	PER_1000_LIVE_BIRTHS	under 5 years old	Both	Per 1,000 live births	30.1	28.6	27.2	25.9	24.6	23.4	22.2	21.1	20	19	18.1	17.2	16.3	15.5	14.7	14	13.4	14.78	2016	13.4	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	NA
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	51	44.93839317	40.29499741	ARM	Armenia	2	<5Y	MALE	PER_1000_LIVE_BIRTHS	under 5 years old	Male	Per 1,000 live births																						
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	51	44.93839317	40.29499741	ARM	Armenia	3	<5Y	FEMALE	PER_1000_LIVE_BIRTHS	under 5 years old	Female	Per 1,000 live births																						
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	52	-59.5346489	13.13648273	BRB	Barbados	1	<5Y	BOTHSEX	PER_1000_LIVE_BIRTHS	under 5 years old	Both	Per 1,000 live births	14.8	15	15.2	15.4	15.5	15.4	15.2	15	14.7	14.5	14.2	13.9	13.6	13.3	13	12.6	12.3	12.96	2016	12.3	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	NA
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	52	-59.5346489	13.13648273	BRB	Barbados	2	<5Y	MALE	PER_1000_LIVE_BIRTHS	under 5 years old	Male	Per 1,000 live births																						
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	52	-59.5346489	13.13648273	BRB	Barbados	3	<5Y	FEMALE	PER_1000_LIVE_BIRTHS	under 5 years old	Female	Per 1,000 live births																						
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	56	4.660976456	50.64104975	BEL	Belgium	1	<5Y	BOTHSEX	PER_1000_LIVE_BIRTHS	under 5 years old	Both	Per 1,000 live births	5.9	5.7	5.5	5.3	5.2	5	4.9	4.8	4.7	4.6	4.5	4.4	4.3	4.2	4.1	4	3.9	4.1	2016	3.9	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	NA
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	56	4.660976456	50.64104975	BEL	Belgium	2	<5Y	MALE	PER_1000_LIVE_BIRTHS	under 5 years old	Male	Per 1,000 live births																						
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	56	4.660976456	50.64104975	BEL	Belgium	3	<5Y	FEMALE	PER_1000_LIVE_BIRTHS	under 5 years old	Female	Per 1,000 live births																						
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	60	-64.78155012	32.27881922	BMU	Bermuda	1	<5Y	BOTHSEX	PER_1000_LIVE_BIRTHS	under 5 years old	Both	Per 1,000 live births																						
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	60	-64.78155012	32.27881922	BMU	Bermuda	2	<5Y	MALE	PER_1000_LIVE_BIRTHS	under 5 years old	Male	Per 1,000 live births																						
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	60	-64.78155012	32.27881922	BMU	Bermuda	3	<5Y	FEMALE	PER_1000_LIVE_BIRTHS	under 5 years old	Female	Per 1,000 live births																						
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	64	90.45098484	27.39598568	BTN	Bhutan	1	<5Y	BOTHSEX	PER_1000_LIVE_BIRTHS	under 5 years old	Both	Per 1,000 live births	77.4	73.2	69.2	65.3	61.5	57.9	54.5	51.3	48.2	45.4	42.7	40.4	38.4	36.7	35.1	33.6	32.4	35.24	2016	32.4	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	NA
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	64	90.45098484	27.39598568	BTN	Bhutan	2	<5Y	MALE	PER_1000_LIVE_BIRTHS	under 5 years old	Male	Per 1,000 live births																						
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	64	90.45098484	27.39598568	BTN	Bhutan	3	<5Y	FEMALE	PER_1000_LIVE_BIRTHS	under 5 years old	Female	Per 1,000 live births																						
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	1	<5Y	BOTHSEX	PER_1000_LIVE_BIRTHS	under 5 years old	Both	Per 1,000 live births	79.8	75.7	71.8	68.1	64.5	61.1	57.7	54.6	51.6	48.9	46.6	44.6	42.8	41.1	39.6	38.2	36.9	39.72	2016	36.9	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	NA
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	2	<5Y	MALE	PER_1000_LIVE_BIRTHS	under 5 years old	Male	Per 1,000 live births																						
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	3	<5Y	FEMALE	PER_1000_LIVE_BIRTHS	under 5 years old	Female	Per 1,000 live births																						
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	1	<5Y	BOTHSEX	PER_1000_LIVE_BIRTHS	under 5 years old	Both	Per 1,000 live births	9.9	9.6	9.3	9.2	9	8.8	8.5	8.1	7.7	7.2	6.9	6.6	6.4	6.2	6.1	6.1	6	6.16	2016	6	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	NA
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	2	<5Y	MALE	PER_1000_LIVE_BIRTHS	under 5 years old	Male	Per 1,000 live births																						
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	3	<5Y	FEMALE	PER_1000_LIVE_BIRTHS	under 5 years old	Female	Per 1,000 live births																						
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	72	23.81380223	-22.18810073	BWA	Botswana	1	<5Y	BOTHSEX	PER_1000_LIVE_BIRTHS	under 5 years old	Both	Per 1,000 live births	83.7	82.7	81	78.6	75.6	69.8	64.2	62	60	56.6	52.5	51.7	49.4	46.3	44.6	42.1	40.6	44.6	2016	40.6	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	NA
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	72	23.81380223	-22.18810073	BWA	Botswana	2	<5Y	MALE	PER_1000_LIVE_BIRTHS	under 5 years old	Male	Per 1,000 live births																						
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	72	23.81380223	-22.18810073	BWA	Botswana	3	<5Y	FEMALE	PER_1000_LIVE_BIRTHS	under 5 years old	Female	Per 1,000 live births																						
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	74	3.410732868	-54.43295905	BVT	Bouvet Island	1	<5Y	BOTHSEX	PER_1000_LIVE_BIRTHS	under 5 years old	Both	Per 1,000 live births																						
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	74	3.410732868	-54.43295905	BVT	Bouvet Island	2	<5Y	MALE	PER_1000_LIVE_BIRTHS	under 5 years old	Male	Per 1,000 live births																						
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	74	3.410732868	-54.43295905	BVT	Bouvet Island	3	<5Y	FEMALE	PER_1000_LIVE_BIRTHS	under 5 years old	Female	Per 1,000 live births																						
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	76	-53.08432878	-10.77668561	BRA	Brazil	1	<5Y	BOTHSEX	PER_1000_LIVE_BIRTHS	under 5 years old	Both	Per 1,000 live births	35.8	33.6	31.5	29.6	27.8	26.1	24.5	23.2	21.9	20.8	19.8	18.9	18	17.2	16.4	15.7	15.1	16.48	2016	15.1	Source: United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2017. 	NA
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	76	-53.08432878	-10.77668561	BRA	Brazil	2	<5Y	MALE	PER_1000_LIVE_BIRTHS	under 5 years old	Male	Per 1,000 live births																						
2018.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, by sex (deaths per 1,000 live births)	76	-53.08432878	-10.77668561	BRA	Brazil	3	<5Y	FEMALE	PER_1000_LIVE_BIRTHS	under 5 years old	Female	Per 1,000 live births																						
