"GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Value_2000.0","Value_2001.0","Value_2002.0","Value_2003.0","Value_2004.0","Value_2005.0","Value_2006.0","Value_2007.0","Value_2008.0","Value_2009.0","Value_2010.0","Value_2011.0","Value_2012.0","Value_2013.0","Value_2014.0","Value_2015.0","Latest_Year","Latest_Value","Nature_Desc","Source"
"1","World","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.2","Researchers (in full-time equivalent) per million inhabitants","1","GB_POP_SCIERD","Researchers (in full-time equivalent) per million inhabitants (per 1,000,000 population)","2019.Q1.G.01","PER_1000000_POP","Per million population","G","Global","807.1708918","824.6013603","834.7180568","863.7317479","873.5520449","906.3866956","928.7598454","958.2569758","983.5572875","1,008.0671927","1,020.3092720","1,051.9270036","1,076.7044957","1,103.3664012","1,127.1323004","1,150.7557330",2015.0,"1,150.7557330","Estimated data","UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics"
"2","Africa","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.2","Researchers (in full-time equivalent) per million inhabitants","1","GB_POP_SCIERD","Researchers (in full-time equivalent) per million inhabitants (per 1,000,000 population)","2019.Q1.G.01","PER_1000000_POP","Per million population","G","Global","","","","","","","","","","","","","","","","","","","",""
"5","South America","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.2","Researchers (in full-time equivalent) per million inhabitants","1","GB_POP_SCIERD","Researchers (in full-time equivalent) per million inhabitants (per 1,000,000 population)","2019.Q1.G.01","PER_1000000_POP","Per million population","G","Global","","","","","","","","","","","","","","","","","","","",""
"9","Oceania","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.2","Researchers (in full-time equivalent) per million inhabitants","1","GB_POP_SCIERD","Researchers (in full-time equivalent) per million inhabitants (per 1,000,000 population)","2019.Q1.G.01","PER_1000000_POP","Per million population","G","Global","2,614.9284212","2,721.0562494","2,832.0822401","2,977.2462134","3,051.5189693","3,097.1722872","3,164.5831167","3,212.9667311","3,259.6292325","3,334.9780362","3,391.2119990","3,386.9440843","3,400.3571051","3,413.2492095","3,415.1155998","3,416.9069107",2015.0,"3,416.9069107","Estimated data","UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics"
"11","Western Africa","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.2","Researchers (in full-time equivalent) per million inhabitants","1","GB_POP_SCIERD","Researchers (in full-time equivalent) per million inhabitants (per 1,000,000 population)","2019.Q1.G.01","PER_1000000_POP","Per million population","G","Global","","","","","","","","","","","","","","","","","","","",""
"13","Central America","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.2","Researchers (in full-time equivalent) per million inhabitants","1","GB_POP_SCIERD","Researchers (in full-time equivalent) per million inhabitants (per 1,000,000 population)","2019.Q1.G.01","PER_1000000_POP","Per million population","G","Global","","","","","","","","","","","","","","","","","","","",""
"14","Eastern Africa","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.2","Researchers (in full-time equivalent) per million inhabitants","1","GB_POP_SCIERD","Researchers (in full-time equivalent) per million inhabitants (per 1,000,000 population)","2019.Q1.G.01","PER_1000000_POP","Per million population","G","Global","","","","","","","","","","","","","","","","","","","",""
"15","Northern Africa","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.2","Researchers (in full-time equivalent) per million inhabitants","1","GB_POP_SCIERD","Researchers (in full-time equivalent) per million inhabitants (per 1,000,000 population)","2019.Q1.G.01","PER_1000000_POP","Per million population","G","Global","469.2986796","467.9458193","473.6984791","462.8359286","464.5980438","469.3136320","480.1426607","478.5662770","410.4887655","426.8945152","449.6726070","470.9541344","491.2911896","521.6717731","590.6435456","592.0029827",2015.0,"592.0029827","Estimated data","UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics"
"17","Middle Africa","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.2","Researchers (in full-time equivalent) per million inhabitants","1","GB_POP_SCIERD","Researchers (in full-time equivalent) per million inhabitants (per 1,000,000 population)","2019.Q1.G.01","PER_1000000_POP","Per million population","G","Global","","","","","","","","","","","","","","","","","","","",""
"18","Southern Africa","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.2","Researchers (in full-time equivalent) per million inhabitants","1","GB_POP_SCIERD","Researchers (in full-time equivalent) per million inhabitants (per 1,000,000 population)","2019.Q1.G.01","PER_1000000_POP","Per million population","G","Global","","","","","","","","","","","","","","","","","","","",""
