"GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Sex_Code","Sex_Desc","ReportingType_Code","ReportingType_Desc","Nature_Code","Nature_Desc","Units_Code","Units_Desc","GeoArea_Code","GeoArea_Desc","Year","TimeDetail","Value","ValueType","Source","Footnotes","ISO3CD","X","Y"
"1","End poverty in all its forms everywhere","1.3","Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable","1.3.1","Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable","1","SI_COV_CHLD","[ILO] Proportion of children/households receiving child/family cash benefit (%)","2019.Q1.G.01","BOTHSEX","Both sexes","G","Global","E","Estimated data","PERCENT","Percentage","32","Argentina",2016.0,"","84.6","Float","ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3","ILO estimates based on country data","ARG","-65.14563274","-35.19446255"
"1","End poverty in all its forms everywhere","1.3","Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable","1.3.1","Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable","1","SI_COV_CHLD","[ILO] Proportion of children/households receiving child/family cash benefit (%)","2019.Q1.G.01","BOTHSEX","Both sexes","G","Global","E","Estimated data","PERCENT","Percentage","51","Armenia",2016.0,"","21.3549","Float","ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3","ILO estimates based on country data","ARM","44.93839317","40.29499741"
"1","End poverty in all its forms everywhere","1.3","Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable","1.3.1","Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable","1","SI_COV_CHLD","[ILO] Proportion of children/households receiving child/family cash benefit (%)","2019.Q1.G.01","BOTHSEX","Both sexes","G","Global","E","Estimated data","PERCENT","Percentage","142","Asia",2016.0,"","29.98281","Float","ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)","To interpret with caution: estimates based on reported data coverage below 40% of the population","","",""
"1","End poverty in all its forms everywhere","1.3","Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable","1.3.1","Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable","1","SI_COV_CHLD","[ILO] Proportion of children/households receiving child/family cash benefit (%)","2019.Q1.G.01","BOTHSEX","Both sexes","G","Global","E","Estimated data","PERCENT","Percentage","36","Australia",2016.0,"","100","Float","ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3","ILO estimates based on country data","AUS","134.3499412","-25.57717202"
"1","End poverty in all its forms everywhere","1.3","Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable","1.3.1","Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable","1","SI_COV_CHLD","[ILO] Proportion of children/households receiving child/family cash benefit (%)","2019.Q1.G.01","BOTHSEX","Both sexes","G","Global","E","Estimated data","PERCENT","Percentage","53","Australia and New Zealand",2016.0,"","99.22722","Float","ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)","","","",""
"1","End poverty in all its forms everywhere","1.3","Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable","1.3.1","Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable","1","SI_COV_CHLD","[ILO] Proportion of children/households receiving child/family cash benefit (%)","2019.Q1.G.01","BOTHSEX","Both sexes","G","Global","E","Estimated data","PERCENT","Percentage","40","Austria",2016.0,"","100","Float","ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3","ILO estimates based on country data","AUT","14.14172472","47.58704857"
"1","End poverty in all its forms everywhere","1.3","Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable","1.3.1","Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable","1","SI_COV_CHLD","[ILO] Proportion of children/households receiving child/family cash benefit (%)","2019.Q1.G.01","BOTHSEX","Both sexes","G","Global","E","Estimated data","PERCENT","Percentage","50","Bangladesh",2016.0,"","29.44","Float","ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3","ILO estimates based on country data","BGD","89.17660788","22.86961622"
"1","End poverty in all its forms everywhere","1.3","Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable","1.3.1","Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable","1","SI_COV_CHLD","[ILO] Proportion of children/households receiving child/family cash benefit (%)","2019.Q1.G.01","BOTHSEX","Both sexes","G","Global","E","Estimated data","PERCENT","Percentage","56","Belgium",2016.0,"","100","Float","ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3","ILO estimates based on country data","BEL","4.660976456","50.64104975"
"1","End poverty in all its forms everywhere","1.3","Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable","1.3.1","Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable","1","SI_COV_CHLD","[ILO] Proportion of children/households receiving child/family cash benefit (%)","2019.Q1.G.01","BOTHSEX","Both sexes","G","Global","E","Estimated data","PERCENT","Percentage","68","Bolivia (Plurinational State of)",2016.0,"","64.971","Float","ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3","ILO estimates based on country data","BOL","-64.66224284","-16.71273412"
"1","End poverty in all its forms everywhere","1.3","Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable","1.3.1","Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable","1","SI_COV_CHLD","[ILO] Proportion of children/households receiving child/family cash benefit (%)","2019.Q1.G.01","BOTHSEX","Both sexes","G","Global","E","Estimated data","PERCENT","Percentage","72","Botswana",2016.0,"","5.52937","Float","ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3","ILO estimates based on country data","BWA","23.81380223","-22.18810073"
