"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Value_2000","Value_2001","Value_2002","Value_2003","Value_2004","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Latest_Year","Latest_Value","Nature_Desc","Source","Footnotes"
"4","Afghanistan","AFG","66.02688198","33.83160199","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.2","Researchers (in full-time equivalent) per million inhabitants","1","GB_POP_SCIERD","Researchers (in full-time equivalent) per million inhabitants (per 1,000,000 population)","2019.Q1.G.01","PER_1000000_POP","Per million population","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"8","Albania","ALB","20.06660928","41.13897007","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.2","Researchers (in full-time equivalent) per million inhabitants","1","GB_POP_SCIERD","Researchers (in full-time equivalent) per million inhabitants (per 1,000,000 population)","2019.Q1.G.01","PER_1000000_POP","Per million population","G","Global","","","","","","","","","156.1011000","","","","","","","","",2008.0,"156.1011000","Country data","UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics"," Partial data"
"10","Antarctica","ATA","21.47585697","-80.40897662","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.2","Researchers (in full-time equivalent) per million inhabitants","1","GB_POP_SCIERD","Researchers (in full-time equivalent) per million inhabitants (per 1,000,000 population)","2019.Q1.G.01","PER_1000000_POP","Per million population","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"12","Algeria","DZA","2.678164227","28.15940032","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.2","Researchers (in full-time equivalent) per million inhabitants","1","GB_POP_SCIERD","Researchers (in full-time equivalent) per million inhabitants (per 1,000,000 population)","2019.Q1.G.01","PER_1000000_POP","Per million population","G","Global","","","","","","168.0163000","","","","","","","","","","","",2005.0,"168.0163000","Country data","UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics"," Partial data"
"16","American Samoa","ASM","-170.7187269","-14.30587306","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.2","Researchers (in full-time equivalent) per million inhabitants","1","GB_POP_SCIERD","Researchers (in full-time equivalent) per million inhabitants (per 1,000,000 population)","2019.Q1.G.01","PER_1000000_POP","Per million population","G","Global","","","85.0000000","406.0000000","152.0000000","101.0000000","","","","","","","","","","","",2005.0,"101.0000000","Country data","UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics","[2002,2004-2005]:  Partial data // [2003]:  Partial data;Break in series with previous year for which data are available"
"20","Andorra","AND","1.576257417","42.54548611","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.2","Researchers (in full-time equivalent) per million inhabitants","1","GB_POP_SCIERD","Researchers (in full-time equivalent) per million inhabitants (per 1,000,000 population)","2019.Q1.G.01","PER_1000000_POP","Per million population","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"24","Angola","AGO","17.57817062","-12.33724746","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.2","Researchers (in full-time equivalent) per million inhabitants","1","GB_POP_SCIERD","Researchers (in full-time equivalent) per million inhabitants (per 1,000,000 population)","2019.Q1.G.01","PER_1000000_POP","Per million population","G","Global","","","","","","","","","","","","47.4842300","","","","","",2011.0,"47.4842300","Country data","African Science, Technology and Innovation Indicators (ASTII) Initiative of the African Union/NEPAD Planning and Coordinating Agency (AU/NPCA): African Innovation Outlook series"," "
"28","Antigua and Barbuda","ATG","-61.7999755","17.07761471","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.2","Researchers (in full-time equivalent) per million inhabitants","1","GB_POP_SCIERD","Researchers (in full-time equivalent) per million inhabitants (per 1,000,000 population)","2019.Q1.G.01","PER_1000000_POP","Per million population","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"31","Azerbaijan","AZE","50.01064725","40.39229544","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.2","Researchers (in full-time equivalent) per million inhabitants","1","GB_POP_SCIERD","Researchers (in full-time equivalent) per million inhabitants (per 1,000,000 population)","2019.Q1.G.01","PER_1000000_POP","Per million population","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"32","Argentina","ARG","-65.14563274","-35.19446255","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending","9.5.2","Researchers (in full-time equivalent) per million inhabitants","1","GB_POP_SCIERD","Researchers (in full-time equivalent) per million inhabitants (per 1,000,000 population)","2019.Q1.G.01","PER_1000000_POP","Per million population","G","Global","712.9470200","684.6801900","688.3988800","714.3681400","760.9603000","814.0912700","885.7680300","967.7453900","1,028.2452600","1,032.7503000","1,120.6799300","1,176.9683900","1,199.3608900","1,193.8082700","1,202.0283600","1,219.9960100","",2015.0,"1,219.9960100","Country data","Latin American Network on Science and Technology Indicators (RICYT)","[2000-2008,2010-2015]:   // [2009]:  Break in series with previous year for which data are available"
