GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,Sex_Code,Sex_Desc,ReportingType_Code,ReportingType_Desc,Nature_Code,Nature_Desc,Units_Code,Units_Desc,GeoArea_Code,GeoArea_Desc,Year,TimeDetail,Value,ValueType,Source,Footnotes,ISO3CD,X,Y
1,End poverty in all its forms everywhere,1.3,"Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable",1.3.1,"Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable",1,SI_COV_WKINJRY,[ILO] Proportion of employed population covered in the event of work injury (%),2019.Q1.G.01,BOTHSEX,Global,G,Global,E,Estimated data,PERCENT,Percentage,8,Albania,2008.0,,34,Float,ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3,ILO estimates based on country data,ALB,20.06660928,41.13897007
1,End poverty in all its forms everywhere,1.3,"Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable",1.3.1,"Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable",1,SI_COV_WKINJRY,[ILO] Proportion of employed population covered in the event of work injury (%),2019.Q1.G.01,BOTHSEX,Global,G,Global,E,Estimated data,PERCENT,Percentage,32,Argentina,2015.0,,48.85084,Float,ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3,ILO estimates based on country data,ARG,-65.14563274,-35.19446255
1,End poverty in all its forms everywhere,1.3,"Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable",1.3.1,"Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable",1,SI_COV_WKINJRY,[ILO] Proportion of employed population covered in the event of work injury (%),2019.Q1.G.01,BOTHSEX,Global,G,Global,E,Estimated data,PERCENT,Percentage,52,Barbados,2009.0,,65,Float,ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3,ILO estimates based on country data,BRB,-59.5346489,13.13648273
1,End poverty in all its forms everywhere,1.3,"Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable",1.3.1,"Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable",1,SI_COV_WKINJRY,[ILO] Proportion of employed population covered in the event of work injury (%),2019.Q1.G.01,BOTHSEX,Global,G,Global,E,Estimated data,PERCENT,Percentage,84,Belize,2009.0,,67.4,Float,ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3,ILO estimates based on country data,BLZ,-88.70199554,17.19965901
1,End poverty in all its forms everywhere,1.3,"Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable",1.3.1,"Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable",1,SI_COV_WKINJRY,[ILO] Proportion of employed population covered in the event of work injury (%),2019.Q1.G.01,BOTHSEX,Global,G,Global,E,Estimated data,PERCENT,Percentage,204,Benin,2006.0,,4,Float,ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3,ILO estimates based on country data,BEN,2.339933594,9.65401646
1,End poverty in all its forms everywhere,1.3,"Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable",1.3.1,"Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable",1,SI_COV_WKINJRY,[ILO] Proportion of employed population covered in the event of work injury (%),2019.Q1.G.01,BOTHSEX,Global,G,Global,E,Estimated data,PERCENT,Percentage,76,Brazil,2010.0,,42.4,Float,ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3,ILO estimates based on country data,BRA,-53.08432878,-10.77668561
1,End poverty in all its forms everywhere,1.3,"Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable",1.3.1,"Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable",1,SI_COV_WKINJRY,[ILO] Proportion of employed population covered in the event of work injury (%),2019.Q1.G.01,BOTHSEX,Global,G,Global,E,Estimated data,PERCENT,Percentage,854,Burkina Faso,2015.0,,2.2614,Float,ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3,ILO estimates based on country data,BFA,-1.742843829,12.27491081
1,End poverty in all its forms everywhere,1.3,"Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable",1.3.1,"Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable",1,SI_COV_WKINJRY,[ILO] Proportion of employed population covered in the event of work injury (%),2019.Q1.G.01,BOTHSEX,Global,G,Global,E,Estimated data,PERCENT,Percentage,108,Burundi,2010.0,,3.5,Float,ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3,ILO estimates based on country data,BDI,29.89080992,-3.366387428
1,End poverty in all its forms everywhere,1.3,"Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable",1.3.1,"Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable",1,SI_COV_WKINJRY,[ILO] Proportion of employed population covered in the event of work injury (%),2019.Q1.G.01,BOTHSEX,Global,G,Global,E,Estimated data,PERCENT,Percentage,120,Cameroon,2015.0,,7.90222,Float,ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3,ILO estimates based on country data,CMR,12.7419827,5.692387031
1,End poverty in all its forms everywhere,1.3,"Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable",1.3.1,"Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable",1,SI_COV_WKINJRY,[ILO] Proportion of employed population covered in the event of work injury (%),2019.Q1.G.01,BOTHSEX,Global,G,Global,E,Estimated data,PERCENT,Percentage,156,China,2015.0,,26.45089,Float,ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3,ILO estimates based on country data,CHN,104.1403375,32.30955217
