series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Units description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SL_EMP_PCAP	Annual growth rate of real GDP per employed person (%)	4	66.02688198	33.83160199	AFG	Afghanistan	1	PERCENT	Percentage	-8.2	-10.2	45	2.5	-3.1	4.2	3.8	10.2	2.9	15.9	6.7	1.9	8.3	-3	-3.9	-3.9	-2.3	1.7	-2.28	2017	1.7	ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2018.Q2.G.01	SL_EMP_PCAP	Annual growth rate of real GDP per employed person (%)	8	20.06660928	41.13897007	ALB	Albania	1	PERCENT	Percentage	5.3	7.8	2.5	5.3	5.5	5.6	5.1	4.4	8.7	5.2	4.6	-1.2	-3.2	9.9	1.6	-2.7	1	1.1	2.18	2017	1.1	ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2018.Q2.G.01	SL_EMP_PCAP	Annual growth rate of real GDP per employed person (%)	10	21.47585697	-80.40897662	ATA	Antarctica	1	PERCENT	Percentage																							
2018.Q2.G.01	SL_EMP_PCAP	Annual growth rate of real GDP per employed person (%)	12	2.678164227	28.15940032	DZA	Algeria	1	PERCENT	Percentage	7.3	-3	1.2	1.8	-5.6	0.7	-3.8	3.1	-2.4	-1.5	0.9	0.9	2.4	-2.5	8.5	3.1	1.4	0.4	2.18	2017	0.4	ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2018.Q2.G.01	SL_EMP_PCAP	Annual growth rate of real GDP per employed person (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	1	PERCENT	Percentage																							
2018.Q2.G.01	SL_EMP_PCAP	Annual growth rate of real GDP per employed person (%)	20	1.576257417	42.54548611	AND	Andorra	1	PERCENT	Percentage																							
2018.Q2.G.01	SL_EMP_PCAP	Annual growth rate of real GDP per employed person (%)	24	17.57817062	-12.33724746	AGO	Angola	1	PERCENT	Percentage	-0.3	0.9	-10.1	1.3	6.9	10.7	13.3	15.1	6.9	-3.9	-2.8	-2.4	1.4	3	1.1	-0.6	-3	-5.6	-1.02	2017	-5.6	ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2018.Q2.G.01	SL_EMP_PCAP	Annual growth rate of real GDP per employed person (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	1	PERCENT	Percentage																							
2018.Q2.G.01	SL_EMP_PCAP	Annual growth rate of real GDP per employed person (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	1	PERCENT	Percentage	8.8	6.3	7	7.7	6	22.3	30.4	21.9	7.7	6.8	2.8	-1.6	0.1	3.9	0.1	-0.6	-4.9	-1.5	-0.6	2017	-1.5	ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2018.Q2.G.01	SL_EMP_PCAP	Annual growth rate of real GDP per employed person (%)	32	-65.14563274	-35.19446255	ARG	Argentina	1	PERCENT	Percentage	-1.3	-3.1	-9.1	1.1	4.3	5.5	4.5	6.9	3.2	-6.9	10	2.4	-1.7	0.9	-2.4	1	-1.8	2.8	0.1	2017	2.8	ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2018.Q2.G.01	SL_EMP_PCAP	Annual growth rate of real GDP per employed person (%)	36	134.3499412	-25.57717202	AUS	Australia	1	PERCENT	Percentage	1.3	0.8	2	0.9	2.2	-0.3	0.2	0.6	1	1.4	-0.3	0.6	2.6	1.9	2	0.6	1.3	9.2	3	2017	9.2	ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2018.Q2.G.01	SL_EMP_PCAP	Annual growth rate of real GDP per employed person (%)	40	14.14172472	47.58704857	AUT	Austria	1	PERCENT	Percentage	3.1	1	0.4	0.2	6.7	-1	1.6	1	-0.4	-3.8	0.7	1.6	-0.2	-0.5	0.7	0.6	0.8	4	1.12	2017	4	ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2018.Q2.G.01	SL_EMP_PCAP	Annual growth rate of real GDP per employed person (%)	44	-78.05111663	24.69546597	BHS	Bahamas	1	PERCENT	Percentage	1.9	-0.9	1.9	-2.4	-2.9	0.2	-3	-0.9	-4.6	-0.2	-1.2	-1.1	0.4	0.6	-5	-5.1	-0.3	-0.5	-2.06	2017	-0.5	ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2018.Q2.G.01	SL_EMP_PCAP	Annual growth rate of real GDP per employed person (%)	48	50.5490754	26.04407747	BHR	Bahrain	1	PERCENT	Percentage	0.3	-4	-1.5	-1.1	-1.3	-3.9	-4.8	-3.5	-4.8	-6.8	-4.9	0.3	1.9	4.4	2.8	0.3	8.6	-0.4	3.14	2017	-0.4	ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
