series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Units description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	NV_IND_MANF	Manufacturing value added as a proportion of GDP (%)	4	66.02688198	33.83160199	AFG	Afghanistan	1	PERCENT	Percentage	17.19235	19.69598	17.27464	16.55294	16.84547	15.83064	14.96539	13.47562	13.47742	12.10607	12.17673	11.54673	11.17068	10.62665	10.14343	10.50205	11.02879	11.56315	10.772814	2017	11.56315	UNIDO MVA 2018 Database. Available at https://stat.unido.org	M
2018.Q2.G.01	NV_IND_MANF	Manufacturing value added as a proportion of GDP (%)	8	20.06660928	41.13897007	ALB	Albania	1	PERCENT	Percentage	4.25712	4.15743	4.1432	4.68389	4.70627	5.079	5.42068	5.76181	5.09023	5.0676	5.45212	5.87355	4.88468	5.14982	5.16202	4.9154	4.88622	4.86203	4.995098	2017	4.86203	UNIDO MVA 2018 Database. Available at https://stat.unido.org	M
2018.Q2.G.01	NV_IND_MANF	Manufacturing value added as a proportion of GDP (%)	10	21.47585697	-80.40897662	ATA	Antarctica	1	PERCENT	Percentage																							
2018.Q2.G.01	NV_IND_MANF	Manufacturing value added as a proportion of GDP (%)	12	2.678164227	28.15940032	DZA	Algeria	1	PERCENT	Percentage	4.16725	4.21608	4.20472	3.98718	3.91467	3.7649	3.80891	3.78296	3.9149	4.21229	4.17441	4.21504	4.2466	4.28939	4.26248	4.27177	4.23564	4.21933	4.255722	2017	4.21933	UNIDO MVA 2018 Database. Available at https://stat.unido.org	M
2018.Q2.G.01	NV_IND_MANF	Manufacturing value added as a proportion of GDP (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	1	PERCENT	Percentage																							
2018.Q2.G.01	NV_IND_MANF	Manufacturing value added as a proportion of GDP (%)	20	1.576257417	42.54548611	AND	Andorra	1	PERCENT	Percentage	3.63664	3.38415	3.40952	3.62883	3.67834	3.45572	3.44754	3.41965	3.5514	3.4556	3.70626	3.62609	3.37228	3.22209	3.17686	3.24521	3.23261	3.22449	3.220252	2017	3.22449	UNIDO MVA 2018 Database. Available at https://stat.unido.org	M
2018.Q2.G.01	NV_IND_MANF	Manufacturing value added as a proportion of GDP (%)	24	17.57817062	-12.33724746	AGO	Angola	1	PERCENT	Percentage	3.35453	3.50312	3.32464	3.33392	3.62292	3.42514	3.38899	3.04913	2.82877	3.60687	4.54177	5.62633	6.50048	7.38242	7.25741	7.04677	7.51215	7.8862	7.41699	2017	7.8862	UNIDO MVA 2018 Database. Available at https://stat.unido.org	M
2018.Q2.G.01	NV_IND_MANF	Manufacturing value added as a proportion of GDP (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	1	PERCENT	Percentage	1.84921	1.98751	2.0703	1.97993	1.96113	1.9351	1.92859	1.92585	1.74923	2.1996	2.15781	2.25721	1.8427	2.17121	2.15611	2.04639	1.99965	1.97573	2.069818	2017	1.97573	UNIDO MVA 2018 Database. Available at https://stat.unido.org	M
2018.Q2.G.01	NV_IND_MANF	Manufacturing value added as a proportion of GDP (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	1	PERCENT	Percentage	9.60139	9.09317	8.98982	9.30014	9.40513	8.54743	6.92938	6.08688	5.89421	4.71116	4.80819	5.24824	5.41304	5.22068	5.29416	5.6642	5.5772	5.46126	5.4435	2017	5.46126	UNIDO MVA 2018 Database. Available at https://stat.unido.org	M
2018.Q2.G.01	NV_IND_MANF	Manufacturing value added as a proportion of GDP (%)	32	-65.14563274	-35.19446255	ARG	Argentina	1	PERCENT	Percentage	15.32245	14.84908	14.83896	15.81109	16.23838	16.02005	16.16218	15.94349	15.8726	15.65914	15.74595	15.97023	15.6607	15.55254	15.14652	14.83166	14.55829	14.40548	14.898898	2017	14.40548	UNIDO MVA 2018 Database. Available at https://stat.unido.org	M
2018.Q2.G.01	NV_IND_MANF	Manufacturing value added as a proportion of GDP (%)	36	134.3499412	-25.57717202	AUS	Australia	1	PERCENT	Percentage	9.35059	9.21727	9.2942	9.04806	8.6928	8.41144	8.27121	8.28689	7.72008	7.60551	7.41732	7.20456	6.79694	6.55365	6.33517	6.56192	6.3932	6.2203	6.412848	2017	6.2203	UNIDO MVA 2018 Database. Available at https://stat.unido.org	M
2018.Q2.G.01	NV_IND_MANF	Manufacturing value added as a proportion of GDP (%)	40	14.14172472	47.58704857	AUT	Austria	1	PERCENT	Percentage	16.31153	16.54865	16.03781	16.00806	16.05764	16.40772	17.10702	17.79553	17.6832	15.67668	16.62543	17.2292	17.51919	17.55262	17.71226	17.85762	17.85082	18.04268	17.8032	2017	18.04268	UNIDO MVA 2018 Database. Available at https://stat.unido.org	M
2018.Q2.G.01	NV_IND_MANF	Manufacturing value added as a proportion of GDP (%)	44	-78.05111663	24.69546597	BHS	Bahamas	1	PERCENT	Percentage	4.05411	3.43067	3.11423	4.05756	4.40934	4.02488	4.3483	3.74621	3.55513	3.48778	3.74691	3.73424	4.10638	4.13037	4.0137	3.30414	3.27708	3.2873	3.602518	2017	3.2873	UNIDO MVA 2018 Database. Available at https://stat.unido.org	M
2018.Q2.G.01	NV_IND_MANF	Manufacturing value added as a proportion of GDP (%)	48	50.5490754	26.04407747	BHR	Bahrain	1	PERCENT	Percentage	12.43079	12.56154	12.70396	12.40672	12.86472	13.98723	14.56875	14.17595	14.25591	14.55975	14.48224	14.64246	14.77501	14.52704	14.59884	14.64634	14.6927	14.72586	14.638156	2017	14.72586	UNIDO MVA 2018 Database. Available at https://stat.unido.org	M
2018.Q2.G.01	NV_IND_MANF	Manufacturing value added as a proportion of GDP (%)	50	89.17660788	22.86961622	BGD	Bangladesh	1	PERCENT	Percentage	13.54329	13.7247	13.86511	14.06169	14.17083	14.46984	15.0312	15.51931	15.71219	15.95873	16.12122	16.65864	17.19563	17.892	18.34844	18.99556	19.56121	20.14001	18.987444	2017	20.14001	UNIDO MVA 2018 Database. Available at https://stat.unido.org	M
2018.Q2.G.01	NV_IND_MANF	Manufacturing value added as a proportion of GDP (%)	51	44.93839317	40.29499741	ARM	Armenia	1	PERCENT	Percentage	9.97629	9.33769	9.51338	9.69981	10.8896	10.40876	9.15275	8.17474	7.70921	8.34123	9.18545	9.86361	9.58456	10.00028	10.22671	9.52724	9.86617	9.98907	9.921894	2017	9.98907	UNIDO MVA 2018 Database. Available at https://stat.unido.org	M
2018.Q2.G.01	NV_IND_MANF	Manufacturing value added as a proportion of GDP (%)	52	-59.5346489	13.13648273	BRB	Barbados	1	PERCENT	Percentage	8.38619	7.90799	7.87238	7.66106	7.65827	7.51837	7.06792	6.86556	6.68404	6.11373	5.83242	5.4798	5.09013	5.20846	5.03986	5.11282	4.99237	4.86855	5.044412	2017	4.86855	UNIDO MVA 2018 Database. Available at https://stat.unido.org	M
2018.Q2.G.01	NV_IND_MANF	Manufacturing value added as a proportion of GDP (%)	56	4.660976456	50.64104975	BEL	Belgium	1	PERCENT	Percentage	14.06665	14.18163	14.06221	13.89315	14.09198	14.07661	13.83459	14.17789	13.88286	12.70632	13.16603	13.16949	13.17227	13.52247	13.33532	13.84783	13.78343	13.77056	13.651922	2017	13.77056	UNIDO MVA 2018 Database. Available at https://stat.unido.org	M
2018.Q2.G.01	NV_IND_MANF	Manufacturing value added as a proportion of GDP (%)	60	-64.78155012	32.27881922	BMU	Bermuda	1	PERCENT	Percentage	2.07433	1.78963	1.76543	1.62354	1.52783	1.48809	1.3842	1.33269	1.26663	1.3456	1.27745	1.25883	1.11489	1.04938	0.98905	0.90192	0.87658	0.8518	0.933746	2017	0.8518	UNIDO MVA 2018 Database. Available at https://stat.unido.org	M
2018.Q2.G.01	NV_IND_MANF	Manufacturing value added as a proportion of GDP (%)	64	90.45098484	27.39598568	BTN	Bhutan	1	PERCENT	Percentage	7.55596	7.85353	7.22744	7.11769	7.02105	7.06244	7.36868	7.81172	8.09293	8.10993	8.72337	8.67541	8.81705	8.17862	8.21574	8.40381	8.44069	8.46365	8.340502	2017	8.46365	UNIDO MVA 2018 Database. Available at https://stat.unido.org	M
2018.Q2.G.01	NV_IND_MANF	Manufacturing value added as a proportion of GDP (%)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	1	PERCENT	Percentage	11.05841	11.16754	10.924	11.04046	11.18961	11.03778	11.38484	11.55102	11.28024	11.43886	11.26998	11.10619	11.06636	10.99271	10.84382	10.81577	10.78891	10.76451	10.841144	2017	10.76451	UNIDO MVA 2018 Database. Available at https://stat.unido.org	M
2018.Q2.G.01	NV_IND_MANF	Manufacturing value added as a proportion of GDP (%)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	1	PERCENT	Percentage	8.86803	8.9012	9.11458	9.04554	8.91506	9.16973	9.95204	10.41551	10.50644	10.22586	10.8785	10.77558	10.79035	11.06709	11.41989	11.75728	11.88648	12.01399	11.628946	2017	12.01399	UNIDO MVA 2018 Database. Available at https://stat.unido.org	M
2018.Q2.G.01	NV_IND_MANF	Manufacturing value added as a proportion of GDP (%)	72	23.81380223	-22.18810073	BWA	Botswana	1	PERCENT	Percentage	6.33999	6.39181	6.10766	5.25669	5.10854	4.97604	5.5108	6.39718	5.86684	6.67126	6.38525	6.70452	6.65637	6.45484	6.28188	6.40246	6.41986	6.43265	6.398338	2017	6.43265	UNIDO MVA 2018 Database. Available at https://stat.unido.org	M
2018.Q2.G.01	NV_IND_MANF	Manufacturing value added as a proportion of GDP (%)	74	3.410732868	-54.43295905	BVT	Bouvet Island	1	PERCENT	Percentage																							
2018.Q2.G.01	NV_IND_MANF	Manufacturing value added as a proportion of GDP (%)	76	-53.08432878	-10.77668561	BRA	Brazil	1	PERCENT	Percentage	14.05316	13.87102	13.87058	13.94978	14.4374	14.20633	13.87355	13.86638	13.7557	12.46131	12.72162	12.49458	11.93034	11.98068	12.49613	12.48313	11.90482	11.67889	12.10873	2017	11.67889	UNIDO MVA 2018 Database. Available at https://stat.unido.org	M
2018.Q2.G.01	NV_IND_MANF	Manufacturing value added as a proportion of GDP (%)	84	-88.70199554	17.19965901	BLZ	Belize	1	PERCENT	Percentage	9.49714	9.04745	8.74892	7.97986	8.56957	8.35641	10.41303	10.62195	10.80389	13.74155	12.21038	11.6486	10.37049	8.23432	7.33363	7.16926	6.81868	6.59171	7.22952	2017	6.59171	UNIDO MVA 2018 Database. Available at https://stat.unido.org	M
2018.Q2.G.01	NV_IND_MANF	Manufacturing value added as a proportion of GDP (%)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	1	PERCENT	Percentage																							
2018.Q2.G.01	NV_IND_MANF	Manufacturing value added as a proportion of GDP (%)	90	160.1584117	-9.622391719	SLB	Solomon Islands	1	PERCENT	Percentage	4.86933	4.2408	4.13334	4.91413	4.57207	3.68003	3.61837	8.35317	8.22176	8.26672	8.01944	7.23326	7.21245	7.48838	7.31136	7.3374	7.20999	7.08504	7.286434	2017	7.08504	UNIDO MVA 2018 Database. Available at https://stat.unido.org	M
2018.Q2.G.01	NV_IND_MANF	Manufacturing value added as a proportion of GDP (%)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	1	PERCENT	Percentage	3.61318	3.35123	3.45407	3.81124	3.64155	3.12517	2.88653	2.69476	2.74526	3.10582	3.02013	2.9476	2.99465	2.97335	2.97187	2.97995	2.95636	2.9365	2.963606	2017	2.9365	UNIDO MVA 2018 Database. Available at https://stat.unido.org	M
2018.Q2.G.01	NV_IND_MANF	Manufacturing value added as a proportion of GDP (%)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	1	PERCENT	Percentage	17.36365	16.92298	17.40774	17.4209	17.13852	16.73806	16.16219	15.64401	16.40447	15.06178	14.9073	15.30221	14.86381	14.95858	14.27972	14.70337	14.58484	14.48993	14.603288	2017	14.48993	UNIDO MVA 2018 Database. Available at https://stat.unido.org	M
2018.Q2.G.01	NV_IND_MANF	Manufacturing value added as a proportion of GDP (%)	100	25.23763153	42.75731323	BGR	Bulgaria	1	PERCENT	Percentage	11.72703	12.08917	11.94227	13.01548	12.49877	12.39581	12.45071	13.47891	13.05004	12.08836	11.59956	12.81817	13.11467	12.54494	12.82263	12.78123	12.83984	12.90436	12.7786	2017	12.90436	UNIDO MVA 2018 Database. Available at https://stat.unido.org	M
2018.Q2.G.01	NV_IND_MANF	Manufacturing value added as a proportion of GDP (%)	104	96.51752295	21.19332882	MMR	Myanmar	1	PERCENT	Percentage	8.48854	9.28839	10.67147	11.44	12.56037	13.48612	14.55758	15.74863	16.89191	18.16156	19.86208	20.84389	21.03648	21.25217	21.54116	21.93646	22.2629	22.83624	21.965786	2017	22.83624	UNIDO MVA 2018 Database. Available at https://stat.unido.org	M
2018.Q2.G.01	NV_IND_MANF	Manufacturing value added as a proportion of GDP (%)	108	29.89080992	-3.366387428	BDI	Burundi	1	PERCENT	Percentage	12.61734	11.60814	10.25219	11.24351	10.96349	11.10364	11.20722	11.16529	10.6161	10.41903	10.24279	10.07881	10.01063	9.72918	9.94291	9.66297	9.40624	9.1811	9.58448	2017	9.1811	UNIDO MVA 2018 Database. Available at https://stat.unido.org	M
2018.Q2.G.01	NV_IND_MANF	Manufacturing value added as a proportion of GDP (%)	112	28.04940161	53.54193075	BLR	Belarus	1	PERCENT	Percentage	18.47559	18.92065	19.25906	19.77308	21.33093	22.30811	23.03606	22.98897	23.91769	23.36019	24.02359	24.97304	26.03877	24.46629	24.1999	23.65778	23.7073	24.0099	24.008234	2017	24.0099	UNIDO MVA 2018 Database. Available at https://stat.unido.org	M
2018.Q2.G.01	NV_IND_MANF	Manufacturing value added as a proportion of GDP (%)	116	104.922836	12.71163737	KHM	Cambodia	1	PERCENT	Percentage	11.50186	12.25189	13.1519	13.61224	14.51518	14.06318	14.90923	14.72956	14.2362	12.01766	14.69387	15.94237	15.8748	16.2286	16.16415	16.49462	17.18776	17.91263	16.797552	2017	17.91263	UNIDO MVA 2018 Database. Available at https://stat.unido.org	M
2018.Q2.G.01	NV_IND_MANF	Manufacturing value added as a proportion of GDP (%)	120	12.7419827	5.692387031	CMR	Cameroon	1	PERCENT	Percentage	17.35861	17.16873	17.00399	16.74424	16.52324	16.48145	15.87038	15.44676	15.5384	15.09253	15.01366	14.74277	14.80898	14.53353	14.29968	14.0367	13.82716	13.63852	14.067118	2017	13.63852	UNIDO MVA 2018 Database. Available at https://stat.unido.org	M
2018.Q2.G.01	NV_IND_MANF	Manufacturing value added as a proportion of GDP (%)	124	-101.6575058	57.72360191	CAN	Canada	1	PERCENT	Percentage	15.08936	14.10793	13.87015	13.45322	13.29986	13.12893	12.55785	12.15025	11.42079	10.19885	10.3504	10.40412	10.37068	10.1202	10.14308	10.11682	9.89435	9.90162	10.035214	2017	9.90162	UNIDO MVA 2018 Database. Available at https://stat.unido.org	M
2018.Q2.G.01	NV_IND_MANF	Manufacturing value added as a proportion of GDP (%)	132	-23.63544151	15.07791834	CPV	Cabo Verde	1	PERCENT	Percentage	8.2189	6.43437	6.10595	5.83831	5.32174	5.41779	4.84819	4.7505	4.99745	4.97692	5.43258	5.46598	5.57702	5.60733	5.67152	5.73032	5.6798	5.62339	5.662472	2017	5.62339	UNIDO MVA 2018 Database. Available at https://stat.unido.org	M
2018.Q2.G.01	NV_IND_MANF	Manufacturing value added as a proportion of GDP (%)	136	-81.16740559	19.32266656	CYM	Cayman Islands	1	PERCENT	Percentage	0.86072	0.85941	0.86451	0.85823	0.8555	0.8798	0.83938	0.84732	0.95271	0.95071	0.8773	0.85059	0.87272	0.88625	0.88537	0.88145	0.88092	0.8804	0.882878	2017	0.8804	UNIDO MVA 2018 Database. Available at https://stat.unido.org	M
2018.Q2.G.01	NV_IND_MANF	Manufacturing value added as a proportion of GDP (%)	140	20.93559492	7.003720791	CAF	Central African Republic	1	PERCENT	Percentage	14.38439	14.53553	14.81486	14.8231	14.56806	14.94061	15.63833	16.96093	17.40546	17.59219	17.41141	17.57516	17.59265	20.71065	22.03564	21.80469	22.06044	22.30952	21.784188	2017	22.30952	UNIDO MVA 2018 Database. Available at https://stat.unido.org	M
2018.Q2.G.01	NV_IND_MANF	Manufacturing value added as a proportion of GDP (%)	144	80.70489654	7.614693343	LKA	Sri Lanka	1	PERCENT	Percentage	20.11766	19.73697	19.24664	18.87878	18.83014	18.81945	18.44893	18.38856	18.21205	18.17009	18.0548	17.23261	16.28761	16.1087	15.71268	15.70347	15.74743	15.7789	15.810236	2017	15.7789	UNIDO MVA 2018 Database. Available at https://stat.unido.org	M
2018.Q2.G.01	NV_IND_MANF	Manufacturing value added as a proportion of GDP (%)	148	18.66618401	15.36279341	TCD	Chad	1	PERCENT	Percentage	7.49448	7.7248	8.95924	7.878	5.21869	5.53618	6.14794	6.90401	6.32277	6.51936	7.12541	7.91388	7.31728	8.65265	10.10765	10.10765	9.82637	9.94248	9.72736	2017	9.94248	UNIDO MVA 2018 Database. Available at https://stat.unido.org	M
2018.Q2.G.01	NV_IND_MANF	Manufacturing value added as a proportion of GDP (%)	152	-71.23029019	-35.2652885	CHL	Chile	1	PERCENT	Percentage	12.77486	12.43351	12.39783	12.32268	12.21727	12.06884	12.03516	11.72076	11.52562	11.15263	10.81561	10.99378	10.80074	10.5218	10.26797	10.24005	10.08346	9.92945	10.208546	2017	9.92945	UNIDO MVA 2018 Database. Available at https://stat.unido.org	M
2018.Q2.G.01	NV_IND_MANF	Manufacturing value added as a proportion of GDP (%)	156	104.1403375	32.30955217	CHN	China	1	PERCENT	Percentage	28.18504	28.23244	28.48664	29.76938	29.45657	28.96798	29.48563	30.05095	30.46857	30.91673	31.65	31.85781	32.06723	32.10495	31.94926	31.78465	31.70181	31.6305	31.834234	2017	31.6305	UNIDO MVA 2018 Database. Available at https://stat.unido.org	M
2018.Q2.G.01	NV_IND_MANF	Manufacturing value added as a proportion of GDP (%)	162	105.6426067	-10.4882473	CXR	Christmas Island	1	PERCENT	Percentage																							
2018.Q2.G.01	NV_IND_MANF	Manufacturing value added as a proportion of GDP (%)	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	1	PERCENT	Percentage																							
2018.Q2.G.01	NV_IND_MANF	Manufacturing value added as a proportion of GDP (%)	170	-73.07446751	3.888209046	COL	Colombia	1	PERCENT	Percentage	13.60525	13.77077	13.72169	13.85085	14.19428	14.16396	14.17796	14.21781	13.81511	13.0268	12.75903	12.53837	12.06082	11.60479	11.1942	10.99495	10.76568	10.53413	11.01875	2017	10.53413	UNIDO MVA 2018 Database. Available at https://stat.unido.org	M
2018.Q2.G.01	NV_IND_MANF	Manufacturing value added as a proportion of GDP (%)	174	43.34234565	-11.66121732	COM	Comoros	1	PERCENT	Percentage	1.47098	1.49686	1.45443	1.46013	1.44723	1.44583	1.34041	1.23137	1.13808	1.49766	1.59424	1.5626	1.52942	1.42517	1.40014	1.36179	1.34091	1.31267	1.368136	2017	1.31267	UNIDO MVA 2018 Database. Available at https://stat.unido.org	M
2018.Q2.G.01	NV_IND_MANF	Manufacturing value added as a proportion of GDP (%)	175	45.14015057	-12.82217691	MYT	Mayotte	1	PERCENT	Percentage																							
2018.Q2.G.01	NV_IND_MANF	Manufacturing value added as a proportion of GDP (%)	178	15.22052612	-0.840544119	COG	Congo	1	PERCENT	Percentage	2.13772	2.5438	2.84599	3.10632	3.25281	3.2665	3.32232	3.67887	3.71556	3.64489	3.55022	3.72948	3.89926	4.11554	4.2278	3.99937	3.86218	3.70674	3.982326	2017	3.70674	UNIDO MVA 2018 Database. Available at https://stat.unido.org	M
2018.Q2.G.01	NV_IND_MANF	Manufacturing value added as a proportion of GDP (%)	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	1	PERCENT	Percentage	31.48407	27.61316	27.97873	25.31737	24.74202	23.40957	21.16224	21.34059	20.40786	17.88241	16.14221	15.37343	15.10552	15.32464	15.38969	15.45011	14.66961	13.95003	14.956816	2017	13.95003	UNIDO MVA 2018 Database. Available at https://stat.unido.org	M
2018.Q2.G.01	NV_IND_MANF	Manufacturing value added as a proportion of GDP (%)	184	-159.7711391	-21.22696458	COK	Cook Islands	1	PERCENT	Percentage	3.52053	3.4975	3.52533	3.51105	3.69229	3.63743	3.21269	3.31612	3.5975	3.46434	3.27591	3.14657	2.79605	2.74607	2.53418	2.37226	2.35228	2.33254	2.467466	2017	2.33254	UNIDO MVA 2018 Database. Available at https://stat.unido.org	M
2018.Q2.G.01	NV_IND_MANF	Manufacturing value added as a proportion of GDP (%)	188	-84.19712782	9.970998683	CRI	Costa Rica	1	PERCENT	Percentage	19.1829	18.43101	18.46239	17.95154	17.89717	17.84912	17.31858	16.46449	15.37317	14.28388	14.46226	14.27764	14.08125	13.80437	13.46466	13.03883	12.84434	12.62206	13.154852	2017	12.62206	UNIDO MVA 2018 Database. Available at https://stat.unido.org	M
2018.Q2.G.01	NV_IND_MANF	Manufacturing value added as a proportion of GDP (%)	191	17.95874553	45.45172212	HRV	Croatia	1	PERCENT	Percentage	13.7269	13.46314	13.37228	13.14746	13.19745	13.03718	12.88963	13.08283	12.9339	12.25293	12.104	12.13405	11.88124	11.57471	12.08247	12.33172	12.27215	12.21183	12.094576	2017	12.21183	UNIDO MVA 2018 Database. Available at https://stat.unido.org	M
