"GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Value_2017.0","Latest_Year","Latest_Value","Nature_Desc","Source"
"1","World","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","17.79055",2017.0,"17.79055","Estimated data","World Development Indicators database, World Bank"
"2","Africa","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","",""
"5","South America","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","8.5",2017.0,"8.5","Estimated data","World Development Indicators database, World Bank"
"9","Oceania","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","21.8",2017.0,"21.8","Estimated data","World Development Indicators database, World Bank"
"11","Western Africa","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","21.9",2017.0,"21.9","Estimated data","World Development Indicators database, World Bank"
"13","Central America","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","8.8",2017.0,"8.8","Estimated data","World Development Indicators database, World Bank"
"14","Eastern Africa","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","19.9",2017.0,"19.9","Estimated data","World Development Indicators database, World Bank"
"15","Northern Africa","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","20.1",2017.0,"20.1","Estimated data","World Development Indicators database, World Bank"
"17","Middle Africa","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","35.9",2017.0,"35.9","Estimated data","World Development Indicators database, World Bank"
"18","Southern Africa","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","8.6",2017.0,"8.6","Estimated data","World Development Indicators database, World Bank"
"19","Americas","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","",""
"21","Northern America","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.5","Substantially reduce corruption and bribery in all their forms","16.5.2","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","1","IC_FRM_BRIB","Bribery incidence (% of firms experiencing at least one bribe payment request)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","",""
