series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Sex	Units	Age description	Sex description	Units description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	4	66.02688198	33.83160199	AFG	Afghanistan	1	15-24	MALE	PERCENT	15 to 24 years old	Male	Percentage																						
2018.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	4	66.02688198	33.83160199	AFG	Afghanistan	2	15-24	BOTHSEX	PERCENT	15 to 24 years old	Both	Percentage																						
2018.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	4	66.02688198	33.83160199	AFG	Afghanistan	3	15-24	FEMALE	PERCENT	15 to 24 years old	Female	Percentage																						
2018.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	4	66.02688198	33.83160199	AFG	Afghanistan	4	15-29	BOTHSEX	PERCENT	15 to 29 years old	Both	Percentage																						
2018.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	4	66.02688198	33.83160199	AFG	Afghanistan	5	16-24	BOTHSEX	PERCENT	16 to 24 years old	Both	Percentage																						
2018.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	4	66.02688198	33.83160199	AFG	Afghanistan	6	16-24	MALE	PERCENT	16 to 24 years old	Male	Percentage																						
2018.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	4	66.02688198	33.83160199	AFG	Afghanistan	7	16-24	FEMALE	PERCENT	16 to 24 years old	Female	Percentage																						
2018.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	4	66.02688198	33.83160199	AFG	Afghanistan	8	14-28	BOTHSEX	PERCENT	14 to 28 years old	Both	Percentage																						
2018.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	4	66.02688198	33.83160199	AFG	Afghanistan	9	14-28	MALE	PERCENT	14 to 28 years old	Male	Percentage																						
2018.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	4	66.02688198	33.83160199	AFG	Afghanistan	10	14-28	FEMALE	PERCENT	14 to 28 years old	Female	Percentage																						
2018.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	4	66.02688198	33.83160199	AFG	Afghanistan	11	10-24	FEMALE	PERCENT	10 to 24 years old	Female	Percentage																						
2018.Q2.G.01	SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	4	66.02688198	33.83160199	AFG	Afghanistan	12	10-24	MALE	PERCENT	10 to 24 years old	Male	Percentage																						
