ISO3CD,X,Y,GeoArea_Code,GeoArea_Desc,GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,ReportingType_Code,ReportingType_Desc,Units_Code,Units_Desc,Footnotes_2000,Footnotes_2001,Footnotes_2002,Footnotes_2003,Footnotes_2004,Footnotes_2005,Footnotes_2006,Footnotes_2007,Footnotes_2008,Footnotes_2009,Footnotes_2010,Footnotes_2011,Footnotes_2012,Footnotes_2013,Footnotes_2014,Footnotes_2015,Footnotes_2016,Nature_Code_2000,Nature_Code_2001,Nature_Code_2002,Nature_Code_2003,Nature_Code_2004,Nature_Code_2005,Nature_Code_2006,Nature_Code_2007,Nature_Code_2008,Nature_Code_2009,Nature_Code_2010,Nature_Code_2011,Nature_Code_2012,Nature_Code_2013,Nature_Code_2014,Nature_Code_2015,Nature_Code_2016,Source_2000,Source_2001,Source_2002,Source_2003,Source_2004,Source_2005,Source_2006,Source_2007,Source_2008,Source_2009,Source_2010,Source_2011,Source_2012,Source_2013,Source_2014,Source_2015,Source_2016,TimeDetail_2000,TimeDetail_2001,TimeDetail_2002,TimeDetail_2003,TimeDetail_2004,TimeDetail_2005,TimeDetail_2006,TimeDetail_2007,TimeDetail_2008,TimeDetail_2009,TimeDetail_2010,TimeDetail_2011,TimeDetail_2012,TimeDetail_2013,TimeDetail_2014,TimeDetail_2015,TimeDetail_2016,Value_2000,Value_2001,Value_2002,Value_2003,Value_2004,Value_2005,Value_2006,Value_2007,Value_2008,Value_2009,Value_2010,Value_2011,Value_2012,Value_2013,Value_2014,Value_2015,Value_2016,Latest_Year,Latest_Value
BGR,25.23763153,42.75731323,100,Bulgaria,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.3,"Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets",9.3.1,Proportion of small-scale industries in total industry value added,2,NV_IND_SSIS,Proportion of small-scale industries in total industry value added (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,,,,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,,,,,,,,,,,,,,,,,,,,,9.08909,9.67486,8.36162,7.87155,8.48961,8.95647,11.32319,11.73009,10.13057,9.18995,10.1563,10.31653,10.07167,10.16245,,2015.0,10.16245
LKA,80.70489654,7.614693343,144,Sri Lanka,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.3,"Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets",9.3.1,Proportion of small-scale industries in total industry value added,2,NV_IND_SSIS,Proportion of small-scale industries in total industry value added (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,,Value added at producers’ prices,Value added at producers’ prices,Value added at producers’ prices,,,,,,,,,,,,,,,C,C,C,,,,,,,,,,,,,,,"Annual Survey of Industries, Department of Census and Statistics","Annual Survey of Industries, Department of Census and Statistics","Annual Survey of Industries, Department of Census and Statistics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.99214,4.14092,5.12685,,,,,,,,,2008.0,5.12685
COL,-73.07446751,3.888209046,170,Colombia,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.3,"Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets",9.3.1,Proportion of small-scale industries in total industry value added,2,NV_IND_SSIS,Proportion of small-scale industries in total industry value added (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,Value added at basic prices,Value added at basic prices,Value added at basic prices,Value added at basic prices,Value added at basic prices,Value added at basic prices,Value added at basic prices,Value added at basic prices,Value added at basic prices,Value added at basic prices,Value added at basic prices,Value added at basic prices,Value added at basic prices,Value added at basic prices,Value added at basic prices,Value added at basic prices,,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,"Encuesta Anual Manufacturera (EAM), Departamento Administrativo Nacional de Estadística (DANE)","Encuesta Anual Manufacturera (EAM), Departamento Administrativo Nacional de Estadística (DANE)","Encuesta Anual Manufacturera (EAM), Departamento Administrativo Nacional de Estadística (DANE)","Encuesta Anual Manufacturera (EAM), Departamento Administrativo Nacional de Estadística (DANE)","Encuesta Anual Manufacturera (EAM), Departamento Administrativo Nacional de Estadística (DANE)","Encuesta Anual Manufacturera (EAM), Departamento Administrativo Nacional de Estadística (DANE)","Encuesta Anual Manufacturera (EAM), Departamento Administrativo Nacional de Estadística (DANE)","Encuesta Anual Manufacturera (EAM), Departamento Administrativo Nacional de Estadística (DANE)","Encuesta Anual Manufacturera (EAM), Departamento Administrativo Nacional de Estadística (DANE)","Encuesta Anual Manufacturera (EAM), Departamento Administrativo Nacional de Estadística (DANE)","Encuesta Anual Manufacturera (EAM), Departamento Administrativo Nacional de Estadística (DANE)","Encuesta Anual Manufacturera (EAM), Departamento Administrativo Nacional de Estadística (DANE)","Encuesta Anual Manufacturera (EAM), Departamento Administrativo Nacional de Estadística (DANE)","Encuesta Anual Manufacturera (EAM), Departamento Administrativo Nacional de Estadística (DANE)","Encuesta Anual Manufacturera (EAM), Departamento Administrativo Nacional de Estadística (DANE)","Encuesta Anual Manufacturera (EAM), Departamento Administrativo Nacional de Estadística (DANE)",,,,,,,,,,,,,,,,,,,3.66146,3.49661,3.13062,4.60328,2.47149,2.66888,2.31257,2.22603,3.07726,3.23965,3.40912,5.04463,4.8525,4.3922,4.47351,4.69304,,2015.0,4.69304
HRV,17.95874553,45.45172212,191,Croatia,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.3,"Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets",9.3.1,Proportion of small-scale industries in total industry value added,2,NV_IND_SSIS,Proportion of small-scale industries in total industry value added (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,,,,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,,,,,,,,,,C,C,C,C,C,C,C,C,,,,,,,,,,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,,,,,,,,,,,,,,,,,,,,,,,,,,,14.9805,15.87885,15.32402,14.17419,13.86779,15.15994,15.43531,15.48033,,2015.0,15.48033
CYP,33.22285964,35.05659437,196,Cyprus,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.3,"Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets",9.3.1,Proportion of small-scale industries in total industry value added,2,NV_IND_SSIS,Proportion of small-scale industries in total industry value added (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,,,,,,,,,,,,,,,,,,,39.8969,38.46734,37.995,39.26799,39.67114,38.44387,38.90406,37.66094,38.41707,38.11206,36.88164,37.71639,36.73255,36.26816,35.36482,34.49403,,2015.0,34.49403
CZE,15.33151382,49.73913871,203,Czechia,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.3,"Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets",9.3.1,Proportion of small-scale industries in total industry value added,2,NV_IND_SSIS,Proportion of small-scale industries in total industry value added (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,,,,,,,,,,,,,,,,,,,9.63564,7.89378,13.22887,12.78935,12.0276,13.32679,14.05708,12.63428,12.84863,12.77158,11.05633,10.97927,10.82327,10.24732,9.67807,10.04053,,2015.0,10.04053
DNK,9.326571283,56.03829721,208,Denmark,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.3,"Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets",9.3.1,Proportion of small-scale industries in total industry value added,2,NV_IND_SSIS,Proportion of small-scale industries in total industry value added (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,,,,,,,,,,,,,,,,,,,12.4251,12.03347,11.80376,12.13352,12.01314,11.24234,11.33238,11.32768,11.01375,11.69078,11.02369,9.26614,8.89708,8.74005,8.42681,8.0841,,2015.0,8.0841
ECU,-78.37005241,-1.447785891,218,Ecuador,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.3,"Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets",9.3.1,Proportion of small-scale industries in total industry value added,2,NV_IND_SSIS,Proportion of small-scale industries in total industry value added (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,Value added at producers’ prices,Value added at producers’ prices,Value added at producers’ prices,Value added at producers’ prices,Value added at producers’ prices,Value added at producers’ prices,Value added at producers’ prices,Value added at producers’ prices,Value added at producers’ prices,Value added at producers’ prices,Value added at producers’ prices,Value added at producers’ prices,Value added at producers’ prices,Value added at producers’ prices,Value added at producers’ prices,,,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,"Encuesta Anual de Manufactura y Minería, Instituto Nacional de Estadística y Censos","Encuesta Anual de Manufactura y Minería, Instituto Nacional de Estadística y Censos","Encuesta Anual de Manufactura y Minería, Instituto Nacional de Estadística y Censos","Encuesta Anual de Manufactura y Minería, Instituto Nacional de Estadística y Censos","Encuesta Anual de Manufactura y Minería, Instituto Nacional de Estadística y Censos","Encuesta Anual de Manufactura y Minería, Instituto Nacional de Estadística y Censos","Encuesta Anual de Manufactura y Minería, Instituto Nacional de Estadística y Censos","Encuesta Anual de Manufactura y Minería, Instituto Nacional de Estadística y Censos","Encuesta Anual de Manufactura y Minería, Instituto Nacional de Estadística y Censos","Encuesta Anual de Manufactura y Minería, Instituto Nacional de Estadística y Censos","Encuesta Anual de Manufactura y Minería, Instituto Nacional de Estadística y Censos","Encuesta Anual de Manufactura y Minería, Instituto Nacional de Estadística y Censos","Encuesta Anual de Manufactura y Minería, Instituto Nacional de Estadística y Censos","Encuesta Anual de Manufactura y Minería, Instituto Nacional de Estadística y Censos","Encuesta Anual de Manufactura y Minería, Instituto Nacional de Estadística y Censos",,,,,,,,,,,,,,,,,,,,0.50954,1.20607,1.55912,1.04719,7.8723,1.23435,1.14507,0.85555,1.60309,1.02107,0.84011,1.47152,0.57883,1.33245,0.35765,,,2014.0,0.35765
EST,25.84093481,58.68487172,233,Estonia,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.3,"Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets",9.3.1,Proportion of small-scale industries in total industry value added,2,NV_IND_SSIS,Proportion of small-scale industries in total industry value added (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,,,,,,,,,,,,,,,,,,,10.27052,10.89581,12.03907,11.20771,10.76249,10.41069,11.34656,12.3344,12.31305,12.52212,13.98781,13.17485,13.33021,13.03242,13.17491,14.33769,,2015.0,14.33769
FIN,23.308447,61.91586738,246,Finland,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.3,"Increase the access of small-scale industrial and other enterprises, in particular in developing countries, to financial services, including affordable credit, and their integration into value chains and markets",9.3.1,Proportion of small-scale industries in total industry value added,2,NV_IND_SSIS,Proportion of small-scale industries in total industry value added (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,Value added at factor costs,,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,OECD Structural and Demographic Business Statistics (SDBS) database,,,,,,,,,,,,,,,,,,,8.40838,8.79033,9.03938,9.21019,9.20107,9.90874,8.92271,9.18097,9.77435,12.26044,11.15446,11.98315,13.12792,12.43538,11.18213,10.70707,,2015.0,10.70707
