series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Units description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	NV_IND_SSIS	Proportion of small-scale industries in total industry value added (%)	4	66.02688198	33.83160199	AFG	Afghanistan	1	PERCENT	Percentage																						
2018.Q2.G.01	NV_IND_SSIS	Proportion of small-scale industries in total industry value added (%)	8	20.06660928	41.13897007	ALB	Albania	1	PERCENT	Percentage										25.82817	22.28566	23.4329	21.18623	21.04768				21.116955	2013	21.04768	Structural Survey of Economic Enterprises, INSTAT	C
2018.Q2.G.01	NV_IND_SSIS	Proportion of small-scale industries in total industry value added (%)	10	21.47585697	-80.40897662	ATA	Antarctica	1	PERCENT	Percentage																						
2018.Q2.G.01	NV_IND_SSIS	Proportion of small-scale industries in total industry value added (%)	12	2.678164227	28.15940032	DZA	Algeria	1	PERCENT	Percentage																						
2018.Q2.G.01	NV_IND_SSIS	Proportion of small-scale industries in total industry value added (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	1	PERCENT	Percentage																						
2018.Q2.G.01	NV_IND_SSIS	Proportion of small-scale industries in total industry value added (%)	20	1.576257417	42.54548611	AND	Andorra	1	PERCENT	Percentage																						
2018.Q2.G.01	NV_IND_SSIS	Proportion of small-scale industries in total industry value added (%)	24	17.57817062	-12.33724746	AGO	Angola	1	PERCENT	Percentage																						
2018.Q2.G.01	NV_IND_SSIS	Proportion of small-scale industries in total industry value added (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	1	PERCENT	Percentage																						
2018.Q2.G.01	NV_IND_SSIS	Proportion of small-scale industries in total industry value added (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	1	PERCENT	Percentage																						
2018.Q2.G.01	NV_IND_SSIS	Proportion of small-scale industries in total industry value added (%)	32	-65.14563274	-35.19446255	ARG	Argentina	1	PERCENT	Percentage																						
2018.Q2.G.01	NV_IND_SSIS	Proportion of small-scale industries in total industry value added (%)	36	134.3499412	-25.57717202	AUS	Australia	1	PERCENT	Percentage	16.74517	16.94214	21.37287	20.0845	20.65024	19.35033	19.5568	18.05711		20.80635	19.39781	20.73291	19.79425	20.18869	19.01453	21.51901	19.33792	19.97088	2016	19.33792	Economic Activity Survey, Australian Bureau of Statistics	C
2018.Q2.G.01	NV_IND_SSIS	Proportion of small-scale industries in total industry value added (%)	40	14.14172472	47.58704857	AUT	Austria	1	PERCENT	Percentage	11.15733	11.90327	11.40115	11.86319	11.49883	10.44603	10.18751	9.86913	8.64476	9.22865	8.75442	8.46522	8.34974	8.5707	8.53863	8.19424		8.4133275	2015	8.19424	OECD Structural and Demographic Business Statistics (SDBS) database	C
2018.Q2.G.01	NV_IND_SSIS	Proportion of small-scale industries in total industry value added (%)	44	-78.05111663	24.69546597	BHS	Bahamas	1	PERCENT	Percentage																						
2018.Q2.G.01	NV_IND_SSIS	Proportion of small-scale industries in total industry value added (%)	48	50.5490754	26.04407747	BHR	Bahrain	1	PERCENT	Percentage																						
2018.Q2.G.01	NV_IND_SSIS	Proportion of small-scale industries in total industry value added (%)	50	89.17660788	22.86961622	BGD	Bangladesh	1	PERCENT	Percentage													3.99388					3.99388	2012	3.99388	Survey of Manufacturing Industries 2012, Bangladesh Bureau of Statistics	C
2018.Q2.G.01	NV_IND_SSIS	Proportion of small-scale industries in total industry value added (%)	51	44.93839317	40.29499741	ARM	Armenia	1	PERCENT	Percentage																						
2018.Q2.G.01	NV_IND_SSIS	Proportion of small-scale industries in total industry value added (%)	52	-59.5346489	13.13648273	BRB	Barbados	1	PERCENT	Percentage																						
2018.Q2.G.01	NV_IND_SSIS	Proportion of small-scale industries in total industry value added (%)	56	4.660976456	50.64104975	BEL	Belgium	1	PERCENT	Percentage	9.51408	10.37128		11.51225	9.81012	9.52719	8.96928	9.99816	10.67046	11.17518	10.24188	9.91992	9.70363	8.96664	9.49697			9.38908	2014	9.49697	OECD Structural and Demographic Business Statistics (SDBS) database	C
2018.Q2.G.01	NV_IND_SSIS	Proportion of small-scale industries in total industry value added (%)	60	-64.78155012	32.27881922	BMU	Bermuda	1	PERCENT	Percentage																						
2018.Q2.G.01	NV_IND_SSIS	Proportion of small-scale industries in total industry value added (%)	64	90.45098484	27.39598568	BTN	Bhutan	1	PERCENT	Percentage																						
2018.Q2.G.01	NV_IND_SSIS	Proportion of small-scale industries in total industry value added (%)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	1	PERCENT	Percentage																						
2018.Q2.G.01	NV_IND_SSIS	Proportion of small-scale industries in total industry value added (%)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	1	PERCENT	Percentage																						
2018.Q2.G.01	NV_IND_SSIS	Proportion of small-scale industries in total industry value added (%)	72	23.81380223	-22.18810073	BWA	Botswana	1	PERCENT	Percentage																						
2018.Q2.G.01	NV_IND_SSIS	Proportion of small-scale industries in total industry value added (%)	74	3.410732868	-54.43295905	BVT	Bouvet Island	1	PERCENT	Percentage																						
2018.Q2.G.01	NV_IND_SSIS	Proportion of small-scale industries in total industry value added (%)	76	-53.08432878	-10.77668561	BRA	Brazil	1	PERCENT	Percentage									6.53435	7.6691	7.39195								2010	7.39195	OECD Structural and Demographic Business Statistics (SDBS) database	C
2018.Q2.G.01	NV_IND_SSIS	Proportion of small-scale industries in total industry value added (%)	84	-88.70199554	17.19965901	BLZ	Belize	1	PERCENT	Percentage																						
2018.Q2.G.01	NV_IND_SSIS	Proportion of small-scale industries in total industry value added (%)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	1	PERCENT	Percentage																						
2018.Q2.G.01	NV_IND_SSIS	Proportion of small-scale industries in total industry value added (%)	90	160.1584117	-9.622391719	SLB	Solomon Islands	1	PERCENT	Percentage																						
2018.Q2.G.01	NV_IND_SSIS	Proportion of small-scale industries in total industry value added (%)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	1	PERCENT	Percentage																						
2018.Q2.G.01	NV_IND_SSIS	Proportion of small-scale industries in total industry value added (%)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	1	PERCENT	Percentage																						
2018.Q2.G.01	NV_IND_SSIS	Proportion of small-scale industries in total industry value added (%)	100	25.23763153	42.75731323	BGR	Bulgaria	1	PERCENT	Percentage			9.08909	9.67486	8.36162	7.87155	8.48961	8.95647	11.32319	11.73009	10.13057	9.18995	10.1563	10.31653	10.07167	10.16245		10.1767375	2015	10.16245	OECD Structural and Demographic Business Statistics (SDBS) database	C
2018.Q2.G.01	NV_IND_SSIS	Proportion of small-scale industries in total industry value added (%)	104	96.51752295	21.19332882	MMR	Myanmar	1	PERCENT	Percentage																						
2018.Q2.G.01	NV_IND_SSIS	Proportion of small-scale industries in total industry value added (%)	108	29.89080992	-3.366387428	BDI	Burundi	1	PERCENT	Percentage																						
2018.Q2.G.01	NV_IND_SSIS	Proportion of small-scale industries in total industry value added (%)	112	28.04940161	53.54193075	BLR	Belarus	1	PERCENT	Percentage																						
2018.Q2.G.01	NV_IND_SSIS	Proportion of small-scale industries in total industry value added (%)	116	104.922836	12.71163737	KHM	Cambodia	1	PERCENT	Percentage																						
2018.Q2.G.01	NV_IND_SSIS	Proportion of small-scale industries in total industry value added (%)	120	12.7419827	5.692387031	CMR	Cameroon	1	PERCENT	Percentage																						
2018.Q2.G.01	NV_IND_SSIS	Proportion of small-scale industries in total industry value added (%)	124	-101.6575058	57.72360191	CAN	Canada	1	PERCENT	Percentage																						
2018.Q2.G.01	NV_IND_SSIS	Proportion of small-scale industries in total industry value added (%)	132	-23.63544151	15.07791834	CPV	Cabo Verde	1	PERCENT	Percentage																						
2018.Q2.G.01	NV_IND_SSIS	Proportion of small-scale industries in total industry value added (%)	136	-81.16740559	19.32266656	CYM	Cayman Islands	1	PERCENT	Percentage																						
2018.Q2.G.01	NV_IND_SSIS	Proportion of small-scale industries in total industry value added (%)	140	20.93559492	7.003720791	CAF	Central African Republic	1	PERCENT	Percentage																						
2018.Q2.G.01	NV_IND_SSIS	Proportion of small-scale industries in total industry value added (%)	144	80.70489654	7.614693343	LKA	Sri Lanka	1	PERCENT	Percentage							2.99214	4.14092	5.12685										2008	5.12685	Annual Survey of Industries, Department of Census and Statistics	C
2018.Q2.G.01	NV_IND_SSIS	Proportion of small-scale industries in total industry value added (%)	148	18.66618401	15.36279341	TCD	Chad	1	PERCENT	Percentage																						
2018.Q2.G.01	NV_IND_SSIS	Proportion of small-scale industries in total industry value added (%)	152	-71.23029019	-35.2652885	CHL	Chile	1	PERCENT	Percentage																						
2018.Q2.G.01	NV_IND_SSIS	Proportion of small-scale industries in total industry value added (%)	156	104.1403375	32.30955217	CHN	China	1	PERCENT	Percentage																						
2018.Q2.G.01	NV_IND_SSIS	Proportion of small-scale industries in total industry value added (%)	162	105.6426067	-10.4882473	CXR	Christmas Island	1	PERCENT	Percentage																						
2018.Q2.G.01	NV_IND_SSIS	Proportion of small-scale industries in total industry value added (%)	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	1	PERCENT	Percentage																						
2018.Q2.G.01	NV_IND_SSIS	Proportion of small-scale industries in total industry value added (%)	170	-73.07446751	3.888209046	COL	Colombia	1	PERCENT	Percentage	3.66146	3.49661	3.13062	4.60328	2.47149	2.66888	2.31257	2.22603	3.07726	3.23965	3.40912	5.04463	4.8525	4.3922	4.47351	4.69304		4.6028125	2015	4.69304	Encuesta Anual Manufacturera (EAM), Departamento Administrativo Nacional de Estadística (DANE)	C
2018.Q2.G.01	NV_IND_SSIS	Proportion of small-scale industries in total industry value added (%)	174	43.34234565	-11.66121732	COM	Comoros	1	PERCENT	Percentage																						
2018.Q2.G.01	NV_IND_SSIS	Proportion of small-scale industries in total industry value added (%)	175	45.14015057	-12.82217691	MYT	Mayotte	1	PERCENT	Percentage																						
2018.Q2.G.01	NV_IND_SSIS	Proportion of small-scale industries in total industry value added (%)	178	15.22052612	-0.840544119	COG	Congo	1	PERCENT	Percentage																						
2018.Q2.G.01	NV_IND_SSIS	Proportion of small-scale industries in total industry value added (%)	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	1	PERCENT	Percentage																						
2018.Q2.G.01	NV_IND_SSIS	Proportion of small-scale industries in total industry value added (%)	184	-159.7711391	-21.22696458	COK	Cook Islands	1	PERCENT	Percentage																						
2018.Q2.G.01	NV_IND_SSIS	Proportion of small-scale industries in total industry value added (%)	188	-84.19712782	9.970998683	CRI	Costa Rica	1	PERCENT	Percentage																						
