"GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Freq_Code","Freq_Desc","Location_Code","Location_Desc","ReportingType_Code","ReportingType_Desc","Nature_Code","Nature_Desc","Units_Code","Units_Desc","GeoArea_Code","GeoArea_Desc","Year","TimeDetail","Value","ValueType","Source","Footnotes","ISO3CD","X","Y"
"6","Ensure availability and sustainable management of water and sanitation for all","6.1","By 2030, achieve universal and equitable access to safe and affordable drinking water for all","6.1.1","Proportion of population using safely managed drinking water services","1","SH_H2O_SAFE","Proportion of population using safely managed drinking water services, by urban/rural (%)","2019.Q1.G.01","ANNUAL","Global","ALLAREA","All areas","G","Global","E","Estimated data","PERCENT","Percentage","8","Albania",2000.0,"","43.2352700000000","Float","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","ALB","20.06660928","41.13897007"
"6","Ensure availability and sustainable management of water and sanitation for all","6.1","By 2030, achieve universal and equitable access to safe and affordable drinking water for all","6.1.1","Proportion of population using safely managed drinking water services","1","SH_H2O_SAFE","Proportion of population using safely managed drinking water services, by urban/rural (%)","2019.Q1.G.01","ANNUAL","Global","ALLAREA","All areas","G","Global","E","Estimated data","PERCENT","Percentage","8","Albania",2001.0,"","45.1088400000000","Float","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","ALB","20.06660928","41.13897007"
"6","Ensure availability and sustainable management of water and sanitation for all","6.1","By 2030, achieve universal and equitable access to safe and affordable drinking water for all","6.1.1","Proportion of population using safely managed drinking water services","1","SH_H2O_SAFE","Proportion of population using safely managed drinking water services, by urban/rural (%)","2019.Q1.G.01","ANNUAL","Global","ALLAREA","All areas","G","Global","E","Estimated data","PERCENT","Percentage","8","Albania",2002.0,"","46.9669500000000","Float","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","ALB","20.06660928","41.13897007"
"6","Ensure availability and sustainable management of water and sanitation for all","6.1","By 2030, achieve universal and equitable access to safe and affordable drinking water for all","6.1.1","Proportion of population using safely managed drinking water services","1","SH_H2O_SAFE","Proportion of population using safely managed drinking water services, by urban/rural (%)","2019.Q1.G.01","ANNUAL","Global","ALLAREA","All areas","G","Global","E","Estimated data","PERCENT","Percentage","8","Albania",2003.0,"","48.8213000000000","Float","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","ALB","20.06660928","41.13897007"
"6","Ensure availability and sustainable management of water and sanitation for all","6.1","By 2030, achieve universal and equitable access to safe and affordable drinking water for all","6.1.1","Proportion of population using safely managed drinking water services","1","SH_H2O_SAFE","Proportion of population using safely managed drinking water services, by urban/rural (%)","2019.Q1.G.01","ANNUAL","Global","ALLAREA","All areas","G","Global","E","Estimated data","PERCENT","Percentage","8","Albania",2004.0,"","50.6715400000000","Float","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","ALB","20.06660928","41.13897007"
"6","Ensure availability and sustainable management of water and sanitation for all","6.1","By 2030, achieve universal and equitable access to safe and affordable drinking water for all","6.1.1","Proportion of population using safely managed drinking water services","1","SH_H2O_SAFE","Proportion of population using safely managed drinking water services, by urban/rural (%)","2019.Q1.G.01","ANNUAL","Global","ALLAREA","All areas","G","Global","E","Estimated data","PERCENT","Percentage","8","Albania",2005.0,"","52.5171800000000","Float","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","ALB","20.06660928","41.13897007"
"6","Ensure availability and sustainable management of water and sanitation for all","6.1","By 2030, achieve universal and equitable access to safe and affordable drinking water for all","6.1.1","Proportion of population using safely managed drinking water services","1","SH_H2O_SAFE","Proportion of population using safely managed drinking water services, by urban/rural (%)","2019.Q1.G.01","ANNUAL","Global","ALLAREA","All areas","G","Global","E","Estimated data","PERCENT","Percentage","8","Albania",2006.0,"","54.3579200000000","Float","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","ALB","20.06660928","41.13897007"
"6","Ensure availability and sustainable management of water and sanitation for all","6.1","By 2030, achieve universal and equitable access to safe and affordable drinking water for all","6.1.1","Proportion of population using safely managed drinking water services","1","SH_H2O_SAFE","Proportion of population using safely managed drinking water services, by urban/rural (%)","2019.Q1.G.01","ANNUAL","Global","ALLAREA","All areas","G","Global","E","Estimated data","PERCENT","Percentage","8","Albania",2007.0,"","56.1933600000000","Float","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","ALB","20.06660928","41.13897007"
"6","Ensure availability and sustainable management of water and sanitation for all","6.1","By 2030, achieve universal and equitable access to safe and affordable drinking water for all","6.1.1","Proportion of population using safely managed drinking water services","1","SH_H2O_SAFE","Proportion of population using safely managed drinking water services, by urban/rural (%)","2019.Q1.G.01","ANNUAL","Global","ALLAREA","All areas","G","Global","E","Estimated data","PERCENT","Percentage","8","Albania",2008.0,"","58.0231000000000","Float","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","ALB","20.06660928","41.13897007"
"6","Ensure availability and sustainable management of water and sanitation for all","6.1","By 2030, achieve universal and equitable access to safe and affordable drinking water for all","6.1.1","Proportion of population using safely managed drinking water services","1","SH_H2O_SAFE","Proportion of population using safely managed drinking water services, by urban/rural (%)","2019.Q1.G.01","ANNUAL","Global","ALLAREA","All areas","G","Global","E","Estimated data","PERCENT","Percentage","8","Albania",2009.0,"","59.8466800000000","Float","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","ALB","20.06660928","41.13897007"
"6","Ensure availability and sustainable management of water and sanitation for all","6.1","By 2030, achieve universal and equitable access to safe and affordable drinking water for all","6.1.1","Proportion of population using safely managed drinking water services","1","SH_H2O_SAFE","Proportion of population using safely managed drinking water services, by urban/rural (%)","2019.Q1.G.01","ANNUAL","Global","ALLAREA","All areas","G","Global","E","Estimated data","PERCENT","Percentage","8","Albania",2010.0,"","61.6638300000000","Float","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","ALB","20.06660928","41.13897007"
"6","Ensure availability and sustainable management of water and sanitation for all","6.1","By 2030, achieve universal and equitable access to safe and affordable drinking water for all","6.1.1","Proportion of population using safely managed drinking water services","1","SH_H2O_SAFE","Proportion of population using safely managed drinking water services, by urban/rural (%)","2019.Q1.G.01","ANNUAL","Global","ALLAREA","All areas","G","Global","E","Estimated data","PERCENT","Percentage","8","Albania",2011.0,"","63.4741100000000","Float","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","ALB","20.06660928","41.13897007"
"6","Ensure availability and sustainable management of water and sanitation for all","6.1","By 2030, achieve universal and equitable access to safe and affordable drinking water for all","6.1.1","Proportion of population using safely managed drinking water services","1","SH_H2O_SAFE","Proportion of population using safely managed drinking water services, by urban/rural (%)","2019.Q1.G.01","ANNUAL","Global","ALLAREA","All areas","G","Global","E","Estimated data","PERCENT","Percentage","8","Albania",2012.0,"","65.2772100000000","Float","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","ALB","20.06660928","41.13897007"
"6","Ensure availability and sustainable management of water and sanitation for all","6.1","By 2030, achieve universal and equitable access to safe and affordable drinking water for all","6.1.1","Proportion of population using safely managed drinking water services","1","SH_H2O_SAFE","Proportion of population using safely managed drinking water services, by urban/rural (%)","2019.Q1.G.01","ANNUAL","Global","ALLAREA","All areas","G","Global","E","Estimated data","PERCENT","Percentage","8","Albania",2013.0,"","67.0723900000000","Float","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","ALB","20.06660928","41.13897007"
"6","Ensure availability and sustainable management of water and sanitation for all","6.1","By 2030, achieve universal and equitable access to safe and affordable drinking water for all","6.1.1","Proportion of population using safely managed drinking water services","1","SH_H2O_SAFE","Proportion of population using safely managed drinking water services, by urban/rural (%)","2019.Q1.G.01","ANNUAL","Global","ALLAREA","All areas","G","Global","E","Estimated data","PERCENT","Percentage","8","Albania",2014.0,"","68.8595000000000","Float","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","ALB","20.06660928","41.13897007"
"6","Ensure availability and sustainable management of water and sanitation for all","6.1","By 2030, achieve universal and equitable access to safe and affordable drinking water for all","6.1.1","Proportion of population using safely managed drinking water services","1","SH_H2O_SAFE","Proportion of population using safely managed drinking water services, by urban/rural (%)","2019.Q1.G.01","ANNUAL","Global","ALLAREA","All areas","G","Global","E","Estimated data","PERCENT","Percentage","8","Albania",2015.0,"","68.8699800000000","Float","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","ALB","20.06660928","41.13897007"
"6","Ensure availability and sustainable management of water and sanitation for all","6.1","By 2030, achieve universal and equitable access to safe and affordable drinking water for all","6.1.1","Proportion of population using safely managed drinking water services","1","SH_H2O_SAFE","Proportion of population using safely managed drinking water services, by urban/rural (%)","2019.Q1.G.01","ANNUAL","Global","ALLAREA","All areas","G","Global","E","Estimated data","PERCENT","Percentage","32","Argentina",2000.0,"","97.69474","Float","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","ARG","-65.14563274","-35.19446255"
"6","Ensure availability and sustainable management of water and sanitation for all","6.1","By 2030, achieve universal and equitable access to safe and affordable drinking water for all","6.1.1","Proportion of population using safely managed drinking water services","1","SH_H2O_SAFE","Proportion of population using safely managed drinking water services, by urban/rural (%)","2019.Q1.G.01","ANNUAL","Global","URBAN","Urban","G","Global","E","Estimated data","PERCENT","Percentage","32","Argentina",2000.0,"","98.35228","Float","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","ARG","-65.14563274","-35.19446255"
"6","Ensure availability and sustainable management of water and sanitation for all","6.1","By 2030, achieve universal and equitable access to safe and affordable drinking water for all","6.1.1","Proportion of population using safely managed drinking water services","1","SH_H2O_SAFE","Proportion of population using safely managed drinking water services, by urban/rural (%)","2019.Q1.G.01","ANNUAL","Global","ALLAREA","All areas","G","Global","E","Estimated data","PERCENT","Percentage","32","Argentina",2001.0,"","97.74356","Float","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","ARG","-65.14563274","-35.19446255"
"6","Ensure availability and sustainable management of water and sanitation for all","6.1","By 2030, achieve universal and equitable access to safe and affordable drinking water for all","6.1.1","Proportion of population using safely managed drinking water services","1","SH_H2O_SAFE","Proportion of population using safely managed drinking water services, by urban/rural (%)","2019.Q1.G.01","ANNUAL","Global","URBAN","Urban","G","Global","E","Estimated data","PERCENT","Percentage","32","Argentina",2001.0,"","98.34786","Float","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","ARG","-65.14563274","-35.19446255"
