"GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Unitmultiplier_Code","Unitmultiplier_Desc","Value_2000.0","Value_2001.0","Value_2002.0","Value_2003.0","Value_2004.0","Value_2005.0","Value_2006.0","Value_2007.0","Value_2008.0","Value_2009.0","Value_2010.0","Value_2011.0","Value_2012.0","Value_2013.0","Value_2014.0","Value_2015.0","Value_2016.0","Latest_Year","Latest_Value","Nature_Desc","Source","Footnotes"
"1","World","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.a","Facilitate sustainable and resilient infrastructure development in developing countries through enhanced financial, technological and technical support to African countries, least developed countries, landlocked developing countries and small island developing States","9.a.1","Total official international support (official development assistance plus other official flows) to infrastructure","1","DC_TOF_INFRAL","Total official flows for infrastructure, by recipient countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","CON_USD","Constant USD","G","Global","UNIT","Units","22650.19373","25874.23461","13617.98891","12508.72754","14759.06278","16632.53514","17536.69842","19755.93354","23970.43402","37836.30546","43671.06521","39528.13006","41065.27591","44527.90928","50126.26736","57321.14004","55520.00296",2016.0,"55520.00296","Data nature not available","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)",""
"2","Africa","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.a","Facilitate sustainable and resilient infrastructure development in developing countries through enhanced financial, technological and technical support to African countries, least developed countries, landlocked developing countries and small island developing States","9.a.1","Total official international support (official development assistance plus other official flows) to infrastructure","1","DC_TOF_INFRAL","Total official flows for infrastructure, by recipient countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","CON_USD","Constant USD","G","Global","UNIT","Units","4046.03413","4092.04506","2952.95839","3582.93937","3858.33096","3906.50555","3725.16974","5703.61947","5643.30994","9509.98486","9039.84137","8407.40949","10226.20095","10749.10199","12056.36928","12182.08417","13174.32444",2016.0,"13174.32444","Data nature not available","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","[2000-2001]: Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million // [2002-2016]: Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million"
"5","South America","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.a","Facilitate sustainable and resilient infrastructure development in developing countries through enhanced financial, technological and technical support to African countries, least developed countries, landlocked developing countries and small island developing States","9.a.1","Total official international support (official development assistance plus other official flows) to infrastructure","1","DC_TOF_INFRAL","Total official flows for infrastructure, by recipient countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","CON_USD","Constant USD","G","Global","UNIT","Units","1219.66837","3058.49629","1944.85952","1095.62614","1011.22525","862.5151","933.01141","752.53958","1423.68092","3510.065","4466.33138","3678.44055","2753.55093","2718.26087","3920.59957","5794.02534","5254.03662",2016.0,"5254.03662","Data nature not available","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","[2000-2001,2005-2006]: Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million // [2002-2004,2007-2015]: Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million"
"9","Oceania","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.a","Facilitate sustainable and resilient infrastructure development in developing countries through enhanced financial, technological and technical support to African countries, least developed countries, landlocked developing countries and small island developing States","9.a.1","Total official international support (official development assistance plus other official flows) to infrastructure","1","DC_TOF_INFRAL","Total official flows for infrastructure, by recipient countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","CON_USD","Constant USD","G","Global","UNIT","Units","244.29","227.36497","151.7106","124.86543","131.36723","132.9705","105.21219","159.34238","191.93808","169.10167","236.26815","245.88534","292.59919","381.27365","395.8208","680.02849","513.21951",2016.0,"513.21951","Data nature not available","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","[2000-2003]: Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million // [2004-2015]: Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million"
"11","Western Africa","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.a","Facilitate sustainable and resilient infrastructure development in developing countries through enhanced financial, technological and technical support to African countries, least developed countries, landlocked developing countries and small island developing States","9.a.1","Total official international support (official development assistance plus other official flows) to infrastructure","1","DC_TOF_INFRAL","Total official flows for infrastructure, by recipient countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","CON_USD","Constant USD","G","Global","UNIT","Units","744.76213","866.01607","611.32364","746.60246","710.57751","755.21342","781.22182","1325.35262","1322.52392","1600.53347","1834.41425","2069.52931","1872.90757","2284.6366","2774.57144","2748.66329","2062.36841",2016.0,"2062.36841","Data nature not available","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","[2000-2001]: Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million // [2002-2015]: Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million"
"13","Central America","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.a","Facilitate sustainable and resilient infrastructure development in developing countries through enhanced financial, technological and technical support to African countries, least developed countries, landlocked developing countries and small island developing States","9.a.1","Total official international support (official development assistance plus other official flows) to infrastructure","1","DC_TOF_INFRAL","Total official flows for infrastructure, by recipient countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","CON_USD","Constant USD","G","Global","UNIT","Units","1776.04421","1716.56921","624.27277","928.96271","435.81206","491.26203","742.6616","271.45041","493.65744","3975.26803","1471.3164","2215.14192","1469.79989","2064.28378","1981.61206","1707.54613","1908.86813",2016.0,"1908.86813","Data nature not available","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","[2000-2001,2003-2004]: Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million // [2002,2005-2016]: Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million"
"14","Eastern Africa","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.a","Facilitate sustainable and resilient infrastructure development in developing countries through enhanced financial, technological and technical support to African countries, least developed countries, landlocked developing countries and small island developing States","9.a.1","Total official international support (official development assistance plus other official flows) to infrastructure","1","DC_TOF_INFRAL","Total official flows for infrastructure, by recipient countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","CON_USD","Constant USD","G","Global","UNIT","Units","1802.48171","1587.72437","1239.06339","1163.4157","1428.03695","1245.39349","1395.32168","1668.13527","1775.87311","2169.76883","2176.35963","2234.09794","2639.70135","3724.81921","3257.35005","3663.97347","3186.69983",2016.0,"3186.69983","Data nature not available","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","[2000-2001,2006-2007]: Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million // [2002-2005,2008-2016]: Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million"
"15","Northern Africa","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.a","Facilitate sustainable and resilient infrastructure development in developing countries through enhanced financial, technological and technical support to African countries, least developed countries, landlocked developing countries and small island developing States","9.a.1","Total official international support (official development assistance plus other official flows) to infrastructure","1","DC_TOF_INFRAL","Total official flows for infrastructure, by recipient countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","CON_USD","Constant USD","G","Global","UNIT","Units","1081.47583","915.00348","631.57799","1197.15392","1186.16743","1019.53475","1111.83919","2188.58244","1896.63417","3208.41629","3501.44829","2524.01887","3227.36","2952.09185","3460.13722","3640.98705","5551.27779",2016.0,"5551.27779","Data nature not available","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","[2000-2002]: Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million // [2003-2015]: Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million"
"17","Middle Africa","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.a","Facilitate sustainable and resilient infrastructure development in developing countries through enhanced financial, technological and technical support to African countries, least developed countries, landlocked developing countries and small island developing States","9.a.1","Total official international support (official development assistance plus other official flows) to infrastructure","1","DC_TOF_INFRAL","Total official flows for infrastructure, by recipient countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","CON_USD","Constant USD","G","Global","UNIT","Units","343.71944","350.62664","387.25226","286.98716","364.87728","345.1095","308.94103","295.74404","388.82372","681.99408","455.18272","585.90665","727.09198","747.39427","1329.64272","920.86197","1011.66927",2016.0,"1011.66927","Data nature not available","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","[2000-2001]: Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million // [2002-2015]: Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million"
"18","Southern Africa","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.a","Facilitate sustainable and resilient infrastructure development in developing countries through enhanced financial, technological and technical support to African countries, least developed countries, landlocked developing countries and small island developing States","9.a.1","Total official international support (official development assistance plus other official flows) to infrastructure","1","DC_TOF_INFRAL","Total official flows for infrastructure, by recipient countries (millions of constant 2016 United States dollars)","2019.Q1.G.01","CON_USD","Constant USD","G","Global","UNIT","Units","73.59502","372.6745","83.74111","188.78012","168.67179","541.25438","127.84603","225.80511","259.45502","1849.27219","1072.43647","993.85673","1759.14005","1040.16006","1234.66785","1207.59838","1362.30915",2016.0,"1362.30915","Data nature not available","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","[2000-2001,2007-2008]: Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million // [2002-2006,2009-2015]: Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million"
