series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Units description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	NV_IND_MANFPC	Manufacturing value added per capita (constant 2010 United States dollars)	4	66.02688198	33.83160199	AFG	Afghanistan	1	CON_10USD	constant 2010 United States dollars	46.2658	47.91399	66.14084	65.3661	65.10391	64.68698	64.63278	65.72926	65.60204	67.32495	67.97047	67.91407	70.53678	69.1172	65.28465	64.05002	67.02765	70.26011	67.147926	2017	70.26011	UNIDO MVA 2018 Database. Available at https://stat.unido.org	M
2018.Q2.G.01	NV_IND_MANFPC	Manufacturing value added per capita (constant 2010 United States dollars)	8	20.06660928	41.13897007	ALB	Albania	1	CON_10USD	constant 2010 United States dollars	94.5395	99.96837	104.25868	124.70134	132.77309	152.11918	173.33447	197.23084	189.33001	196.71832	221.14101	245.45618	207.49346	221.2708	226.13926	220.82443	226.67	233.59095	225.699088	2017	233.59095	UNIDO MVA 2018 Database. Available at https://stat.unido.org	M
2018.Q2.G.01	NV_IND_MANFPC	Manufacturing value added per capita (constant 2010 United States dollars)	10	21.47585697	-80.40897662	ATA	Antarctica	1	CON_10USD	constant 2010 United States dollars																							
2018.Q2.G.01	NV_IND_MANFPC	Manufacturing value added per capita (constant 2010 United States dollars)	12	2.678164227	28.15940032	DZA	Algeria	1	CON_10USD	constant 2010 United States dollars	147.58288	151.80292	157.85887	158.44694	160.14132	160.86074	163.10918	164.95582	171.99498	184.81341	186.3205	189.89913	193.89611	197.27587	199.45684	203.54178	204.70926	203.32629	201.662008	2017	203.32629	UNIDO MVA 2018 Database. Available at https://stat.unido.org	M
2018.Q2.G.01	NV_IND_MANFPC	Manufacturing value added per capita (constant 2010 United States dollars)	16	-170.7187269	-14.30587306	ASM	American Samoa	1	CON_10USD	constant 2010 United States dollars																							
2018.Q2.G.01	NV_IND_MANFPC	Manufacturing value added per capita (constant 2010 United States dollars)	20	1.576257417	42.54548611	AND	Andorra	1	CON_10USD	constant 2010 United States dollars	1483.71845	1401.67941	1445.40231	1651.77404	1730.0178	1687.329	1713.63777	1665.69737	1559.02558	1450.60619	1472.62826	1385.31023	1287.83353	1259.86838	1295.65565	1355.38116	1354.76972	1329.38736	1319.012454	2017	1329.38736	UNIDO MVA 2018 Database. Available at https://stat.unido.org	M
2018.Q2.G.01	NV_IND_MANFPC	Manufacturing value added per capita (constant 2010 United States dollars)	24	17.57817062	-12.33724746	AGO	Angola	1	CON_10USD	constant 2010 United States dollars	73.99786	77.15676	81.05259	80.80861	94.01105	98.64537	105.06117	103.98755	103.4899	127.97034	162.86369	201.43786	243.78158	280.48965	277.19319	267.89815	274.29703	282.68173	276.51195	2017	282.68173	UNIDO MVA 2018 Database. Available at https://stat.unido.org	M
2018.Q2.G.01	NV_IND_MANFPC	Manufacturing value added per capita (constant 2010 United States dollars)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	1	CON_10USD	constant 2010 United States dollars	220.18977	220.45726	228.88256	229.55296	237.94218	246.77743	274.21544	295.72566	265.53669	290.26356	261.67727	265.92731	222.9548	259.38987	266.55294	260.68788	265.57135	266.66975	263.774358	2017	266.66975	UNIDO MVA 2018 Database. Available at https://stat.unido.org	M
2018.Q2.G.01	NV_IND_MANFPC	Manufacturing value added per capita (constant 2010 United States dollars)	31	50.01064725	40.39229544	AZE	Azerbaijan	1	CON_10USD	constant 2010 United States dollars	158.07504	163.03611	174.69794	197.16839	215.58919	248.07842	267.56384	291.69867	308.92634	266.95391	281.63131	298.67988	310.50764	312.97141	321.74639	342.42652	323.09002	309.82694	322.012256	2017	309.82694	UNIDO MVA 2018 Database. Available at https://stat.unido.org	M
2018.Q2.G.01	NV_IND_MANFPC	Manufacturing value added per capita (constant 2010 United States dollars)	32	-65.14563274	-35.19446255	ARG	Argentina	1	CON_10USD	constant 2010 United States dollars	1265.63003	1159.49899	1021.08673	1171.14322	1297.20133	1378.68499	1488.45292	1584.2194	1624.98654	1491.32998	1637.81956	1744.93927	1675.41281	1684.41821	1582.05082	1569.98018	1491.68474	1497.92544	1565.211878	2017	1497.92544	UNIDO MVA 2018 Database. Available at https://stat.unido.org	M
