"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Sex_Code","Sex_Desc","Value_2013","Value_2014","Value_2015","Value_2016","Value_2017","Latest_Year","Latest_Value","Nature_Desc","Source"
"4","Afghanistan","AFG","66.02688198","33.83160199","5","Achieve gender equality and empower all women and girls","5.b","Enhance the use of enabling technology, in particular information and communications technology, to promote the empowerment of women","5.b.1","Proportion of individuals who own a mobile telephone, by sex","1","IT_MOB_OWN","Proportion of individuals who own a mobile telephone, by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","BOTHSEX","Both sexes","","","","","","","","",""
"4","Afghanistan","AFG","66.02688198","33.83160199","5","Achieve gender equality and empower all women and girls","5.b","Enhance the use of enabling technology, in particular information and communications technology, to promote the empowerment of women","5.b.1","Proportion of individuals who own a mobile telephone, by sex","1","IT_MOB_OWN","Proportion of individuals who own a mobile telephone, by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","",""
"4","Afghanistan","AFG","66.02688198","33.83160199","5","Achieve gender equality and empower all women and girls","5.b","Enhance the use of enabling technology, in particular information and communications technology, to promote the empowerment of women","5.b.1","Proportion of individuals who own a mobile telephone, by sex","1","IT_MOB_OWN","Proportion of individuals who own a mobile telephone, by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MALE","Male","","","","","","","","",""
"8","Albania","ALB","20.06660928","41.13897007","5","Achieve gender equality and empower all women and girls","5.b","Enhance the use of enabling technology, in particular information and communications technology, to promote the empowerment of women","5.b.1","Proportion of individuals who own a mobile telephone, by sex","1","IT_MOB_OWN","Proportion of individuals who own a mobile telephone, by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","BOTHSEX","Both sexes","","","","","","","","",""
"8","Albania","ALB","20.06660928","41.13897007","5","Achieve gender equality and empower all women and girls","5.b","Enhance the use of enabling technology, in particular information and communications technology, to promote the empowerment of women","5.b.1","Proportion of individuals who own a mobile telephone, by sex","1","IT_MOB_OWN","Proportion of individuals who own a mobile telephone, by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","",""
"8","Albania","ALB","20.06660928","41.13897007","5","Achieve gender equality and empower all women and girls","5.b","Enhance the use of enabling technology, in particular information and communications technology, to promote the empowerment of women","5.b.1","Proportion of individuals who own a mobile telephone, by sex","1","IT_MOB_OWN","Proportion of individuals who own a mobile telephone, by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MALE","Male","","","","","","","","",""
"10","Antarctica","ATA","21.47585697","-80.40897662","5","Achieve gender equality and empower all women and girls","5.b","Enhance the use of enabling technology, in particular information and communications technology, to promote the empowerment of women","5.b.1","Proportion of individuals who own a mobile telephone, by sex","1","IT_MOB_OWN","Proportion of individuals who own a mobile telephone, by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","BOTHSEX","Both sexes","","","","","","","","",""
"10","Antarctica","ATA","21.47585697","-80.40897662","5","Achieve gender equality and empower all women and girls","5.b","Enhance the use of enabling technology, in particular information and communications technology, to promote the empowerment of women","5.b.1","Proportion of individuals who own a mobile telephone, by sex","1","IT_MOB_OWN","Proportion of individuals who own a mobile telephone, by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","",""
"10","Antarctica","ATA","21.47585697","-80.40897662","5","Achieve gender equality and empower all women and girls","5.b","Enhance the use of enabling technology, in particular information and communications technology, to promote the empowerment of women","5.b.1","Proportion of individuals who own a mobile telephone, by sex","1","IT_MOB_OWN","Proportion of individuals who own a mobile telephone, by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MALE","Male","","","","","","","","",""
"12","Algeria","DZA","2.678164227","28.15940032","5","Achieve gender equality and empower all women and girls","5.b","Enhance the use of enabling technology, in particular information and communications technology, to promote the empowerment of women","5.b.1","Proportion of individuals who own a mobile telephone, by sex","1","IT_MOB_OWN","Proportion of individuals who own a mobile telephone, by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MALE","Male","","","","","","","","",""
"12","Algeria","DZA","2.678164227","28.15940032","5","Achieve gender equality and empower all women and girls","5.b","Enhance the use of enabling technology, in particular information and communications technology, to promote the empowerment of women","5.b.1","Proportion of individuals who own a mobile telephone, by sex","1","IT_MOB_OWN","Proportion of individuals who own a mobile telephone, by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","BOTHSEX","Both sexes","","","","","","","","",""
"12","Algeria","DZA","2.678164227","28.15940032","5","Achieve gender equality and empower all women and girls","5.b","Enhance the use of enabling technology, in particular information and communications technology, to promote the empowerment of women","5.b.1","Proportion of individuals who own a mobile telephone, by sex","1","IT_MOB_OWN","Proportion of individuals who own a mobile telephone, by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","",""
"16","American Samoa","ASM","-170.7187269","-14.30587306","5","Achieve gender equality and empower all women and girls","5.b","Enhance the use of enabling technology, in particular information and communications technology, to promote the empowerment of women","5.b.1","Proportion of individuals who own a mobile telephone, by sex","1","IT_MOB_OWN","Proportion of individuals who own a mobile telephone, by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MALE","Male","","","","","","","","",""
"16","American Samoa","ASM","-170.7187269","-14.30587306","5","Achieve gender equality and empower all women and girls","5.b","Enhance the use of enabling technology, in particular information and communications technology, to promote the empowerment of women","5.b.1","Proportion of individuals who own a mobile telephone, by sex","1","IT_MOB_OWN","Proportion of individuals who own a mobile telephone, by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","",""
"16","American Samoa","ASM","-170.7187269","-14.30587306","5","Achieve gender equality and empower all women and girls","5.b","Enhance the use of enabling technology, in particular information and communications technology, to promote the empowerment of women","5.b.1","Proportion of individuals who own a mobile telephone, by sex","1","IT_MOB_OWN","Proportion of individuals who own a mobile telephone, by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","BOTHSEX","Both sexes","","","","","","","","",""
"20","Andorra","AND","1.576257417","42.54548611","5","Achieve gender equality and empower all women and girls","5.b","Enhance the use of enabling technology, in particular information and communications technology, to promote the empowerment of women","5.b.1","Proportion of individuals who own a mobile telephone, by sex","1","IT_MOB_OWN","Proportion of individuals who own a mobile telephone, by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MALE","Male","","","","","","","","",""
"20","Andorra","AND","1.576257417","42.54548611","5","Achieve gender equality and empower all women and girls","5.b","Enhance the use of enabling technology, in particular information and communications technology, to promote the empowerment of women","5.b.1","Proportion of individuals who own a mobile telephone, by sex","1","IT_MOB_OWN","Proportion of individuals who own a mobile telephone, by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","BOTHSEX","Both sexes","","","","","","","","",""
"20","Andorra","AND","1.576257417","42.54548611","5","Achieve gender equality and empower all women and girls","5.b","Enhance the use of enabling technology, in particular information and communications technology, to promote the empowerment of women","5.b.1","Proportion of individuals who own a mobile telephone, by sex","1","IT_MOB_OWN","Proportion of individuals who own a mobile telephone, by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","",""
"24","Angola","AGO","17.57817062","-12.33724746","5","Achieve gender equality and empower all women and girls","5.b","Enhance the use of enabling technology, in particular information and communications technology, to promote the empowerment of women","5.b.1","Proportion of individuals who own a mobile telephone, by sex","1","IT_MOB_OWN","Proportion of individuals who own a mobile telephone, by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","FEMALE","Female","","","","","","","","",""
"24","Angola","AGO","17.57817062","-12.33724746","5","Achieve gender equality and empower all women and girls","5.b","Enhance the use of enabling technology, in particular information and communications technology, to promote the empowerment of women","5.b.1","Proportion of individuals who own a mobile telephone, by sex","1","IT_MOB_OWN","Proportion of individuals who own a mobile telephone, by sex (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","MALE","Male","","","","","","","","",""
