"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Value_2017","Latest_Year","Latest_Value","Nature_Desc","Source","Footnotes"
"4","Afghanistan","AFG","66.02688198","33.83160199","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_DAFF","Number of directly affected persons attributed to disasters per 100,000 population (number)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","","","","","","","","","","","","","","","","","",""
"8","Albania","ALB","20.06660928","41.13897007","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_DAFF","Number of directly affected persons attributed to disasters per 100,000 population (number)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","566.20","52.16","7.68","3.90","475.86","2791.84","20.93","102.05","326.17","145.72","67.28","2.29","",2016.0,"2.29","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"10","Antarctica","ATA","21.47585697","-80.40897662","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_DAFF","Number of directly affected persons attributed to disasters per 100,000 population (number)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","","","","","","","","","","","","","","","","","",""
"12","Algeria","DZA","2.678164227","28.15940032","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_DAFF","Number of directly affected persons attributed to disasters per 100,000 population (number)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","","","","","","","","","","","","","","","","","",""
"16","American Samoa","ASM","-170.7187269","-14.30587306","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_DAFF","Number of directly affected persons attributed to disasters per 100,000 population (number)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","","","","","0.00","","","","","0.00","0.00","","",2015.0,"0.00","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"20","Andorra","AND","1.576257417","42.54548611","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_DAFF","Number of directly affected persons attributed to disasters per 100,000 population (number)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","","","","","","","","","","","","","","","","","",""
"24","Angola","AGO","17.57817062","-12.33724746","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_DAFF","Number of directly affected persons attributed to disasters per 100,000 population (number)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","2511.50","","357.30","149.63","14.93","89.79","127.07","380.88","4119.68","","179.91","10561.07","112.57",2017.0,"112.57","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"28","Antigua and Barbuda","ATG","-61.7999755","17.07761471","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_DAFF","Number of directly affected persons attributed to disasters per 100,000 population (number)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","235.29","","","20342.14","3.21","4655.56","2.09","37.20","1279.85","19.22","","","",2014.0,"19.22","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"31","Azerbaijan","AZE","50.01064725","40.39229544","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_DAFF","Number of directly affected persons attributed to disasters per 100,000 population (number)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","","","","","","","","","","","","","0.00",2017.0,"0.00","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
"32","Argentina","ARG","-65.14563274","-35.19446255","1","End poverty in all its forms everywhere","1.5","By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters","1.5.1","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","1","VC_DSR_DAFF","Number of directly affected persons attributed to disasters per 100,000 population (number)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","G","Global","19.92","155.64","405.25","25.56","102.06","","","","","","","","",2009.0,"102.06","Country data","UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction","Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”"
