"GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Location_Code","Location_Desc","ReportingType_Code","ReportingType_Desc","Nature_Code","Nature_Desc","Units_Code","Units_Desc","GeoArea_Code","GeoArea_Desc","Year","TimeDetail","Value","ValueType","Source","Footnotes"
"6","Ensure availability and sustainable management of water and sanitation for all","6.b","Support and strengthen the participation of local communities in improving water and sanitation management","6.b.1","Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management","1","ER_H2O_PARTIC","Proportion of countries with high level of users/communities participating in planning programs in rural drinking-water supply (%)","2019.Q1.G.01","RURAL","Rural","G","Global","E","Estimated data","PERCENT","Percentage","62","Central and Southern Asia",2014.0,"","41.66667","Float","Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.b","Support and strengthen the participation of local communities in improving water and sanitation management","6.b.1","Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management","1","ER_H2O_PARTIC","Proportion of countries with high level of users/communities participating in planning programs in rural drinking-water supply (%)","2019.Q1.G.01","RURAL","Rural","G","Global","E","Estimated data","PERCENT","Percentage","62","Central and Southern Asia",2017.0,"","20","Float","Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.b","Support and strengthen the participation of local communities in improving water and sanitation management","6.b.1","Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management","1","ER_H2O_PARTIC","Proportion of countries with high level of users/communities participating in planning programs in rural drinking-water supply (%)","2019.Q1.G.01","RURAL","Rural","G","Global","E","Estimated data","PERCENT","Percentage","143","Central Asia",2014.0,"","33.33333","Float","Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.b","Support and strengthen the participation of local communities in improving water and sanitation management","6.b.1","Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management","1","ER_H2O_PARTIC","Proportion of countries with high level of users/communities participating in planning programs in rural drinking-water supply (%)","2019.Q1.G.01","RURAL","Rural","G","Global","E","Estimated data","PERCENT","Percentage","143","Central Asia",2017.0,"","0","Float","Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.b","Support and strengthen the participation of local communities in improving water and sanitation management","6.b.1","Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management","1","ER_H2O_PARTIC","Proportion of countries with high level of users/communities participating in planning programs in rural drinking-water supply (%)","2019.Q1.G.01","RURAL","Rural","G","Global","E","Estimated data","PERCENT","Percentage","753","Eastern and South-Eastern Asia",2014.0,"","22.22222","Float","Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.b","Support and strengthen the participation of local communities in improving water and sanitation management","6.b.1","Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management","1","ER_H2O_PARTIC","Proportion of countries with high level of users/communities participating in planning programs in rural drinking-water supply (%)","2019.Q1.G.01","RURAL","Rural","G","Global","E","Estimated data","PERCENT","Percentage","753","Eastern and South-Eastern Asia",2017.0,"","10","Float","Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.b","Support and strengthen the participation of local communities in improving water and sanitation management","6.b.1","Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management","1","ER_H2O_PARTIC","Proportion of countries with high level of users/communities participating in planning programs in rural drinking-water supply (%)","2019.Q1.G.01","RURAL","Rural","G","Global","E","Estimated data","PERCENT","Percentage","30","Eastern Asia",2014.0,"","0","Float","Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.b","Support and strengthen the participation of local communities in improving water and sanitation management","6.b.1","Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management","1","ER_H2O_PARTIC","Proportion of countries with high level of users/communities participating in planning programs in rural drinking-water supply (%)","2019.Q1.G.01","RURAL","Rural","G","Global","E","Estimated data","PERCENT","Percentage","30","Eastern Asia",2017.0,"","0","Float","Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.b","Support and strengthen the participation of local communities in improving water and sanitation management","6.b.1","Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management","1","ER_H2O_PARTIC","Proportion of countries with high level of users/communities participating in planning programs in rural drinking-water supply (%)","2019.Q1.G.01","RURAL","Rural","G","Global","E","Estimated data","PERCENT","Percentage","150","Europe",2014.0,"","0","Float","Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.b","Support and strengthen the participation of local communities in improving water and sanitation management","6.b.1","Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management","1","ER_H2O_PARTIC","Proportion of countries with high level of users/communities participating in planning programs in rural drinking-water supply (%)","2019.Q1.G.01","RURAL","Rural","G","Global","E","Estimated data","PERCENT","Percentage","150","Europe",2017.0,"","16.66667","Float","Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.b","Support and strengthen the participation of local communities in improving water and sanitation management","6.b.1","Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management","1","ER_H2O_PARTIC","Proportion of countries with high level of users/communities participating in planning programs in rural drinking-water supply (%)","2019.Q1.G.01","RURAL","Rural","G","Global","E","Estimated data","PERCENT","Percentage","513","Europe and Northern America",2014.0,"","0","Float","Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",""
