"GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","TypeOfProduct_Code","TypeOfProduct_Desc","ReportingType_Code","ReportingType_Desc","Nature_Code","Nature_Desc","Units_Code","Units_Desc","GeoArea_Code","GeoArea_Desc","Year","TimeDetail","Value","ValueType","Source","Footnotes"
"10","Reduce inequality within and among countries","10.a","Implement the principle of special and differential treatment for developing countries, in particular least developed countries, in accordance with World Trade Organization agreements","10.a.1","Proportion of tariff lines applied to imports from least developed countries and developing countries with zero-tariff","1","TM_TRF_ZERO","Proportion of tariff lines applied to imports with zero-tariff (%)","2019.Q1.G.01","OIL","Oil","G","Global","NA","Data nature not available","PERCENT","Percentage","515","Developing regions",2005.0,"","69.0","Float","ITC/UNCTAD/WTO database",""
"10","Reduce inequality within and among countries","10.a","Implement the principle of special and differential treatment for developing countries, in particular least developed countries, in accordance with World Trade Organization agreements","10.a.1","Proportion of tariff lines applied to imports from least developed countries and developing countries with zero-tariff","1","TM_TRF_ZERO","Proportion of tariff lines applied to imports with zero-tariff (%)","2019.Q1.G.01","IND","Industrial products","G","Global","NA","Data nature not available","PERCENT","Percentage","515","Developing regions",2005.0,"","42.8","Float","ITC/UNCTAD/WTO database",""
"10","Reduce inequality within and among countries","10.a","Implement the principle of special and differential treatment for developing countries, in particular least developed countries, in accordance with World Trade Organization agreements","10.a.1","Proportion of tariff lines applied to imports from least developed countries and developing countries with zero-tariff","1","TM_TRF_ZERO","Proportion of tariff lines applied to imports with zero-tariff (%)","2019.Q1.G.01","CLO","Clothing","G","Global","NA","Data nature not available","PERCENT","Percentage","515","Developing regions",2005.0,"","24.0","Float","ITC/UNCTAD/WTO database",""
"10","Reduce inequality within and among countries","10.a","Implement the principle of special and differential treatment for developing countries, in particular least developed countries, in accordance with World Trade Organization agreements","10.a.1","Proportion of tariff lines applied to imports from least developed countries and developing countries with zero-tariff","1","TM_TRF_ZERO","Proportion of tariff lines applied to imports with zero-tariff (%)","2019.Q1.G.01","ARM","Arms","G","Global","NA","Data nature not available","PERCENT","Percentage","515","Developing regions",2005.0,"","47.7","Float","ITC/UNCTAD/WTO database",""
"10","Reduce inequality within and among countries","10.a","Implement the principle of special and differential treatment for developing countries, in particular least developed countries, in accordance with World Trade Organization agreements","10.a.1","Proportion of tariff lines applied to imports from least developed countries and developing countries with zero-tariff","1","TM_TRF_ZERO","Proportion of tariff lines applied to imports with zero-tariff (%)","2019.Q1.G.01","AGR","Agricultural products","G","Global","NA","Data nature not available","PERCENT","Percentage","515","Developing regions",2005.0,"","45.9","Float","ITC/UNCTAD/WTO database",""
"10","Reduce inequality within and among countries","10.a","Implement the principle of special and differential treatment for developing countries, in particular least developed countries, in accordance with World Trade Organization agreements","10.a.1","Proportion of tariff lines applied to imports from least developed countries and developing countries with zero-tariff","1","TM_TRF_ZERO","Proportion of tariff lines applied to imports with zero-tariff (%)","2019.Q1.G.01","TEX","Textiles","G","Global","NA","Data nature not available","PERCENT","Percentage","515","Developing regions",2005.0,"","28.4","Float","ITC/UNCTAD/WTO database",""
"10","Reduce inequality within and among countries","10.a","Implement the principle of special and differential treatment for developing countries, in particular least developed countries, in accordance with World Trade Organization agreements","10.a.1","Proportion of tariff lines applied to imports from least developed countries and developing countries with zero-tariff","1","TM_TRF_ZERO","Proportion of tariff lines applied to imports with zero-tariff (%)","2019.Q1.G.01","ALP","All products","G","Global","NA","Data nature not available","PERCENT","Percentage","515","Developing regions",2005.0,"","40.6","Float","ITC/UNCTAD/WTO database",""
"10","Reduce inequality within and among countries","10.a","Implement the principle of special and differential treatment for developing countries, in particular least developed countries, in accordance with World Trade Organization agreements","10.a.1","Proportion of tariff lines applied to imports from least developed countries and developing countries with zero-tariff","1","TM_TRF_ZERO","Proportion of tariff lines applied to imports with zero-tariff (%)","2019.Q1.G.01","ARM","Arms","G","Global","NA","Data nature not available","PERCENT","Percentage","515","Developing regions",2010.0,"","44.0","Float","ITC/UNCTAD/WTO database",""
"10","Reduce inequality within and among countries","10.a","Implement the principle of special and differential treatment for developing countries, in particular least developed countries, in accordance with World Trade Organization agreements","10.a.1","Proportion of tariff lines applied to imports from least developed countries and developing countries with zero-tariff","1","TM_TRF_ZERO","Proportion of tariff lines applied to imports with zero-tariff (%)","2019.Q1.G.01","AGR","Agricultural products","G","Global","NA","Data nature not available","PERCENT","Percentage","515","Developing regions",2010.0,"","46.9","Float","ITC/UNCTAD/WTO database",""
"10","Reduce inequality within and among countries","10.a","Implement the principle of special and differential treatment for developing countries, in particular least developed countries, in accordance with World Trade Organization agreements","10.a.1","Proportion of tariff lines applied to imports from least developed countries and developing countries with zero-tariff","1","TM_TRF_ZERO","Proportion of tariff lines applied to imports with zero-tariff (%)","2019.Q1.G.01","IND","Industrial products","G","Global","NA","Data nature not available","PERCENT","Percentage","515","Developing regions",2010.0,"","45.9","Float","ITC/UNCTAD/WTO database",""
"10","Reduce inequality within and among countries","10.a","Implement the principle of special and differential treatment for developing countries, in particular least developed countries, in accordance with World Trade Organization agreements","10.a.1","Proportion of tariff lines applied to imports from least developed countries and developing countries with zero-tariff","1","TM_TRF_ZERO","Proportion of tariff lines applied to imports with zero-tariff (%)","2019.Q1.G.01","ALP","All products","G","Global","NA","Data nature not available","PERCENT","Percentage","515","Developing regions",2010.0,"","43.8","Float","ITC/UNCTAD/WTO database",""
"10","Reduce inequality within and among countries","10.a","Implement the principle of special and differential treatment for developing countries, in particular least developed countries, in accordance with World Trade Organization agreements","10.a.1","Proportion of tariff lines applied to imports from least developed countries and developing countries with zero-tariff","1","TM_TRF_ZERO","Proportion of tariff lines applied to imports with zero-tariff (%)","2019.Q1.G.01","TEX","Textiles","G","Global","NA","Data nature not available","PERCENT","Percentage","515","Developing regions",2010.0,"","34.4","Float","ITC/UNCTAD/WTO database",""
"10","Reduce inequality within and among countries","10.a","Implement the principle of special and differential treatment for developing countries, in particular least developed countries, in accordance with World Trade Organization agreements","10.a.1","Proportion of tariff lines applied to imports from least developed countries and developing countries with zero-tariff","1","TM_TRF_ZERO","Proportion of tariff lines applied to imports with zero-tariff (%)","2019.Q1.G.01","OIL","Oil","G","Global","NA","Data nature not available","PERCENT","Percentage","515","Developing regions",2010.0,"","77.3","Float","ITC/UNCTAD/WTO database",""
"10","Reduce inequality within and among countries","10.a","Implement the principle of special and differential treatment for developing countries, in particular least developed countries, in accordance with World Trade Organization agreements","10.a.1","Proportion of tariff lines applied to imports from least developed countries and developing countries with zero-tariff","1","TM_TRF_ZERO","Proportion of tariff lines applied to imports with zero-tariff (%)","2019.Q1.G.01","CLO","Clothing","G","Global","NA","Data nature not available","PERCENT","Percentage","515","Developing regions",2010.0,"","27.7","Float","ITC/UNCTAD/WTO database",""
"10","Reduce inequality within and among countries","10.a","Implement the principle of special and differential treatment for developing countries, in particular least developed countries, in accordance with World Trade Organization agreements","10.a.1","Proportion of tariff lines applied to imports from least developed countries and developing countries with zero-tariff","1","TM_TRF_ZERO","Proportion of tariff lines applied to imports with zero-tariff (%)","2019.Q1.G.01","TEX","Textiles","G","Global","NA","Data nature not available","PERCENT","Percentage","515","Developing regions",2015.0,"","40.6","Float","ITC/UNCTAD/WTO database",""
"10","Reduce inequality within and among countries","10.a","Implement the principle of special and differential treatment for developing countries, in particular least developed countries, in accordance with World Trade Organization agreements","10.a.1","Proportion of tariff lines applied to imports from least developed countries and developing countries with zero-tariff","1","TM_TRF_ZERO","Proportion of tariff lines applied to imports with zero-tariff (%)","2019.Q1.G.01","AGR","Agricultural products","G","Global","NA","Data nature not available","PERCENT","Percentage","515","Developing regions",2015.0,"","50.7","Float","ITC/UNCTAD/WTO database",""
"10","Reduce inequality within and among countries","10.a","Implement the principle of special and differential treatment for developing countries, in particular least developed countries, in accordance with World Trade Organization agreements","10.a.1","Proportion of tariff lines applied to imports from least developed countries and developing countries with zero-tariff","1","TM_TRF_ZERO","Proportion of tariff lines applied to imports with zero-tariff (%)","2019.Q1.G.01","ALP","All products","G","Global","NA","Data nature not available","PERCENT","Percentage","515","Developing regions",2015.0,"","49.0","Float","ITC/UNCTAD/WTO database",""
