GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,Sex_Code,Sex_Desc,ReportingType_Code,ReportingType_Desc,Nature_Code,Nature_Desc,Units_Code,Units_Desc,GeoArea_Code,GeoArea_Desc,Year,TimeDetail,Value,ValueType,Source,Footnotes,ISO3CD,X,Y
5,Achieve gender equality and empower all women and girls,5.b,"Enhance the use of enabling technology, in particular information and communications technology, to promote the empowerment of women",5.b.1,"Proportion of individuals who own a mobile telephone, by sex",1,IT_MOB_OWN,"Proportion of individuals who own a mobile telephone, by sex (%)",2019.Q1.G.01,BOTHSEX,Both sexes,G,Global,C,Country data,PERCENT,Percentage,31,Azerbaijan,2016.0,,73.4,Float,ITU World Telecommunication/ICT Indicators database.,,AZE,50.01064725,40.39229544
5,Achieve gender equality and empower all women and girls,5.b,"Enhance the use of enabling technology, in particular information and communications technology, to promote the empowerment of women",5.b.1,"Proportion of individuals who own a mobile telephone, by sex",1,IT_MOB_OWN,"Proportion of individuals who own a mobile telephone, by sex (%)",2019.Q1.G.01,MALE,Male,G,Global,C,Country data,PERCENT,Percentage,31,Azerbaijan,2016.0,,77.0,Float,ITU World Telecommunication/ICT Indicators database.,,AZE,50.01064725,40.39229544
5,Achieve gender equality and empower all women and girls,5.b,"Enhance the use of enabling technology, in particular information and communications technology, to promote the empowerment of women",5.b.1,"Proportion of individuals who own a mobile telephone, by sex",1,IT_MOB_OWN,"Proportion of individuals who own a mobile telephone, by sex (%)",2019.Q1.G.01,FEMALE,Female,G,Global,C,Country data,PERCENT,Percentage,31,Azerbaijan,2016.0,,69.8,Float,ITU World Telecommunication/ICT Indicators database.,,AZE,50.01064725,40.39229544
5,Achieve gender equality and empower all women and girls,5.b,"Enhance the use of enabling technology, in particular information and communications technology, to promote the empowerment of women",5.b.1,"Proportion of individuals who own a mobile telephone, by sex",1,IT_MOB_OWN,"Proportion of individuals who own a mobile telephone, by sex (%)",2019.Q1.G.01,BOTHSEX,Both sexes,G,Global,C,Country data,PERCENT,Percentage,48,Bahrain,2016.0,,100.0,Float,ITU World Telecommunication/ICT Indicators database.,,BHR,50.5490754,26.04407747
5,Achieve gender equality and empower all women and girls,5.b,"Enhance the use of enabling technology, in particular information and communications technology, to promote the empowerment of women",5.b.1,"Proportion of individuals who own a mobile telephone, by sex",1,IT_MOB_OWN,"Proportion of individuals who own a mobile telephone, by sex (%)",2019.Q1.G.01,FEMALE,Female,G,Global,C,Country data,PERCENT,Percentage,48,Bahrain,2016.0,,100.0,Float,ITU World Telecommunication/ICT Indicators database.,,BHR,50.5490754,26.04407747
5,Achieve gender equality and empower all women and girls,5.b,"Enhance the use of enabling technology, in particular information and communications technology, to promote the empowerment of women",5.b.1,"Proportion of individuals who own a mobile telephone, by sex",1,IT_MOB_OWN,"Proportion of individuals who own a mobile telephone, by sex (%)",2019.Q1.G.01,MALE,Male,G,Global,C,Country data,PERCENT,Percentage,48,Bahrain,2016.0,,100.0,Float,ITU World Telecommunication/ICT Indicators database.,,BHR,50.5490754,26.04407747
5,Achieve gender equality and empower all women and girls,5.b,"Enhance the use of enabling technology, in particular information and communications technology, to promote the empowerment of women",5.b.1,"Proportion of individuals who own a mobile telephone, by sex",1,IT_MOB_OWN,"Proportion of individuals who own a mobile telephone, by sex (%)",2019.Q1.G.01,MALE,Male,G,Global,C,Country data,PERCENT,Percentage,76,Brazil,2016.0,,81.8,Float,ITU World Telecommunication/ICT Indicators database.,,BRA,-53.08432878,-10.77668561
5,Achieve gender equality and empower all women and girls,5.b,"Enhance the use of enabling technology, in particular information and communications technology, to promote the empowerment of women",5.b.1,"Proportion of individuals who own a mobile telephone, by sex",1,IT_MOB_OWN,"Proportion of individuals who own a mobile telephone, by sex (%)",2019.Q1.G.01,FEMALE,Female,G,Global,C,Country data,PERCENT,Percentage,76,Brazil,2016.0,,83.9,Float,ITU World Telecommunication/ICT Indicators database.,,BRA,-53.08432878,-10.77668561
5,Achieve gender equality and empower all women and girls,5.b,"Enhance the use of enabling technology, in particular information and communications technology, to promote the empowerment of women",5.b.1,"Proportion of individuals who own a mobile telephone, by sex",1,IT_MOB_OWN,"Proportion of individuals who own a mobile telephone, by sex (%)",2019.Q1.G.01,BOTHSEX,Both sexes,G,Global,C,Country data,PERCENT,Percentage,76,Brazil,2016.0,,82.9,Float,ITU World Telecommunication/ICT Indicators database.,,BRA,-53.08432878,-10.77668561
5,Achieve gender equality and empower all women and girls,5.b,"Enhance the use of enabling technology, in particular information and communications technology, to promote the empowerment of women",5.b.1,"Proportion of individuals who own a mobile telephone, by sex",1,IT_MOB_OWN,"Proportion of individuals who own a mobile telephone, by sex (%)",2019.Q1.G.01,BOTHSEX,Both sexes,G,Global,C,Country data,PERCENT,Percentage,96,Brunei Darussalam,2016.0,,99.0,Float,ITU World Telecommunication/ICT Indicators database.,,BRN,114.6288563,4.49736984
