"GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","ModeOfTransportation_Code","ModeOfTransportation_Desc","ReportingType_Code","ReportingType_Desc","Nature_Code","Nature_Desc","Units_Code","Units_Desc","GeoArea_Code","GeoArea_Desc","Year","TimeDetail","Value","ValueType","Source","Footnotes","ISO3CD","X","Y"
"9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.1","Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all","9.1.2","Passenger and freight volumes, by mode of transport","1","IS_RDP_PFVOL","Passenger volume (passenger kilometres), by mode of transport","2019.Q1.G.01","AIR","Air transport","G","Global","NA","Data nature not available","P_KM","Passenger kilometres","4","Afghanistan",2016.0,"","1,955,565,829","Float","International Civil Aviation Organization (ICAO)","","AFG","66.02688198","33.83160199"
"9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.1","Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all","9.1.2","Passenger and freight volumes, by mode of transport","1","IS_RDP_PFVOL","Passenger volume (passenger kilometres), by mode of transport","2019.Q1.G.01","ROA","Road transport","G","Global","NA","Data nature not available","P_KM","Passenger kilometres","4","Afghanistan",2016.0,"","5245161679.87","Float","The International Transport Forum at the OECD (ITF-OECD)","","AFG","66.02688198","33.83160199"
"9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.1","Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all","9.1.2","Passenger and freight volumes, by mode of transport","1","IS_RDP_PFVOL","Passenger volume (passenger kilometres), by mode of transport","2019.Q1.G.01","ROA","Road transport","G","Global","NA","Data nature not available","P_KM","Passenger kilometres","8","Albania",2016.0,"","9652853005.68","Float","The International Transport Forum at the OECD (ITF-OECD)","","ALB","20.06660928","41.13897007"
"9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.1","Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all","9.1.2","Passenger and freight volumes, by mode of transport","1","IS_RDP_PFVOL","Passenger volume (passenger kilometres), by mode of transport","2019.Q1.G.01","RAI","Rail transport","G","Global","NA","Data nature not available","P_KM","Passenger kilometres","8","Albania",2016.0,"","7243003","Float","The International Transport Forum at the OECD (ITF-OECD)","","ALB","20.06660928","41.13897007"
"9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.1","Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all","9.1.2","Passenger and freight volumes, by mode of transport","1","IS_RDP_PFVOL","Passenger volume (passenger kilometres), by mode of transport","2019.Q1.G.01","AIR","Air transport","G","Global","NA","Data nature not available","P_KM","Passenger kilometres","12","Algeria",2016.0,"","7,277,103,796","Float","International Civil Aviation Organization (ICAO)","","DZA","2.678164227","28.15940032"
"9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.1","Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all","9.1.2","Passenger and freight volumes, by mode of transport","1","IS_RDP_PFVOL","Passenger volume (passenger kilometres), by mode of transport","2019.Q1.G.01","ROA","Road transport","G","Global","NA","Data nature not available","P_KM","Passenger kilometres","12","Algeria",2016.0,"","268473597213.03","Float","The International Transport Forum at the OECD (ITF-OECD)","","DZA","2.678164227","28.15940032"
"9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.1","Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all","9.1.2","Passenger and freight volumes, by mode of transport","1","IS_RDP_PFVOL","Passenger volume (passenger kilometres), by mode of transport","2019.Q1.G.01","RAI","Rail transport","G","Global","NA","Data nature not available","P_KM","Passenger kilometres","12","Algeria",2016.0,"","1158120169","Float","The International Transport Forum at the OECD (ITF-OECD)","","DZA","2.678164227","28.15940032"
"9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.1","Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all","9.1.2","Passenger and freight volumes, by mode of transport","1","IS_RDP_PFVOL","Passenger volume (passenger kilometres), by mode of transport","2019.Q1.G.01","ROA","Road transport","G","Global","NA","Data nature not available","P_KM","Passenger kilometres","24","Angola",2016.0,"","68891214902.15","Float","The International Transport Forum at the OECD (ITF-OECD)","","AGO","17.57817062","-12.33724746"
"9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.1","Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all","9.1.2","Passenger and freight volumes, by mode of transport","1","IS_RDP_PFVOL","Passenger volume (passenger kilometres), by mode of transport","2019.Q1.G.01","AIR","Air transport","G","Global","NA","Data nature not available","P_KM","Passenger kilometres","24","Angola",2016.0,"","3,378,144,639","Float","International Civil Aviation Organization (ICAO)","","AGO","17.57817062","-12.33724746"
"9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.1","Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all","9.1.2","Passenger and freight volumes, by mode of transport","1","IS_RDP_PFVOL","Passenger volume (passenger kilometres), by mode of transport","2019.Q1.G.01","AIR","Air transport","G","Global","NA","Data nature not available","P_KM","Passenger kilometres","28","Antigua and Barbuda",2016.0,"","379,086,138","Float","International Civil Aviation Organization (ICAO)","","ATG","-61.7999755","17.07761471"
"9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.1","Develop quality, reliable, sustainable and resilient infrastructure, including regional and trans-border infrastructure, to support economic development and human well-being, with a focus on affordable and equitable access for all","9.1.2","Passenger and freight volumes, by mode of transport","1","IS_RDP_PFVOL","Passenger volume (passenger kilometres), by mode of transport","2019.Q1.G.01","ROA","Road transport","G","Global","NA","Data nature not available","P_KM","Passenger kilometres","28","Antigua and Barbuda",2016.0,"","2845327323.56","Float","The International Transport Forum at the OECD (ITF-OECD)","","ATG","-61.7999755","17.07761471"
