"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","Age_Code","Age_Desc","ReportingType_Code","ReportingType_Desc","Sex_Code","Sex_Desc","Value_2000","Value_2001","Value_2002","Value_2003","Value_2004","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Value_2017","Latest_Year","Latest_Value","Nature_Desc","Source"
"4","Afghanistan","AFG","66.02688198","33.83160199","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.2","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","1","SP_DYN_ADKL","Adolescent birth rate (per 1,000 women aged 15-19 years)","2019.Q1.G.01","PER_1000_POP","Per 1,000 population","15-19","15 to 19 years old","G","Global","FEMALE","Female","193.77567","","","151.83424","","117.44485","126.22665","103","90","80","","125.681","","87","","","","",2013.0,"87","Country data","[2000]: Afghanistan 2000 Multiple Indicator Cluster Survey // [2003]: Afghanistan 2003 Multiple Indicator Cluster Survey // [2005-2006]: Afghanistan 2006 Health Survey // [2007]: Afghanistan 2007-2008 National Risk and Vulnerability Assessment // [2008-2009]: Afghanistan 2010 Mortality Survey // [2011]: Afghanistan 2010-2011 Multiple Indicator Cluster Survey // [2013]: Afghanistan 2015 Demographic and Health Survey"
"8","Albania","ALB","20.06660928","41.13897007","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.2","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","1","SP_DYN_ADKL","Adolescent birth rate (per 1,000 women aged 15-19 years)","2019.Q1.G.01","PER_1000_POP","Per 1,000 population","15-19","15 to 19 years old","G","Global","FEMALE","Female","17.10799","35","13.80428","15.93327","21.3614","20.15606","17.66497","17","18.43649","18.99386","19.41251","20.53037","20.94788","20.44447","21.90788","20.21265","","",2015.0,"20.21265","[2000]: Country adjusted data // [2001-2015]: Country data","[2001]: Albania 2002 Reproductive Health Survey // [2007]: Albania 2008-2009 Demographic and Health Survey // [2002-2006,2008-2015]: Registration National Statistics // [2000]: Registration UNSD & WPP2017"
"10","Antarctica","ATA","21.47585697","-80.40897662","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.2","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","1","SP_DYN_ADKL","Adolescent birth rate (per 1,000 women aged 15-19 years)","2019.Q1.G.01","PER_1000_POP","Per 1,000 population","15-19","15 to 19 years old","G","Global","FEMALE","Female","","","","","","","","","","","","","","","","","","","","","",""
"12","Algeria","DZA","2.678164227","28.15940032","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.2","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","1","SP_DYN_ADKL","Adolescent birth rate (per 1,000 women aged 15-19 years)","2019.Q1.G.01","PER_1000_POP","Per 1,000 population","15-19","15 to 19 years old","G","Global","FEMALE","Female","6","","","","","4.4","","9","8.8","9.6","10.2","10.7","11.8","12.4","","","","",2013.0,"12.4","Country data","[2000]: Algeria 2002 Enquête sur la santé de la famille // [2005]: Algeria 2006 Multiple Indicator Cluster Survey // [2007]: Algeria 2008 Census // [2008-2013]: Registration National Statistics"
"16","American Samoa","ASM","-170.7187269","-14.30587306","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.2","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","1","SP_DYN_ADKL","Adolescent birth rate (per 1,000 women aged 15-19 years)","2019.Q1.G.01","PER_1000_POP","Per 1,000 population","15-19","15 to 19 years old","G","Global","FEMALE","Female","54.6","49.1","48.5","43.2","49.8","37.7","39.5","31.9","40.6","38.4","34.1","38.4","39.7","42.9","46.8","46.9","40.8","",2016.0,"40.8","Country data","Registration National Statistics"
"20","Andorra","AND","1.576257417","42.54548611","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.2","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","1","SP_DYN_ADKL","Adolescent birth rate (per 1,000 women aged 15-19 years)","2019.Q1.G.01","PER_1000_POP","Per 1,000 population","15-19","15 to 19 years old","G","Global","FEMALE","Female","9.113","9.375","7.97872","8.2435","5.35714","9.24321","10.5673","5.80169","8.42993","4.91266","4.38356","5.05902","2.87522","4.50197","5.77125","3.05344","","",2015.0,"3.05344","Country data","Registration National Statistics"
"24","Angola","AGO","17.57817062","-12.33724746","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.2","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","1","SP_DYN_ADKL","Adolescent birth rate (per 1,000 women aged 15-19 years)","2019.Q1.G.01","PER_1000_POP","Per 1,000 population","15-19","15 to 19 years old","G","Global","FEMALE","Female","","122.4","","151","","166","","","188","190.9","","","","","163","","","",2014.0,"163","Country data","[2001]: Angola 2001 Multiple Indicator Cluster Survey // [2005]: Angola 2006-2007 Malaria Indicators Survey (MIS) // [2003,2008-2009]: Angola 2011 Malaria Indicators Survey (MIS) // [2014]: Angola 2015-2016 Demographic and Health Survey"
"28","Antigua and Barbuda","ATG","-61.7999755","17.07761471","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.2","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","1","SP_DYN_ADKL","Adolescent birth rate (per 1,000 women aged 15-19 years)","2019.Q1.G.01","PER_1000_POP","Per 1,000 population","15-19","15 to 19 years old","G","Global","FEMALE","Female","59.4","66.8","","","","","","","","","","","","","","","","",2001.0,"66.8","Country data","[2001]: Antigua and Barbuda 2001 Census // [2000]: Registration National Statistics"
"31","Azerbaijan","AZE","50.01064725","40.39229544","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.2","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","1","SP_DYN_ADKL","Adolescent birth rate (per 1,000 women aged 15-19 years)","2019.Q1.G.01","PER_1000_POP","Per 1,000 population","15-19","15 to 19 years old","G","Global","FEMALE","Female","29","26.4","26.2","27.7","35","41.1","44","46","50.2","49.5","60","56.7","53.3","47.2","52.9","52.4","52.8","",2016.0,"52.8","Country data","Registration National Statistics"
"32","Argentina","ARG","-65.14563274","-35.19446255","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.2","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","1","SP_DYN_ADKL","Adolescent birth rate (per 1,000 women aged 15-19 years)","2019.Q1.G.01","PER_1000_POP","Per 1,000 population","15-19","15 to 19 years old","G","Global","FEMALE","Female","64.6561","60.90305","61.31784","57.29657","63.42526","63.38809","62.49957","63.91456","66.6713","67.35004","68.2","68.62092","66.40815","68.07624","68.26884","65.1","","",2015.0,"65.1","[2000-2009,2011-2014]: Country adjusted data // [2010,2015]: Estimated data","[2010,2015]: Estimate National statistics // [2000-2009,2011-2014]: Registration UNSD & WPP2017"
"36","Australia","AUS","134.3499412","-25.57717202","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.2","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","1","SP_DYN_ADKL","Adolescent birth rate (per 1,000 women aged 15-19 years)","2019.Q1.G.01","PER_1000_POP","Per 1,000 population","15-19","15 to 19 years old","G","Global","FEMALE","Female","17.8","17.9","17.4","16.2","16.2","16.6","16.3","17.1","18.4","17.9","16.7","16.1","16.1","14.6","12.9","11.9","","",2015.0,"11.9","Country data","Registration National Statistics"
"40","Austria","AUT","14.14172472","47.58704857","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.2","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","1","SP_DYN_ADKL","Adolescent birth rate (per 1,000 women aged 15-19 years)","2019.Q1.G.01","PER_1000_POP","Per 1,000 population","15-19","15 to 19 years old","G","Global","FEMALE","Female","13.74","13.73","13.82","13.16","13.69","12.84","11.95","11.2","11.25","10.39","10.19","9.1","8.63","8.1","7.39","7.63","","",2015.0,"7.63","Country data","Registration National Statistics (Eurostat)"
"44","Bahamas","BHS","-78.05111663","24.69546597","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.2","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","1","SP_DYN_ADKL","Adolescent birth rate (per 1,000 women aged 15-19 years)","2019.Q1.G.01","PER_1000_POP","Per 1,000 population","15-19","15 to 19 years old","G","Global","FEMALE","Female","49.8","50.8","46.9","45.6","46.4","43","","40.42","39.76","34","35.9","","32.01","","","","","",2012.0,"32.01","Country data","Registration National Statistics"
"48","Bahrain","BHR","50.5490754","26.04407747","3","Ensure healthy lives and promote well-being for all at all ages","3.7","By 2030, ensure universal access to sexual and reproductive health-care services, including for family planning, information and education, and the integration of reproductive health into national strategies and programmes","3.7.2","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","1","SP_DYN_ADKL","Adolescent birth rate (per 1,000 women aged 15-19 years)","2019.Q1.G.01","PER_1000_POP","Per 1,000 population","15-19","15 to 19 years old","G","Global","FEMALE","Female","14.12883","11.53713","12.35486","17.81882","18.04363","16.29866","13.23203","12.71582","12.32109","14.57095","13.83087","14.05995","14.1768","15.28428","14.33208","","","",2014.0,"14.33208","Country adjusted data","Registration UNSD & WPP2017"
