"GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Sex_Code","Sex_Desc","ReportingType_Code","ReportingType_Desc","Nature_Code","Nature_Desc","Units_Code","Units_Desc","GeoArea_Code","GeoArea_Desc","Year","TimeDetail","Value","ValueType","Source","Footnotes","ISO3CD","X","Y"
"1","End poverty in all its forms everywhere","1.3","Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable","1.3.1","Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable","1","SI_COV_DISAB","[ILO] Proportion of population with severe disabilities receiving disability cash benefit (%)","2019.Q1.G.01","BOTHSEX","Both sexes","G","Global","E","Estimated data","PERCENT","Percentage","12","Algeria",2016.0,"","3.59595","Float","ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3","ILO estimates based on country data","DZA","2.678164227","28.15940032"
"1","End poverty in all its forms everywhere","1.3","Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable","1.3.1","Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable","1","SI_COV_DISAB","[ILO] Proportion of population with severe disabilities receiving disability cash benefit (%)","2019.Q1.G.01","BOTHSEX","Both sexes","G","Global","E","Estimated data","PERCENT","Percentage","660","Anguilla",2016.0,"","32.1083","Float","ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3","ILO estimates based on country data","AIA","-63.05651612","18.21525315"
"1","End poverty in all its forms everywhere","1.3","Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable","1.3.1","Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable","1","SI_COV_DISAB","[ILO] Proportion of population with severe disabilities receiving disability cash benefit (%)","2019.Q1.G.01","BOTHSEX","Both sexes","G","Global","E","Estimated data","PERCENT","Percentage","28","Antigua and Barbuda",2016.0,"","11.0587","Float","ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3","ILO estimates based on country data","ATG","-61.7999755","17.07761471"
"1","End poverty in all its forms everywhere","1.3","Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable","1.3.1","Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable","1","SI_COV_DISAB","[ILO] Proportion of population with severe disabilities receiving disability cash benefit (%)","2019.Q1.G.01","BOTHSEX","Both sexes","G","Global","E","Estimated data","PERCENT","Percentage","32","Argentina",2016.0,"","8.24","Float","ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3","ILO estimates based on country data","ARG","-65.14563274","-35.19446255"
"1","End poverty in all its forms everywhere","1.3","Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable","1.3.1","Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable","1","SI_COV_DISAB","[ILO] Proportion of population with severe disabilities receiving disability cash benefit (%)","2019.Q1.G.01","BOTHSEX","Both sexes","G","Global","E","Estimated data","PERCENT","Percentage","51","Armenia",2016.0,"","100","Float","ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3","ILO estimates based on country data","ARM","44.93839317","40.29499741"
"1","End poverty in all its forms everywhere","1.3","Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable","1.3.1","Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable","1","SI_COV_DISAB","[ILO] Proportion of population with severe disabilities receiving disability cash benefit (%)","2019.Q1.G.01","BOTHSEX","Both sexes","G","Global","E","Estimated data","PERCENT","Percentage","142","Asia",2016.0,"","10.36755","Float","ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)","","","",""
"1","End poverty in all its forms everywhere","1.3","Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable","1.3.1","Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable","1","SI_COV_DISAB","[ILO] Proportion of population with severe disabilities receiving disability cash benefit (%)","2019.Q1.G.01","BOTHSEX","Both sexes","G","Global","E","Estimated data","PERCENT","Percentage","36","Australia",2016.0,"","100","Float","ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3","ILO estimates based on country data","AUS","134.3499412","-25.57717202"
"1","End poverty in all its forms everywhere","1.3","Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable","1.3.1","Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable","1","SI_COV_DISAB","[ILO] Proportion of population with severe disabilities receiving disability cash benefit (%)","2019.Q1.G.01","BOTHSEX","Both sexes","G","Global","E","Estimated data","PERCENT","Percentage","53","Australia and New Zealand",2016.0,"","96.88277","Float","ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)","","","",""
"1","End poverty in all its forms everywhere","1.3","Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable","1.3.1","Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable","1","SI_COV_DISAB","[ILO] Proportion of population with severe disabilities receiving disability cash benefit (%)","2019.Q1.G.01","BOTHSEX","Both sexes","G","Global","E","Estimated data","PERCENT","Percentage","40","Austria",2016.0,"","93.2848","Float","ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3","ILO estimates based on country data","AUT","14.14172472","47.58704857"
"1","End poverty in all its forms everywhere","1.3","Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable","1.3.1","Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable","1","SI_COV_DISAB","[ILO] Proportion of population with severe disabilities receiving disability cash benefit (%)","2019.Q1.G.01","BOTHSEX","Both sexes","G","Global","E","Estimated data","PERCENT","Percentage","31","Azerbaijan",2016.0,"","100","Float","ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3","ILO estimates based on country data","AZE","50.01064725","40.39229544"
