"GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Age_Code","Age_Desc","Bounds_Code","Bounds_Desc","ReportingType_Code","ReportingType_Desc","Nature_Code","Nature_Desc","Units_Code","Units_Desc","GeoArea_Code","GeoArea_Desc","Year","TimeDetail","Value","ValueType","Source","Footnotes","ISO3CD","X","Y"
"3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","<5Y","under 5 years old","UB","Upper bound","G","Global","E","Estimated data","PERCENT","Percentage","4","Afghanistan",2015.0,"","0.80","Float","Based on serosurveys at city, subnational or national level. World Health Organisation (WHO).","","AFG","66.02688198","33.83160199"
"3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","<5Y","under 5 years old","MP","Mid-point","G","Global","E","Estimated data","PERCENT","Percentage","4","Afghanistan",2015.0,"","0.50","Float","Based on serosurveys at city, subnational or national level. World Health Organisation (WHO).","","AFG","66.02688198","33.83160199"
"3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","<5Y","under 5 years old","LB","Lower bound","G","Global","E","Estimated data","PERCENT","Percentage","4","Afghanistan",2015.0,"","0.30","Float","Based on serosurveys at city, subnational or national level. World Health Organisation (WHO).","","AFG","66.02688198","33.83160199"
"3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","<5Y","under 5 years old","LB","Lower bound","G","Global","E","Estimated data","PERCENT","Percentage","8","Albania",2015.0,"","0.80","Float","Based on serosurveys at city, subnational or national level. World Health Organisation (WHO).","","ALB","20.06660928","41.13897007"
"3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","<5Y","under 5 years old","MP","Mid-point","G","Global","E","Estimated data","PERCENT","Percentage","8","Albania",2015.0,"","1.30","Float","Based on serosurveys at city, subnational or national level. World Health Organisation (WHO).","","ALB","20.06660928","41.13897007"
"3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","<5Y","under 5 years old","UB","Upper bound","G","Global","E","Estimated data","PERCENT","Percentage","8","Albania",2015.0,"","1.90","Float","Based on serosurveys at city, subnational or national level. World Health Organisation (WHO).","","ALB","20.06660928","41.13897007"
"3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","<5Y","under 5 years old","UB","Upper bound","G","Global","E","Estimated data","PERCENT","Percentage","12","Algeria",2015.0,"","0.30","Float","Based on serosurveys at city, subnational or national level. World Health Organisation (WHO).","","DZA","2.678164227","28.15940032"
"3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","<5Y","under 5 years old","MP","Mid-point","G","Global","E","Estimated data","PERCENT","Percentage","12","Algeria",2015.0,"","0.20","Float","Based on serosurveys at city, subnational or national level. World Health Organisation (WHO).","","DZA","2.678164227","28.15940032"
"3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","<5Y","under 5 years old","LB","Lower bound","G","Global","E","Estimated data","PERCENT","Percentage","12","Algeria",2015.0,"","0.10","Float","Based on serosurveys at city, subnational or national level. World Health Organisation (WHO).","","DZA","2.678164227","28.15940032"
"3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","<5Y","under 5 years old","LB","Lower bound","G","Global","E","Estimated data","PERCENT","Percentage","20","Andorra",2015.0,"","0.00","Float","Based on serosurveys at city, subnational or national level. World Health Organisation (WHO).","","AND","1.576257417","42.54548611"
