GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,Age_Code,Age_Desc,Sex_Code,Sex_Desc,ReportingType_Code,ReportingType_Desc,Nature_Code,Nature_Desc,Units_Code,Units_Desc,GeoArea_Code,GeoArea_Desc,Year,TimeDetail,Value,ValueType,Source,Footnotes,ISO3CD,X,Y
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2,"End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.2,"Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation",1,VC_VAW_DIST,Age and sex distribution of detected victims of trafficking in persons (%),2019.Q1.G.01,15+,15 years old and over,MALE,Male,G,Global,C,Country data,PERCENT,Percentage,12,Algeria,2016.0,,31.25,Float,GLOTIP Database,"Data in reference to one country but derived from different types of sources should not be compared between them; Age group refers to adult males.
",DZA,2.678164227,28.15940032
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2,"End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.2,"Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation",1,VC_VAW_DIST,Age and sex distribution of detected victims of trafficking in persons (%),2019.Q1.G.01,<15Y,under 15 years old,FEMALE,Female,G,Global,C,Country data,PERCENT,Percentage,12,Algeria,2016.0,,40.63,Float,GLOTIP Database,"Data in reference to one country but derived from different types of sources should not be compared between them.
",DZA,2.678164227,28.15940032
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2,"End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.2,"Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation",1,VC_VAW_DIST,Age and sex distribution of detected victims of trafficking in persons (%),2019.Q1.G.01,<15Y,under 15 years old,MALE,Male,G,Global,C,Country data,PERCENT,Percentage,12,Algeria,2016.0,,0.00,Float,GLOTIP Database,"Data in reference to one country but derived from different types of sources should not be compared between them.
",DZA,2.678164227,28.15940032
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2,"End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.2,"Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation",1,VC_VAW_DIST,Age and sex distribution of detected victims of trafficking in persons (%),2019.Q1.G.01,15+,15 years old and over,FEMALE,Female,G,Global,C,Country data,PERCENT,Percentage,12,Algeria,2016.0,,21.88,Float,GLOTIP Database,"Data in reference to one country but derived from different types of sources should not be compared between them; Age group refers to adult females.
",DZA,2.678164227,28.15940032
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2,"End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.2,"Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation",1,VC_VAW_DIST,Age and sex distribution of detected victims of trafficking in persons (%),2019.Q1.G.01,15+,15 years old and over,MALE,Male,G,Global,C,Country data,PERCENT,Percentage,32,Argentina,2016.0,,21.98,Float,GLOTIP Database,"Data in reference to one country but derived from different types of sources should not be compared between them; Age group refers to adult males.
",ARG,-65.14563274,-35.19446255
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2,"End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.2,"Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation",1,VC_VAW_DIST,Age and sex distribution of detected victims of trafficking in persons (%),2019.Q1.G.01,<15Y,under 15 years old,FEMALE,Female,G,Global,C,Country data,PERCENT,Percentage,32,Argentina,2016.0,,6.76,Float,GLOTIP Database,"Data in reference to one country but derived from different types of sources should not be compared between them.
",ARG,-65.14563274,-35.19446255
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2,"End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.2,"Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation",1,VC_VAW_DIST,Age and sex distribution of detected victims of trafficking in persons (%),2019.Q1.G.01,15+,15 years old and over,FEMALE,Female,G,Global,C,Country data,PERCENT,Percentage,32,Argentina,2016.0,,67.39,Float,GLOTIP Database,"Data in reference to one country but derived from different types of sources should not be compared between them; Age group refers to adult females.
",ARG,-65.14563274,-35.19446255
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2,"End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.2,"Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation",1,VC_VAW_DIST,Age and sex distribution of detected victims of trafficking in persons (%),2019.Q1.G.01,<15Y,under 15 years old,MALE,Male,G,Global,C,Country data,PERCENT,Percentage,32,Argentina,2016.0,,2.90,Float,GLOTIP Database,"Data in reference to one country but derived from different types of sources should not be compared between them.
",ARG,-65.14563274,-35.19446255
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2,"End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.2,"Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation",1,VC_VAW_DIST,Age and sex distribution of detected victims of trafficking in persons (%),2019.Q1.G.01,15+,15 years old and over,MALE,Male,G,Global,C,Country data,PERCENT,Percentage,51,Armenia,2015.0,,20.00,Float,GLOTIP Database,"Data in reference to one country but derived from different types of sources should not be compared between them; Age group refers to adult males.
",ARM,44.93839317,40.29499741
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2,"End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.2,"Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation",1,VC_VAW_DIST,Age and sex distribution of detected victims of trafficking in persons (%),2019.Q1.G.01,<15Y,under 15 years old,MALE,Male,G,Global,C,Country data,PERCENT,Percentage,51,Armenia,2015.0,,20.00,Float,GLOTIP Database,"Data in reference to one country but derived from different types of sources should not be compared between them.
",ARM,44.93839317,40.29499741
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2,"End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.2,"Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation",1,VC_VAW_DIST,Age and sex distribution of detected victims of trafficking in persons (%),2019.Q1.G.01,15+,15 years old and over,FEMALE,Female,G,Global,C,Country data,PERCENT,Percentage,51,Armenia,2015.0,,60.00,Float,GLOTIP Database,"Data in reference to one country but derived from different types of sources should not be compared between them; Age group refers to adult females.
",ARM,44.93839317,40.29499741
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2,"End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.2,"Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation",1,VC_VAW_DIST,Age and sex distribution of detected victims of trafficking in persons (%),2019.Q1.G.01,<15Y,under 15 years old,FEMALE,Female,G,Global,C,Country data,PERCENT,Percentage,51,Armenia,2015.0,,0.00,Float,GLOTIP Database,"Data in reference to one country but derived from different types of sources should not be compared between them.
",ARM,44.93839317,40.29499741
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2,"End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.2,"Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation",1,VC_VAW_DIST,Age and sex distribution of detected victims of trafficking in persons (%),2019.Q1.G.01,15+,15 years old and over,FEMALE,Female,G,Global,C,Country data,PERCENT,Percentage,36,Australia,2016.0,,0.00,Float,GLOTIP Database,"Data in reference to one country but derived from different types of sources should not be compared between them; Age group refers to adult females.
",AUS,134.3499412,-25.57717202
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2,"End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.2,"Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation",1,VC_VAW_DIST,Age and sex distribution of detected victims of trafficking in persons (%),2019.Q1.G.01,<15Y,under 15 years old,MALE,Male,G,Global,C,Country data,PERCENT,Percentage,36,Australia,2016.0,,0.00,Float,GLOTIP Database,"Data in reference to one country but derived from different types of sources should not be compared between them.
",AUS,134.3499412,-25.57717202
