"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","EducationLevel_Code","EducationLevel_Desc","ReportingType_Code","ReportingType_Desc","Sex_Code","Sex_Desc","Value_2000","Value_2003","Value_2006","Value_2007","Value_2009","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Latest_Year","Latest_Value","Nature_Desc","Source"
"4","Afghanistan","AFG","66.02688198","33.83160199","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.1","By 2030, ensure that all girls and boys complete free, equitable and quality primary and secondary education leading to relevant and effective learning outcomes","4.1.1","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","2019.Q1.G.01","PERCENT","Percentage","PRIMAR","Primary","G","Global","FEMALE","Female","","","","","","","","","","","","","",""
"4","Afghanistan","AFG","66.02688198","33.83160199","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.1","By 2030, ensure that all girls and boys complete free, equitable and quality primary and secondary education leading to relevant and effective learning outcomes","4.1.1","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","2019.Q1.G.01","PERCENT","Percentage","GRAD23","Grades 2/3","G","Global","FEMALE","Female","","","","","","","","","","","","","",""
"4","Afghanistan","AFG","66.02688198","33.83160199","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.1","By 2030, ensure that all girls and boys complete free, equitable and quality primary and secondary education leading to relevant and effective learning outcomes","4.1.1","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","2019.Q1.G.01","PERCENT","Percentage","GRAD23","Grades 2/3","G","Global","BOTHSEX","Both sexes","","","","","","","","","","","","","",""
"4","Afghanistan","AFG","66.02688198","33.83160199","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.1","By 2030, ensure that all girls and boys complete free, equitable and quality primary and secondary education leading to relevant and effective learning outcomes","4.1.1","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","2019.Q1.G.01","PERCENT","Percentage","PRIMAR","Primary","G","Global","MALE","Male","","","","","","","","","","","","","",""
"4","Afghanistan","AFG","66.02688198","33.83160199","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.1","By 2030, ensure that all girls and boys complete free, equitable and quality primary and secondary education leading to relevant and effective learning outcomes","4.1.1","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","2019.Q1.G.01","PERCENT","Percentage","PRIMAR","Primary","G","Global","BOTHSEX","Both sexes","","","","","","","","","","","","","",""
"4","Afghanistan","AFG","66.02688198","33.83160199","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.1","By 2030, ensure that all girls and boys complete free, equitable and quality primary and secondary education leading to relevant and effective learning outcomes","4.1.1","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","2019.Q1.G.01","PERCENT","Percentage","LOWSEC","Lower secondary","G","Global","MALE","Male","","","","","","","","","","","","","",""
"4","Afghanistan","AFG","66.02688198","33.83160199","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.1","By 2030, ensure that all girls and boys complete free, equitable and quality primary and secondary education leading to relevant and effective learning outcomes","4.1.1","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","2019.Q1.G.01","PERCENT","Percentage","LOWSEC","Lower secondary","G","Global","FEMALE","Female","","","","","","","","","","","","","",""
"4","Afghanistan","AFG","66.02688198","33.83160199","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.1","By 2030, ensure that all girls and boys complete free, equitable and quality primary and secondary education leading to relevant and effective learning outcomes","4.1.1","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","2019.Q1.G.01","PERCENT","Percentage","GRAD23","Grades 2/3","G","Global","MALE","Male","","","","","","","","","","","","","",""
"4","Afghanistan","AFG","66.02688198","33.83160199","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.1","By 2030, ensure that all girls and boys complete free, equitable and quality primary and secondary education leading to relevant and effective learning outcomes","4.1.1","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","2019.Q1.G.01","PERCENT","Percentage","LOWSEC","Lower secondary","G","Global","BOTHSEX","Both sexes","","","","","","","","","","","","","",""
"8","Albania","ALB","20.06660928","41.13897007","4","Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all","4.1","By 2030, ensure that all girls and boys complete free, equitable and quality primary and secondary education leading to relevant and effective learning outcomes","4.1.1","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","2019.Q1.G.01","PERCENT","Percentage","GRAD23","Grades 2/3","G","Global","FEMALE","Female","","","","","","","","","","","","","",""
