"GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Age_Code","Age_Desc","Sex_Code","Sex_Desc","ReportingType_Code","ReportingType_Desc","Nature_Code","Nature_Desc","Units_Code","Units_Desc","GeoArea_Code","GeoArea_Desc","Year","TimeDetail","Value","ValueType","Source","Footnotes","ISO3CD","X","Y"
"5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.2","Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age","1","SH_STA_FGMS","Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)","2019.Q1.G.01","15-49","15 to 49 years old","FEMALE","Female","G","Global","C","Country data","PERCENT","Percentage","204","Benin",2014.0,"","9.2","Float","MICS","","BEN","2.339933594","9.65401646"
"5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.2","Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age","1","SH_STA_FGMS","Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)","2019.Q1.G.01","15-49","15 to 49 years old","FEMALE","Female","G","Global","C","Country data","PERCENT","Percentage","854","Burkina Faso",2010.0,"","75.8","Float","DHS","","BFA","-1.742843829","12.27491081"
"5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.2","Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age","1","SH_STA_FGMS","Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)","2019.Q1.G.01","15-49","15 to 49 years old","FEMALE","Female","G","Global","C","Country data","PERCENT","Percentage","120","Cameroon",2004.0,"","1.4","Float","DHS","","CMR","12.7419827","5.692387031"
"5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.2","Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age","1","SH_STA_FGMS","Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)","2019.Q1.G.01","15-49","15 to 49 years old","FEMALE","Female","G","Global","C","Country data","PERCENT","Percentage","140","Central African Republic",2010.0,"","24.2","Float","MICS","","CAF","20.93559492","7.003720791"
"5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.2","Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age","1","SH_STA_FGMS","Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)","2019.Q1.G.01","15-49","15 to 49 years old","FEMALE","Female","G","Global","C","Country data","PERCENT","Percentage","148","Chad",2015.0,"","38.4","Float","DHS","","TCD","18.66618401","15.36279341"
"5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.2","Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age","1","SH_STA_FGMS","Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)","2019.Q1.G.01","15-49","15 to 49 years old","FEMALE","Female","G","Global","C","Country data","PERCENT","Percentage","384","Côte d'Ivoire",2016.0,"","36.7","Float","MICS","","CIV","-5.552690016","7.62211586"
"5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.2","Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age","1","SH_STA_FGMS","Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)","2019.Q1.G.01","15-49","15 to 49 years old","FEMALE","Female","G","Global","C","Country data","PERCENT","Percentage","262","Djibouti",2006.0,"","93.1","Float","MICS","","DJI","42.18274707","11.56004161"
"5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.2","Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age","1","SH_STA_FGMS","Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)","2019.Q1.G.01","15-49","15 to 49 years old","FEMALE","Female","G","Global","C","Country data","PERCENT","Percentage","818","Egypt",2015.0,"","87.2","Float","Health Issues Survey (DHS)","","EGY","29.77468534","26.57438204"
"5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.2","Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age","1","SH_STA_FGMS","Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)","2019.Q1.G.01","15-49","15 to 49 years old","FEMALE","Female","G","Global","C","Country data","PERCENT","Percentage","232","Eritrea",2010.0,"","83.0","Float","Population and Health Survey","","ERI","38.11074289","16.12894644"
"5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.2","Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age","1","SH_STA_FGMS","Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)","2019.Q1.G.01","15-49","15 to 49 years old","FEMALE","Female","G","Global","C","Country data","PERCENT","Percentage","231","Ethiopia",2016.0,"","65.2","Float","DHS","","ETH","39.63505296","8.631223181"
