series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Sex	Units	Sex description	Units description	years	value	valueType	time_detail	source	Nature
2018.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, by sex (deaths per 100,000 population)	204	2.339933594	9.65401646	BEN	Benin	3	BOTHSEX	PER_100000_POP	Both	Per 100,000 population	2010	9.6	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, by sex (deaths per 100,000 population)	204	2.339933594	9.65401646	BEN	Benin	3	BOTHSEX	PER_100000_POP	Both	Per 100,000 population	2016	9.9	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, by sex (deaths per 100,000 population)	208	9.326571283	56.03829721	DNK	Denmark	3	BOTHSEX	PER_100000_POP	Both	Per 100,000 population	2016	12.8	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, by sex (deaths per 100,000 population)	203	15.33151382	49.73913871	CZE	Czechia	3	BOTHSEX	PER_100000_POP	Both	Per 100,000 population	2016	13.1	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, by sex (deaths per 100,000 population)	10	21.47585697	-80.40897662	ATA	Antarctica	3	BOTHSEX	PER_100000_POP	Both	Per 100,000 population	2016					
2018.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, by sex (deaths per 100,000 population)	454	33.4884625	-13.40819859	MWI	Malawi	3	BOTHSEX	PER_100000_POP	Both	Per 100,000 population	2015	3.6	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, by sex (deaths per 100,000 population)	203	15.33151382	49.73913871	CZE	Czechia	3	BOTHSEX	PER_100000_POP	Both	Per 100,000 population	2010	15.4	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, by sex (deaths per 100,000 population)	458	116.8346314	5.452415309	MYS	Malaysia	3	BOTHSEX	PER_100000_POP	Both	Per 100,000 population	2015	5.4	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, by sex (deaths per 100,000 population)	212	-61.3493756	15.43391378	DMA	Dominica	3	BOTHSEX	PER_100000_POP	Both	Per 100,000 population	2010					
2018.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, by sex (deaths per 100,000 population)	212	-61.3493756	15.43391378	DMA	Dominica	3	BOTHSEX	PER_100000_POP	Both	Per 100,000 population	2016					
2018.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, by sex (deaths per 100,000 population)	208	9.326571283	56.03829721	DNK	Denmark	3	BOTHSEX	PER_100000_POP	Both	Per 100,000 population	2010	12.7	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, by sex (deaths per 100,000 population)	191	17.95874553	45.45172212	HRV	Croatia	3	BOTHSEX	PER_100000_POP	Both	Per 100,000 population	2010	18.6	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, by sex (deaths per 100,000 population)	192	-79.54460144	22.10030366	CUB	Cuba	3	BOTHSEX	PER_100000_POP	Both	Per 100,000 population	2010	14.4	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, by sex (deaths per 100,000 population)	192	-79.54460144	22.10030366	CUB	Cuba	3	BOTHSEX	PER_100000_POP	Both	Per 100,000 population	2016	13.9	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, by sex (deaths per 100,000 population)	196	33.22285964	35.05659437	CYP	Cyprus	3	BOTHSEX	PER_100000_POP	Both	Per 100,000 population	2010	5.7	Float		Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
