series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Units description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2016 United States dollars)	4	66.02688198	33.83160199	AFG	Afghanistan	1	CON_USD	Constant USD	0.34732	0.36927	23.89107	123.22048	476.26613	809.98564	772.66749	876.90551	962.699	1267.53323	1225.01921	1153.90146	1017.59867	859.96752	535.39719	520.76782	437.26742	674.199724	2016	437.26742	Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2016 United States dollars)	8	20.06660928	41.13897007	ALB	Albania	1	CON_USD	Constant USD	75.99723	11.80649	68.66132	45.85355	54.38355	55.53153	81.53052	64.65206	65.50019	123.82941	189.42053	202.32931	149.81148	137.61685	230.74687	102.97231	61.44612	136.518726	2016	61.44612	Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2016 United States dollars)	10	21.47585697	-80.40897662	ATA	Antarctica	1	CON_USD	Constant USD																						
2018.Q2.G.01	DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2016 United States dollars)	12	2.678164227	28.15940032	DZA	Algeria	1	CON_USD	Constant USD	112.13823	84.24401	121.66812	126.94213	40.25666	76.6986	114.43671	84.16534	84.88287	77.57987	25.16356	20.41605	12.86746	17.60906	10.18793	40.60853	7.39202	17.733	2016	7.39202	Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2016 United States dollars)	16	-170.7187269	-14.30587306	ASM	American Samoa	1	CON_USD	Constant USD																						
2018.Q2.G.01	DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2016 United States dollars)	20	1.576257417	42.54548611	AND	Andorra	1	CON_USD	Constant USD																						
2018.Q2.G.01	DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2016 United States dollars)	24	17.57817062	-12.33724746	AGO	Angola	1	CON_USD	Constant USD	23.61774	17.53859	20.73964	12.58853	8.84272	12.27455	8.80424	8.61977	6.68424	16.21808	28.60363	6.90986	15.51725	13.50962	564.41888	219.61484	432.76493	249.165104	2016	432.76493	Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2016 United States dollars)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	1	CON_USD	Constant USD				0.01913	0.06817	0.13661	0.01823	0.03145	0.01351	0.71527	0.06922	1.15641	0.23222	0.02768	0.11806	0.04971		0.1069175	2015	0.04971	Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2016 United States dollars)	31	50.01064725	40.39229544	AZE	Azerbaijan	1	CON_USD	Constant USD	23.68003	81.2863	21.37683	28.46695	34.08358	36.31107	37.59062	74.4057	105.63626	251.99706	201.73292	364.99896	498.45426	350.30337	460.6122	319.94164	713.21157	468.504608	2016	713.21157	Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2016 United States dollars)	32	-65.14563274	-35.19446255	ARG	Argentina	1	CON_USD	Constant USD	170.69205	860.20068	219.24532	171.01615	213.77054	204.33511	173.29605	78.52821	134.20477	573.03328	880.7429	653.21653	500.12566	565.32608	460.19143	435.82921	403.99302	473.09308	2016	403.99302	Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2016 United States dollars)	36	134.3499412	-25.57717202	AUS	Australia	1	CON_USD	Constant USD																						
2018.Q2.G.01	DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2016 United States dollars)	40	14.14172472	47.58704857	AUT	Austria	1	CON_USD	Constant USD																						
2018.Q2.G.01	DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2016 United States dollars)	44	-78.05111663	24.69546597	BHS	Bahamas	1	CON_USD	Constant USD																						
2018.Q2.G.01	DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2016 United States dollars)	48	50.5490754	26.04407747	BHR	Bahrain	1	CON_USD	Constant USD	0.0169	93.70189	0.00487	0.03228	0.0168														2004	0.0168	Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2016 United States dollars)	50	89.17660788	22.86961622	BGD	Bangladesh	1	CON_USD	Constant USD	612.65386	390.07322	290.42885	497.46381	439.33871	399.31679	207.3625	246.22085	360.04452	263.14717	420.11741	458.71069	923.63418	989.06306	961.81343	1073.83449	1330.31384	1055.7318	2016	1330.31384	Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2016 United States dollars)	51	44.93839317	40.29499741	ARM	Armenia	1	CON_USD	Constant USD	131.97831	67.74697	85.77449	62.94764	66.43903	26.02705	21.68525	42.1523	108.39223	218.79861	220.10662	162.6666	148.39672	153.20469	184.47617	354.89863	287.01279	225.5978	2016	287.01279	Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2016 United States dollars)	52	-59.5346489	13.13648273	BRB	Barbados	1	CON_USD	Constant USD		3.61551		0.1262	1.34806				0.04322	6.78727	50.23767								2010	50.23767	Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2016 United States dollars)	56	4.660976456	50.64104975	BEL	Belgium	1	CON_USD	Constant USD																						
2018.Q2.G.01	DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2016 United States dollars)	60	-64.78155012	32.27881922	BMU	Bermuda	1	CON_USD	Constant USD																						
2018.Q2.G.01	DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2016 United States dollars)	64	90.45098484	27.39598568	BTN	Bhutan	1	CON_USD	Constant USD	30.25101	28.26132	13.69529	15.12537	18.35783	23.56867	20.16351	16.07281	9.32922	23.32714	89.17362	63.50446	68.13385	38.76591	63.50217	50.50916	30.72069	50.326356	2016	30.72069	Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2016 United States dollars)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	1	CON_USD	Constant USD	42.13986	25.63197	67.12834	68.73478	89.46879	45.24732	28.26752	36.92529	37.70023	86.11884	100.27998	64.43937	82.57952	97.58085	221.98505	167.13987	116.05945	137.068948	2016	116.05945	Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2016 United States dollars)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	1	CON_USD	Constant USD	119.44003	130.50533	64.47999	56.63347	150.70495	98.89985	52.55672	41.06011	103.2521	268.77558	340.97757	341.73545	428.14212	430.18933	382.54965	279.45334	302.98271	364.66343	2016	302.98271	Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2016 United States dollars)	72	23.81380223	-22.18810073	BWA	Botswana	1	CON_USD	Constant USD	0.46222	0.77422	0.3516	8.02603	5.71873	1.81447	1.79068	0.64513	1.31671	937.39246	21.05245	58.4911	39.47866	11.88958	16.07941	0.1441	31.46906	19.812162	2016	31.46906	Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2016 United States dollars)	74	3.410732868	-54.43295905	BVT	Bouvet Island	1	CON_USD	Constant USD																						
2018.Q2.G.01	DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2016 United States dollars)	76	-53.08432878	-10.77668561	BRA	Brazil	1	CON_USD	Constant USD	557.14135	1518.41225	1470.31841	506.81122	479.16966	193.44189	240.94793	250.61276	516.95776	1070.7788	1917.45214	1238.20876	1281.18703	1110.44502	1518.68784	2295.40256	1689.28833	1579.002156	2016	1689.28833	Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2016 United States dollars)	84	-88.70199554	17.19965901	BLZ	Belize	1	CON_USD	Constant USD	13.71971	3.10012	3.62374	2.42538	1.50855	0.88393	0.21108	0.10824	0.81112	6.64357	7.5719	5.63951	6.02956	11.07982	8.44689	8.0152	17.97718	10.30973	2016	17.97718	Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2016 United States dollars)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	1	CON_USD	Constant USD																						
2018.Q2.G.01	DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2016 United States dollars)	90	160.1584117	-9.622391719	SLB	Solomon Islands	1	CON_USD	Constant USD	8.85364	0.44957	2.77925	2.78028	3.63962	9.32347	13.34867	15.16449	6.75834	13.45429	13.81241	28.94413	29.58332	28.98682	26.39229	33.97272	36.88197	31.163424	2016	36.88197	Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2016 United States dollars)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	1	CON_USD	Constant USD																						
2018.Q2.G.01	DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2016 United States dollars)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	1	CON_USD	Constant USD																						
2018.Q2.G.01	DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2016 United States dollars)	100	25.23763153	42.75731323	BGR	Bulgaria	1	CON_USD	Constant USD																						
2018.Q2.G.01	DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2016 United States dollars)	104	96.51752295	21.19332882	MMR	Myanmar	1	CON_USD	Constant USD	0.0243	7.00201	5.40139	10.00845	1.89953	1.14279	3.24919	2.99592	7.18904	4.15588	5.19955	11.41574	12.05091	254.46862	100.73557	149.68238	259.1645	155.220396	2016	259.1645	Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2016 United States dollars)	108	29.89080992	-3.366387428	BDI	Burundi	1	CON_USD	Constant USD	0.05322	11.95838	4.92817	4.46931	7.28879	8.67983	19.92906	27.46782	47.52144	47.87136	76.69505	70.6325	97.84181	82.14479	93.15036	41.86568	38.68462	70.737452	2016	38.68462	Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2016 United States dollars)	112	28.04940161	53.54193075	BLR	Belarus	1	CON_USD	Constant USD						8.49217	6.79056	9.9664	18.3653	117.54562	70.63977	31.85013	150.8074	190.64219	165.56214	84.28006	120.2043	142.299218	2016	120.2043	Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2016 United States dollars)	116	104.922836	12.71163737	KHM	Cambodia	1	CON_USD	Constant USD	44.55625	117.08723	52.13453	55.6258	52.15856	50.00473	52.79782	65.58489	95.39542	72.57849	122.39284	156.20627	180.50215	190.77098	192.59459	197.466	226.39559	197.545862	2016	226.39559	Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2016 United States dollars)	120	12.7419827	5.692387031	CMR	Cameroon	1	CON_USD	Constant USD	59.20262	170.44259	88.53175	76.91912	140.63329	79.90562	70.575	101.83662	94.46485	149.15008	127.8603	111.19838	209.09256	225.47664	227.2004	154.52704	132.35769	189.730866	2016	132.35769	Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2016 United States dollars)	124	-101.6575058	57.72360191	CAN	Canada	1	CON_USD	Constant USD																						
2018.Q2.G.01	DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2016 United States dollars)	132	-23.63544151	15.07791834	CPV	Cabo Verde	1	CON_USD	Constant USD	21.44037	19.45734	10.91732	23.34081	17.91924	39.61622	38.03483	36.2606	79.34342	87.97176	136.32458	93.4905	64.96728	66.60471	98.14326	64.05645	44.99961	67.754262	2016	44.99961	Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2016 United States dollars)	136	-81.16740559	19.32266656	CYM	Cayman Islands	1	CON_USD	Constant USD																						
2018.Q2.G.01	DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2016 United States dollars)	140	20.93559492	7.003720791	CAF	Central African Republic	1	CON_USD	Constant USD	34.45955	13.12441	12.48699	3.24444	5.58778	4.24925	9.69286	3.31692	5.35804	19.76579	25.64699	70.99704	42.12702	13.97737	12.57929	10.36657	13.90796	18.591642	2016	13.90796	Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2016 United States dollars)	144	80.70489654	7.614693343	LKA	Sri Lanka	1	CON_USD	Constant USD	73.21595	502.96335	90.06422	124.46785	86.03236	126.50223	184.04705	156.16014	287.775	364.47214	429.44467	477.24687	570.07903	487.31812	545.86466	558.71946	534.88371	539.372996	2016	534.88371	Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2016 United States dollars)	148	18.66618401	15.36279341	TCD	Chad	1	CON_USD	Constant USD	170.5147	58.91687	43.93813	59.28545	52.1619	63.94285	36.21854	15.55047	51.61762	52.69731	5.96321	27.95388	21.98953	29.22023	21.07992	58.59636	57.81884	37.740976	2016	57.81884	Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2016 United States dollars)	152	-71.23029019	-35.2652885	CHL	Chile	1	CON_USD	Constant USD	2.49695	36.73507	11.73503	13.88429	8.27368	50.2665	71.20336	46.4721	65.84734	26.92862	94.7101	258.28343	117.93116	46.09228	229.00284	31.60066	254.6685	135.859088	2016	254.6685	Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2016 United States dollars)	156	104.1403375	32.30955217	CHN	China	1	CON_USD	Constant USD	2278.65165	2422.21633	2145.86144	1619.26588	1315.76385	1324.68959	1136.51223	1358.77438	1703.66703	1332.9653	2289.71565	1933.14294	2024.01008	1907.43981	1923.12654	2308.18866	2430.81665	2118.716348	2016	2430.81665	Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2016 United States dollars)	162	105.6426067	-10.4882473	CXR	Christmas Island	1	CON_USD	Constant USD																						
2018.Q2.G.01	DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2016 United States dollars)	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	1	CON_USD	Constant USD																						
2018.Q2.G.01	DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2016 United States dollars)	170	-73.07446751	3.888209046	COL	Colombia	1	CON_USD	Constant USD	37.43487	275.39309	22.07037	140.62986	74.39503	277.17901	318.1702	43.03824	424.55745	551.9461	265.47129	585.82536	187.33934	291.94773	712.95567	833.36742	1862.16203	777.554438	2016	1862.16203	Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2016 United States dollars)	174	43.34234565	-11.66121732	COM	Comoros	1	CON_USD	Constant USD	1.99883	9.2282	3.57222	1.59298	0.85497	4.59604	2.17733	3.72877	1.79442	3.19207	4.75452	1.71212	6.04001	8.57145	9.64714	9.96902	7.38677	8.322878	2016	7.38677	Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2016 United States dollars)	175	45.14015057	-12.82217691	MYT	Mayotte	1	CON_USD	Constant USD		9.19748	15.10083	11.07333	29.99324		0.77118	16.37946	10.18419	20.92437	39.02523								2010	39.02523	Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2016 United States dollars)	178	15.22052612	-0.840544119	COG	Congo	1	CON_USD	Constant USD	0.52665	13.87359	3.64085	7.20756	17.17766	9.87252	11.7025	27.89317	26.82687	20.4514	11.72235	29.6083	40.07194	17.43812	18.56677	18.79591	17.35639	22.445826	2016	17.35639	Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2016 United States dollars)	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	1	CON_USD	Constant USD	2.75309	42.88536	186.74128	101.39003	98.86947	155.47153	155.74693	125.90299	193.55709	351.1202	193.20012	243.62844	319.5204	395.46762	388.08356	366.05428	330.58197	359.941566	2016	330.58197	Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TOF_INFRAL	Total official flows for infrastructure, by recipient countries (millions of constant 2016 United States dollars)	184	-159.7711391	-21.22696458	COK	Cook Islands	1	CON_USD	Constant USD	0.93559	1.14903	0.20884	0.71342	0.08888	0.04677	0.0341	0.05101	0.00637	0.84577	1.50724	10.03062	14.14169	1.15288	11.55439	9.89291	0.50438	7.44925	2016	0.50438	Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
