series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Units description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SL_EMP_GTOTL	Labour share of GDP, comprising wages and social protection transfers (%)	4	66.02688198	33.83160199	AFG	Afghanistan	1	PERCENT	Percentage																							
2018.Q2.G.01	SL_EMP_GTOTL	Labour share of GDP, comprising wages and social protection transfers (%)	8	20.06660928	41.13897007	ALB	Albania	1	PERCENT	Percentage																							
2018.Q2.G.01	SL_EMP_GTOTL	Labour share of GDP, comprising wages and social protection transfers (%)	10	21.47585697	-80.40897662	ATA	Antarctica	1	PERCENT	Percentage																							
2018.Q2.G.01	SL_EMP_GTOTL	Labour share of GDP, comprising wages and social protection transfers (%)	12	2.678164227	28.15940032	DZA	Algeria	1	PERCENT	Percentage																							
2018.Q2.G.01	SL_EMP_GTOTL	Labour share of GDP, comprising wages and social protection transfers (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	1	PERCENT	Percentage																							
2018.Q2.G.01	SL_EMP_GTOTL	Labour share of GDP, comprising wages and social protection transfers (%)	20	1.576257417	42.54548611	AND	Andorra	1	PERCENT	Percentage																							
2018.Q2.G.01	SL_EMP_GTOTL	Labour share of GDP, comprising wages and social protection transfers (%)	24	17.57817062	-12.33724746	AGO	Angola	1	PERCENT	Percentage																							
2018.Q2.G.01	SL_EMP_GTOTL	Labour share of GDP, comprising wages and social protection transfers (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	1	PERCENT	Percentage																							
2018.Q2.G.01	SL_EMP_GTOTL	Labour share of GDP, comprising wages and social protection transfers (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	1	PERCENT	Percentage														18.6	19.3	21.7			19.8666666666667	2015	21.7	ILOSTAT - SNA - National Accounts	C
2018.Q2.G.01	SL_EMP_GTOTL	Labour share of GDP, comprising wages and social protection transfers (%)	32	-65.14563274	-35.19446255	ARG	Argentina	1	PERCENT	Percentage																							
2018.Q2.G.01	SL_EMP_GTOTL	Labour share of GDP, comprising wages and social protection transfers (%)	36	134.3499412	-25.57717202	AUS	Australia	1	PERCENT	Percentage	54.7	53.9	53.9	53.3	53.5	52.9	52.8	53	51.6	52	52	52.5	52.8	52.5	52.8	53.2	51.6	49.2	51.86	2017	49.2	ILOSTAT - AMECO estimates	E
2018.Q2.G.01	SL_EMP_GTOTL	Labour share of GDP, comprising wages and social protection transfers (%)	40	14.14172472	47.58704857	AUT	Austria	1	PERCENT	Percentage	56	55.5	55	55.1	54.1	53.3	53	52.4	53.4	55	54.6	54	54.5	55	55	54.6	55.1	54.8	54.9	2017	54.8	ILOSTAT - AMECO estimates	E
2018.Q2.G.01	SL_EMP_GTOTL	Labour share of GDP, comprising wages and social protection transfers (%)	44	-78.05111663	24.69546597	BHS	Bahamas	1	PERCENT	Percentage																							
2018.Q2.G.01	SL_EMP_GTOTL	Labour share of GDP, comprising wages and social protection transfers (%)	48	50.5490754	26.04407747	BHR	Bahrain	1	PERCENT	Percentage																							
2018.Q2.G.01	SL_EMP_GTOTL	Labour share of GDP, comprising wages and social protection transfers (%)	50	89.17660788	22.86961622	BGD	Bangladesh	1	PERCENT	Percentage																							
2018.Q2.G.01	SL_EMP_GTOTL	Labour share of GDP, comprising wages and social protection transfers (%)	51	44.93839317	40.29499741	ARM	Armenia	1	PERCENT	Percentage																							
2018.Q2.G.01	SL_EMP_GTOTL	Labour share of GDP, comprising wages and social protection transfers (%)	52	-59.5346489	13.13648273	BRB	Barbados	1	PERCENT	Percentage																							
2018.Q2.G.01	SL_EMP_GTOTL	Labour share of GDP, comprising wages and social protection transfers (%)	56	4.660976456	50.64104975	BEL	Belgium	1	PERCENT	Percentage	60	61.3	61.4	60.9	59.2	58.7	58.6	58.4	60	61.5	59.9	60.3	61.2	61.7	61.3	60.4	59.4	58.7	60.3	2017	58.7	ILOSTAT - AMECO estimates	E
2018.Q2.G.01	SL_EMP_GTOTL	Labour share of GDP, comprising wages and social protection transfers (%)	60	-64.78155012	32.27881922	BMU	Bermuda	1	PERCENT	Percentage																							
2018.Q2.G.01	SL_EMP_GTOTL	Labour share of GDP, comprising wages and social protection transfers (%)	64	90.45098484	27.39598568	BTN	Bhutan	1	PERCENT	Percentage																							
2018.Q2.G.01	SL_EMP_GTOTL	Labour share of GDP, comprising wages and social protection transfers (%)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	1	PERCENT	Percentage																							
2018.Q2.G.01	SL_EMP_GTOTL	Labour share of GDP, comprising wages and social protection transfers (%)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	1	PERCENT	Percentage																							
2018.Q2.G.01	SL_EMP_GTOTL	Labour share of GDP, comprising wages and social protection transfers (%)	72	23.81380223	-22.18810073	BWA	Botswana	1	PERCENT	Percentage																							
2018.Q2.G.01	SL_EMP_GTOTL	Labour share of GDP, comprising wages and social protection transfers (%)	74	3.410732868	-54.43295905	BVT	Bouvet Island	1	PERCENT	Percentage																							
