GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,Age_Code,Age_Desc,ReportingType_Code,ReportingType_Desc,Nature_Code,Nature_Desc,Units_Code,Units_Desc,GeoArea_Code,GeoArea_Desc,Year,TimeDetail,Value,ValueType,Source,Footnotes,ISO3CD,X,Y
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2,"End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.1,Proportion of children aged 1-17 years who experienced any physical punishment and/or psychological aggression by caregivers in the past month,1,VC_VAW_PHYPYV,Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years),2019.Q1.G.01,1-14,1 to 14 years old,G,Global,C,Country data,PER_POP_1T14Y,% of children aged 1-14 years,4,Afghanistan,2011.0,,74.40,Float,MICS,Refers to children aged 2-14 years,AFG,66.02688198,33.83160199
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2,"End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.1,Proportion of children aged 1-17 years who experienced any physical punishment and/or psychological aggression by caregivers in the past month,1,VC_VAW_PHYPYV,Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years),2019.Q1.G.01,1-14,1 to 14 years old,G,Global,C,Country data,PER_POP_1T14Y,% of children aged 1-14 years,8,Albania,2009.0,,76.90,Float,DHS,Refers to children aged 2-14 years,ALB,20.06660928,41.13897007
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2,"End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.1,Proportion of children aged 1-17 years who experienced any physical punishment and/or psychological aggression by caregivers in the past month,1,VC_VAW_PHYPYV,Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years),2019.Q1.G.01,1-14,1 to 14 years old,G,Global,C,Country data,PER_POP_1T14Y,% of children aged 1-14 years,12,Algeria,2013.0,,86.30,Float,MICS,Refers to children aged 2-14 years,DZA,2.678164227,28.15940032
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2,"End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.1,Proportion of children aged 1-17 years who experienced any physical punishment and/or psychological aggression by caregivers in the past month,1,VC_VAW_PHYPYV,Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years),2019.Q1.G.01,1-14,1 to 14 years old,G,Global,C,Country data,PER_POP_1T14Y,% of children aged 1-14 years,32,Argentina,2012.0,,72.40,Float,MICS,Refers to children aged 2-14 years,ARG,-65.14563274,-35.19446255
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2,"End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.1,Proportion of children aged 1-17 years who experienced any physical punishment and/or psychological aggression by caregivers in the past month,1,VC_VAW_PHYPYV,Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years),2019.Q1.G.01,1-14,1 to 14 years old,G,Global,C,Country data,PER_POP_1T14Y,% of children aged 1-14 years,51,Armenia,2016.0,,68.90,Float,DHS,,ARM,44.93839317,40.29499741
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2,"End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.1,Proportion of children aged 1-17 years who experienced any physical punishment and/or psychological aggression by caregivers in the past month,1,VC_VAW_PHYPYV,Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years),2019.Q1.G.01,1-14,1 to 14 years old,G,Global,C,Country data,PER_POP_1T14Y,% of children aged 1-14 years,31,Azerbaijan,2006.0,,76.80,Float,DHS,Refers to children aged 2-14 years,AZE,50.01064725,40.39229544
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2,"End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.1,Proportion of children aged 1-17 years who experienced any physical punishment and/or psychological aggression by caregivers in the past month,1,VC_VAW_PHYPYV,Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years),2019.Q1.G.01,1-14,1 to 14 years old,G,Global,C,Country data,PER_POP_1T14Y,% of children aged 1-14 years,50,Bangladesh,2013.0,,82.30,Float,MICS,,BGD,89.17660788,22.86961622
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2,"End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.1,Proportion of children aged 1-17 years who experienced any physical punishment and/or psychological aggression by caregivers in the past month,1,VC_VAW_PHYPYV,Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years),2019.Q1.G.01,1-14,1 to 14 years old,G,Global,C,Country data,PER_POP_1T14Y,% of children aged 1-14 years,52,Barbados,2012.0,,75.10,Float,MICS,Refers to children aged 2-14 years,BRB,-59.5346489,13.13648273
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2,"End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.1,Proportion of children aged 1-17 years who experienced any physical punishment and/or psychological aggression by caregivers in the past month,1,VC_VAW_PHYPYV,Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years),2019.Q1.G.01,1-14,1 to 14 years old,G,Global,C,Country data,PER_POP_1T14Y,% of children aged 1-14 years,112,Belarus,2012.0,,64.50,Float,MICS,Refers to children aged 2-14 years. differs from standard definition,BLR,28.04940161,53.54193075
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2,"End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.1,Proportion of children aged 1-17 years who experienced any physical punishment and/or psychological aggression by caregivers in the past month,1,VC_VAW_PHYPYV,Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years),2019.Q1.G.01,1-14,1 to 14 years old,G,Global,C,Country data,PER_POP_1T14Y,% of children aged 1-14 years,84,Belize,2015.0,,65.10,Float,MICS ,,BLZ,-88.70199554,17.19965901
