"ISO3CD","X","Y","GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","ReportingType_Code","ReportingType_Desc","Units_Code","Units_Desc","Footnotes_2017","Nature_Code_2017","Source_2017","TimeDetail_2017","Value_2017","Latest_Year","Latest_Value"
"HRV","17.95874553","45.45172212","191","Croatia","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.b","By 2020, substantially increase the number of cities and human settlements adopting and implementing integrated policies and plans towards inclusion, resource efficiency, mitigation and adaptation to climate change, resilience to disasters, and develop and implement, in line with the Sendai Framework for Disaster Risk Reduction 2015-2030, holistic disaster risk management at all levels","11.b.2","Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies","2","SG_DSR_SILS","Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","Some of the data has not followed an official validation process and may be subject to revision at a later date.”","C","Sendai Framework Monitoring System as provided by designated national focal points (2018)","","0.00",2017.0,"0.00"
"ECU","-78.37005241","-1.447785891","218","Ecuador","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.b","By 2020, substantially increase the number of cities and human settlements adopting and implementing integrated policies and plans towards inclusion, resource efficiency, mitigation and adaptation to climate change, resilience to disasters, and develop and implement, in line with the Sendai Framework for Disaster Risk Reduction 2015-2030, holistic disaster risk management at all levels","11.b.2","Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies","2","SG_DSR_SILS","Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","Some of the data has not followed an official validation process and may be subject to revision at a later date.”","C","Sendai Framework Monitoring System as provided by designated national focal points (2018)","","42.99",2017.0,"42.99"
"GTM","-91.2312746","15.00273719","320","Guatemala","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.b","By 2020, substantially increase the number of cities and human settlements adopting and implementing integrated policies and plans towards inclusion, resource efficiency, mitigation and adaptation to climate change, resilience to disasters, and develop and implement, in line with the Sendai Framework for Disaster Risk Reduction 2015-2030, holistic disaster risk management at all levels","11.b.2","Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies","2","SG_DSR_SILS","Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","Some of the data has not followed an official validation process and may be subject to revision at a later date.”","C","Sendai Framework Monitoring System as provided by designated national focal points (2018)","","100.00",2017.0,"100.00"
"IRL","-7.121425272","53.25274054","372","Ireland","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.b","By 2020, substantially increase the number of cities and human settlements adopting and implementing integrated policies and plans towards inclusion, resource efficiency, mitigation and adaptation to climate change, resilience to disasters, and develop and implement, in line with the Sendai Framework for Disaster Risk Reduction 2015-2030, holistic disaster risk management at all levels","11.b.2","Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies","2","SG_DSR_SILS","Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","Some of the data has not followed an official validation process and may be subject to revision at a later date.”","C","Sendai Framework Monitoring System as provided by designated national focal points (2018)","","100.00",2017.0,"100.00"
"KAZ","66.65359159","48.01963494","398","Kazakhstan","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.b","By 2020, substantially increase the number of cities and human settlements adopting and implementing integrated policies and plans towards inclusion, resource efficiency, mitigation and adaptation to climate change, resilience to disasters, and develop and implement, in line with the Sendai Framework for Disaster Risk Reduction 2015-2030, holistic disaster risk management at all levels","11.b.2","Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies","2","SG_DSR_SILS","Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","Some of the data has not followed an official validation process and may be subject to revision at a later date.”","C","Sendai Framework Monitoring System as provided by designated national focal points (2018)","","100.00",2017.0,"100.00"
"KOR","127.8610254","36.45201023","410","Republic of Korea","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.b","By 2020, substantially increase the number of cities and human settlements adopting and implementing integrated policies and plans towards inclusion, resource efficiency, mitigation and adaptation to climate change, resilience to disasters, and develop and implement, in line with the Sendai Framework for Disaster Risk Reduction 2015-2030, holistic disaster risk management at all levels","11.b.2","Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies","2","SG_DSR_SILS","Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","Some of the data has not followed an official validation process and may be subject to revision at a later date.”","C","Sendai Framework Monitoring System as provided by designated national focal points (2018)","","100.00",2017.0,"100.00"
"MYS","116.8346314","5.452415309","458","Malaysia","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.b","By 2020, substantially increase the number of cities and human settlements adopting and implementing integrated policies and plans towards inclusion, resource efficiency, mitigation and adaptation to climate change, resilience to disasters, and develop and implement, in line with the Sendai Framework for Disaster Risk Reduction 2015-2030, holistic disaster risk management at all levels","11.b.2","Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies","2","SG_DSR_SILS","Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","Some of the data has not followed an official validation process and may be subject to revision at a later date.”","C","Sendai Framework Monitoring System as provided by designated national focal points (2018)","","0.65",2017.0,"0.65"
"MEX","-102.5148166","23.93378032","484","Mexico","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.b","By 2020, substantially increase the number of cities and human settlements adopting and implementing integrated policies and plans towards inclusion, resource efficiency, mitigation and adaptation to climate change, resilience to disasters, and develop and implement, in line with the Sendai Framework for Disaster Risk Reduction 2015-2030, holistic disaster risk management at all levels","11.b.2","Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies","2","SG_DSR_SILS","Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","Some of the data has not followed an official validation process and may be subject to revision at a later date.”","C","Sendai Framework Monitoring System as provided by designated national focal points (2018)","","75.00",2017.0,"75.00"
"MOZ","38.18479941","-14.27963886","508","Mozambique","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.b","By 2020, substantially increase the number of cities and human settlements adopting and implementing integrated policies and plans towards inclusion, resource efficiency, mitigation and adaptation to climate change, resilience to disasters, and develop and implement, in line with the Sendai Framework for Disaster Risk Reduction 2015-2030, holistic disaster risk management at all levels","11.b.2","Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies","2","SG_DSR_SILS","Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","Some of the data has not followed an official validation process and may be subject to revision at a later date.”","C","Sendai Framework Monitoring System as provided by designated national focal points (2018)","","100.00",2017.0,"100.00"
"ARM","44.93839317","40.29499741","51","Armenia","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.b","By 2020, substantially increase the number of cities and human settlements adopting and implementing integrated policies and plans towards inclusion, resource efficiency, mitigation and adaptation to climate change, resilience to disasters, and develop and implement, in line with the Sendai Framework for Disaster Risk Reduction 2015-2030, holistic disaster risk management at all levels","11.b.2","Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies","2","SG_DSR_SILS","Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","Some of the data has not followed an official validation process and may be subject to revision at a later date.”","C","Sendai Framework Monitoring System as provided by designated national focal points (2018)","","16.02",2017.0,"16.02"
