ISO3CD,X,Y,GeoArea_Code,GeoArea_Desc,GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,ReportingType_Code,ReportingType_Desc,Units_Code,Units_Desc,Footnotes_2017,Nature_Code_2017,Source_2017,TimeDetail_2017,Value_2017,Latest_Year,Latest_Value
HRV,17.95874553,45.45172212,191,Croatia,1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",1.5.3,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015-2030,1,SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,2019.Q1.G.01,G,Global,INDEX,Index,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,C,Sendai Framework Monitoring System as provided by designated national focal points (2018),,0,2017.0,0
GTM,-91.2312746,15.00273719,320,Guatemala,1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",1.5.3,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015-2030,1,SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,2019.Q1.G.01,G,Global,INDEX,Index,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,C,Sendai Framework Monitoring System as provided by designated national focal points (2018),,0.75,2017.0,0.75
IRL,-7.121425272,53.25274054,372,Ireland,1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",1.5.3,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015-2030,1,SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,2019.Q1.G.01,G,Global,INDEX,Index,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,C,Sendai Framework Monitoring System as provided by designated national focal points (2018),,0.4,2017.0,0.4
KOR,127.8610254,36.45201023,410,Republic of Korea,1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",1.5.3,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015-2030,1,SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,2019.Q1.G.01,G,Global,INDEX,Index,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,C,Sendai Framework Monitoring System as provided by designated national focal points (2018),,0.9,2017.0,0.9
MYS,116.8346314,5.452415309,458,Malaysia,1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",1.5.3,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015-2030,1,SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,2019.Q1.G.01,G,Global,INDEX,Index,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,C,Sendai Framework Monitoring System as provided by designated national focal points (2018),,0.15,2017.0,0.15
MEX,-102.5148166,23.93378032,484,Mexico,1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",1.5.3,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015-2030,1,SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,2019.Q1.G.01,G,Global,INDEX,Index,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,C,Sendai Framework Monitoring System as provided by designated national focal points (2018),,0.9,2017.0,0.9
MOZ,38.18479941,-14.27963886,508,Mozambique,1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",1.5.3,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015-2030,1,SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,2019.Q1.G.01,G,Global,INDEX,Index,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,C,Sendai Framework Monitoring System as provided by designated national focal points (2018),,0.675,2017.0,0.675
ARM,44.93839317,40.29499741,51,Armenia,1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",1.5.3,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015-2030,1,SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,2019.Q1.G.01,G,Global,INDEX,Index,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,C,Sendai Framework Monitoring System as provided by designated national focal points (2018),,1,2017.0,1
NZL,170.4755673,-43.98721568,554,New Zealand,1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",1.5.3,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015-2030,1,SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,2019.Q1.G.01,G,Global,INDEX,Index,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,C,Sendai Framework Monitoring System as provided by designated national focal points (2018),,0.875,2017.0,0.875
NOR,11.47846389,61.34311134,578,Norway,1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",1.5.3,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015-2030,1,SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,2019.Q1.G.01,G,Global,INDEX,Index,Some of the data has not followed an official validation process and may be subject to revision at a later date.”,C,Sendai Framework Monitoring System as provided by designated national focal points (2018),,0.9,2017.0,0.9
