series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Type of product	Units description	Type of product description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	4	66.02688198	33.83160199	AFG	Afghanistan	1	TONNES	NMC	tonnes	Non-metallic minerals - construction dominant	333663.8	168831.9	201398.28	234964.66	231964.66	198398.28	330663.8	198398.28	290665.1948	822928.006	2869950.6906	2801258.56	2618412.51511	3890742.95622	2429470.04633	2457899.04495	2486328.04359	2514757.04221	2755839.42666	2017	2514757.04221	Environment Live Global Material Flows Database	C
2018.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	4	66.02688198	33.83160199	AFG	Afghanistan	2	TONNES	CPR	tonnes	Crop residues	3644552.38	3978573.01	6658234.18	7530621.82	6519517.5	9250766.78	8083286	9865515.83	7033549.2	10936457.23	9975669.35	7997307.65	10662926.25	10956990.925	11332471.56	11797708.1495	12262944.739	12728181.3286	11815659.34042	2017	12728181.3286	Environment Live Global Material Flows Database	C
2018.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	4	66.02688198	33.83160199	AFG	Afghanistan	3	TONNES	CRO	tonnes	Crops	5457214	4982030	5664336	6945939	7608693	6518511	9127191	8509290	9645728	8330716	11396771	10201945	9408891	10749558	11187033	11589306.2357	12042378.6571	12948523.5	11703359.87856	2017	12948523.5	Environment Live Global Material Flows Database	C
2018.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	4	66.02688198	33.83160199	AFG	Afghanistan	4	TONNES	MEO	tonnes	Metal ores	5345	5682	6136	6364	6591	6818	7273	6491	46049.289	32980.005	79252.229	106188.358	107903.62192	117302.88583	123300.14975	129718.82795	136137.50616	142556.18436	129803.11081	2017	142556.18436	Environment Live Global Material Flows Database	C
2018.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	4	66.02688198	33.83160199	AFG	Afghanistan	5	TONNES	WOD	tonnes	Wood	46019335.3448	41437982.5538	46058801.729	46887289.9698	47036995.4314	51762886.0765	46145639.1814	48328616.3576	48124030.2371	57089241.1382	59721106.5723	58080053.3749	62204952.1814	63727415.5978	63887679.4722	65190565.7173	66527209.4717	67863853.2262	65439344.69704	2017	67863853.2262	Environment Live Global Material Flows Database	C
2018.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	4	66.02688198	33.83160199	AFG	Afghanistan	6	TONNES	NMM	tonnes	Non-metallic minerals	361663.8	196831.9	229398.28	262964.66	259964.66	199898.28	332163.8	199898.28	583229.1948	1145561.196	3039265.5546	2938007.21	2737231.65583	3991982.58767	2514960.1685	2539168.69397	2563377.21946	2587585.74494	2839414.882908	2017	2587585.74494	Environment Live Global Material Flows Database	C
2018.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	4	66.02688198	33.83160199	AFG	Afghanistan	7	TONNES	BIM	tonnes	Biomass	45569426.5292	41132968.2111	45602089.0935	46412986.7173	46652865.1945	51402371.2444	45651105.7889	47766146.9796	47038881.9026	55310953.5043	55777838.5574	54197769.5756	58497430.2543	58162420.7233	59623398.8822	60794941.6084	62000241.844	63205542.0797	60757309.02752	2017	63205542.0797	Environment Live Global Material Flows Database	C
2018.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	4	66.02688198	33.83160199	AFG	Afghanistan	8	TONNES	WCH	tonnes	Wild catch and harvest	1847650.96	1869794.12	1925978.4	1989078.6	2073592.1	2102175.66	2146577.4	2188895.2	2158519.58	2256605.52	2294125.68	2350762.58	2335416.44	2324985.74	2327779.32	2327779.32	2361536.82936	2395294.33871	2347475.109614	2017	2395294.33871	Environment Live Global Material Flows Database	C
2018.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	4	66.02688198	33.83160199	AFG	Afghanistan	9	TONNES	FOF	tonnes	Fossil fuels	82900.01563	102500.44272	221178.35549	204974.59248	117574.57685	153798.55214	155096.59248	356080.098	455869.8507	599746.4329	824750.2313	838088.2313	862386.6493	1455709.401	1626020.27174	1726736.58691	1827452.90209	1928169.21726	1712817.6758	2017	1928169.21726	Environment Live Global Material Flows Database	C
2018.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	4	66.02688198	33.83160199	AFG	Afghanistan	10	TONNES	GAS	tonnes	Natural gas	81900	76500	200178	169974	83574	120798	120096	113076	108864	99738	99738	113076	112374	108517.401	108274.67174	108031.94248	107789.21322	107546.48396	108031.94248	2017	107546.48396	Environment Live Global Material Flows Database	C
2018.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	4	66.02688198	33.83160199	AFG	Afghanistan	11	TONNES	NMA	tonnes	Non-metallic minerals - industrial or agricultural dominant	28000	28000	28000	28000	28000	1500	1500	1500	292564	328374.5	177390.181	178568.609	178678.42422	179138.23945	181428.05467	195246.90602	209065.75737	222884.60873	197552.713248	2017	222884.60873	Environment Live Global Material Flows Database	C
2018.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	4	66.02688198	33.83160199	AFG	Afghanistan	12	TONNES	COL	tonnes	Coal	1000.01563	26000.44272	21000.35549	35000.59248	34000.57685	33000.55214	35000.59248	243004.098	347005.8507	500008.4329	725012.2313	725012.2313	750012.6493	1347192	1517745.6	1618704.64443	1719663.68887	1820622.7333	1604785.73332	2017	1820622.7333	Environment Live Global Material Flows Database	C
2018.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	4	66.02688198	33.83160199	AFG	Afghanistan	13	TONNES	GBO	tonnes	Grazed biomass and fodder crops	35095193.1892	29620265.0811	30071937.5135	29284593.2973	31541244.5945	30922237.8044	26911952.3889	26066007.9496	29516097.1226	30721119.7543	33306089.5274	34440808.3456	34749529.5643	33693411.0583	34373841.7665	34627075.4818	34880309.1971	35133542.9124	34541636.08322	2017	35133542.9124	Environment Live Global Material Flows Database	C
2018.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	4	66.02688198	33.83160199	AFG	Afghanistan	14	TONNES	NFO	tonnes	Non-ferrous ores									39558.289	26906.102	74319.499	101564.087	103103.0033	104641.91959	106180.83589	107719.75218	109258.66848	110797.58477	107719.752182	2017	110797.58477	Environment Live Global Material Flows Database	C
2018.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	4	66.02688198	33.83160199	AFG	Afghanistan	15	TONNES	FEO	tonnes	Ferrous ores									39558.289	26906.102	74319.499	101564.087	103103.0033	104641.91959	106180.83589	107719.75218	109258.66848	110797.58477	107719.752182	2017	110797.58477	Environment Live Global Material Flows Database	C
2018.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	4	66.02688198	33.83160199	AFG	Afghanistan	16	TONNES	PET	tonnes	Petroleum											9									2010	9	Environment Live Global Material Flows Database	C
2018.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	4	66.02688198	33.83160199	AFG	Afghanistan	17	TONNES	RAW	tonnes	All raw materials																							
2018.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	4	66.02688198	33.83160199	AFG	Afghanistan	18	TONNES	ONT	tonnes	Oil shale and tar sands																							
2018.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	8	20.06660928	41.13897007	ALB	Albania	1	TONNES	NMC	tonnes	Non-metallic minerals - construction dominant	11169256.687	13353308.357	12899134.59	16021995.663	22405572.295	19515587.585	18786189.733	14516845.604	16513617.543	23583701.578	15386789.592	14696824.485	15472035.3212	14825671.7883	16809849.3505	17376766.4406	17943683.5306	18598788.9425	17110952.0105	2017	18598788.9425	Environment Live Global Material Flows Database	C
2018.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	8	20.06660928	41.13897007	ALB	Albania	2	TONNES	CPR	tonnes	Crop residues	831721.75	762932.5	758631.1	723171.425	799335	764098.25	786003.8	732744	933147.3	1008982.575	1096447.65	1104147.875	1178405	1159006.25	1171541.36916	1206924.70939	1242308.04962	1277691.38985	1211494.353604	2017	1277691.38985	Environment Live Global Material Flows Database	C
2018.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	8	20.06660928	41.13897007	ALB	Albania	3	TONNES	CRO	tonnes	Crops	2101247	2256916	2268687	2372585	2362311	2500187	2477077	2546375	2498796	2712770	2739975	2992344	3083326	3148322	3025836	3079303.23929	3153278.62857	3301229.40714	3141593.855	2017	3301229.40714	Environment Live Global Material Flows Database	C
2018.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita, by type of raw material (tonnes)	8	20.06660928	41.13897007	ALB	Albania	4	TONNES	MEO	tonnes	Metal ores	305524.205	372040.347	305022.1	250541.211	340796.73795	519166.7036	299307.23091	322187.7716	537675.3363	656751.94359	318709.0727	372037.06179	866055.38827	918742.8448	1057382.2407	1065380.53884	1073378.83696	1081377.1351	1039252.31928	2017	1081377.1351	Environment Live Global Material Flows Database	C
