"GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Freq_Code","Freq_Desc","ReportingType_Code","ReportingType_Desc","Nature_Code","Nature_Desc","Units_Code","Units_Desc","GeoArea_Code","GeoArea_Desc","Year","TimeDetail","Value","ValueType","Source","Footnotes","ISO3CD","X","Y"
"17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVNDI","Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)","2019.Q1.G.01","ANNUAL","Global","G","Global","NA","Data nature not available","PERCENT","Percentage","36","Australia",2017.0,"","84.090909","Float","Organisation for Economic Co-operation and Development (OECD) and United Nations Development Programme (UNDP).","","AUS","134.3499412","-25.57717202"
"17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVNDI","Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)","2019.Q1.G.01","ANNUAL","Global","G","Global","NA","Data nature not available","PERCENT","Percentage","40","Austria",2017.0,"","100","Float","Organisation for Economic Co-operation and Development (OECD) and United Nations Development Programme (UNDP).","","AUT","14.14172472","47.58704857"
"17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVNDI","Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)","2019.Q1.G.01","ANNUAL","Global","G","Global","NA","Data nature not available","PERCENT","Percentage","56","Belgium",2017.0,"","91.304348","Float","Organisation for Economic Co-operation and Development (OECD) and United Nations Development Programme (UNDP).","","BEL","4.660976456","50.64104975"
"17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVNDI","Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)","2019.Q1.G.01","ANNUAL","Global","G","Global","NA","Data nature not available","PERCENT","Percentage","124","Canada",2017.0,"","72.44898","Float","Organisation for Economic Co-operation and Development (OECD) and United Nations Development Programme (UNDP).","","CAN","-101.6575058","57.72360191"
"17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVNDI","Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)","2019.Q1.G.01","ANNUAL","Global","G","Global","NA","Data nature not available","PERCENT","Percentage","156","China",2017.0,"","100","Float","Organisation for Economic Co-operation and Development (OECD) and United Nations Development Programme (UNDP).","","CHN","104.1403375","32.30955217"
"17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVNDI","Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)","2019.Q1.G.01","ANNUAL","Global","G","Global","NA","Data nature not available","PERCENT","Percentage","170","Colombia",2017.0,"","100","Float","Organisation for Economic Co-operation and Development (OECD) and United Nations Development Programme (UNDP).","","COL","-73.07446751","3.888209046"
"17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVNDI","Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)","2019.Q1.G.01","ANNUAL","Global","G","Global","NA","Data nature not available","PERCENT","Percentage","203","Czechia",2017.0,"","100","Float","Organisation for Economic Co-operation and Development (OECD) and United Nations Development Programme (UNDP).","","CZE","15.33151382","49.73913871"
"17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVNDI","Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)","2019.Q1.G.01","ANNUAL","Global","G","Global","NA","Data nature not available","PERCENT","Percentage","208","Denmark",2017.0,"","78.26087","Float","Organisation for Economic Co-operation and Development (OECD) and United Nations Development Programme (UNDP).","","DNK","9.326571283","56.03829721"
"17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVNDI","Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)","2019.Q1.G.01","ANNUAL","Global","G","Global","NA","Data nature not available","PERCENT","Percentage","222","El Salvador",2017.0,"","100","Float","Organisation for Economic Co-operation and Development (OECD) and United Nations Development Programme (UNDP).","","SLV","-88.86862995","13.73603564"
"17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.15","Respect each country's policy space and leadership to establish and implement policies for poverty eradication and sustainable development","17.15.1","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","1","SG_PLN_PRVNDI","Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)","2019.Q1.G.01","ANNUAL","Global","G","Global","NA","Data nature not available","PERCENT","Percentage","246","Finland",2017.0,"","88.888889","Float","Organisation for Economic Co-operation and Development (OECD) and United Nations Development Programme (UNDP).","","FIN","23.308447","61.91586738"
