series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Units description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	EN_ATM_CO2MVA	Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2010 United States dollars)	4	66.02688198	33.83160199	AFG	Afghanistan	1	KG_PER_CON_USD	Kilograms per constant USD																					
2018.Q2.G.01	EN_ATM_CO2MVA	Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2010 United States dollars)	8	20.06660928	41.13897007	ALB	Albania	1	KG_PER_CON_USD	Kilograms per constant USD	0.67762	1.60183	1.23007	1.03107	0.97253	0.85397	1.13331	0.83835	0.88275	1.20109	1.6916	1.25284	0.82523	0.92896	1.2112	0.92944	1.029534	2015	0.92944	UNIDO MVA 2018 Database. Available at https://stat.unido.org. IEA/OECD CO2 Emissions from Fuel Combustion Statistics 2017.	M
2018.Q2.G.01	EN_ATM_CO2MVA	Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2010 United States dollars)	10	21.47585697	-80.40897662	ATA	Antarctica	1	KG_PER_CON_USD	Kilograms per constant USD																					
2018.Q2.G.01	EN_ATM_CO2MVA	Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2010 United States dollars)	12	2.678164227	28.15940032	DZA	Algeria	1	KG_PER_CON_USD	Kilograms per constant USD	0.78224	0.75066	0.77217	0.85699	0.951	0.87772	0.90753	1.00742	0.93398	1.06796	0.99562	1.00114	0.97476	0.9123	0.88445	0.87487	0.929504	2015	0.87487	UNIDO MVA 2018 Database. Available at https://stat.unido.org. IEA/OECD CO2 Emissions from Fuel Combustion Statistics 2017.	M
2018.Q2.G.01	EN_ATM_CO2MVA	Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2010 United States dollars)	16	-170.7187269	-14.30587306	ASM	American Samoa	1	KG_PER_CON_USD	Kilograms per constant USD																					
2018.Q2.G.01	EN_ATM_CO2MVA	Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2010 United States dollars)	20	1.576257417	42.54548611	AND	Andorra	1	KG_PER_CON_USD	Kilograms per constant USD																					
2018.Q2.G.01	EN_ATM_CO2MVA	Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2010 United States dollars)	24	17.57817062	-12.33724746	AGO	Angola	1	KG_PER_CON_USD	Kilograms per constant USD	1.23295	1.14471	1.19356	1.15569	1.07128	0.82955	0.79858	0.91596	0.79933	0.62377	0.49921	0.40996	0.29421	0.15084	0.12061	0.22778	0.24068	2015	0.22778	UNIDO MVA 2018 Database. Available at https://stat.unido.org. IEA/OECD CO2 Emissions from Fuel Combustion Statistics 2017.	M
2018.Q2.G.01	EN_ATM_CO2MVA	Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2010 United States dollars)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	1	KG_PER_CON_USD	Kilograms per constant USD																					
2018.Q2.G.01	EN_ATM_CO2MVA	Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2010 United States dollars)	31	50.01064725	40.39229544	AZE	Azerbaijan	1	KG_PER_CON_USD	Kilograms per constant USD	1.86916	1.4965	1.79809	1.03118	0.7686	0.5193	0.47637	0.86449	0.88063	0.54567	0.47173	0.51248	0.59093	0.57876	0.65406	0.6073	0.588706	2015	0.6073	UNIDO MVA 2018 Database. Available at https://stat.unido.org. IEA/OECD CO2 Emissions from Fuel Combustion Statistics 2017.	M
2018.Q2.G.01	EN_ATM_CO2MVA	Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2010 United States dollars)	32	-65.14563274	-35.19446255	ARG	Argentina	1	KG_PER_CON_USD	Kilograms per constant USD	0.57568	0.63294	0.67979	0.63746	0.64094	0.57625	0.57573	0.53694	0.50746	0.50784	0.46655	0.43198	0.42394	0.41449	0.4603	0.46065	0.438272	2015	0.46065	UNIDO MVA 2018 Database. Available at https://stat.unido.org. IEA/OECD CO2 Emissions from Fuel Combustion Statistics 2017.	M
