"GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Value_2000.0","Value_2001.0","Value_2002.0","Value_2003.0","Value_2004.0","Value_2005.0","Value_2006.0","Value_2007.0","Value_2008.0","Value_2009.0","Value_2010.0","Value_2011.0","Value_2012.0","Value_2013.0","Value_2014.0","Value_2015.0","Value_2016.0","Latest_Year","Latest_Value","Nature_Desc","Source","Footnotes"
"1","World","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","3.01692","0.68555","0.93813","1.67125","3.037","2.55045","3.01414","2.92795","0.54422","-2.92051","3.03302","1.9179","1.22519","1.37399","1.63584","1.59705","1.29588",2016.0,"1.29588","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",""
"2","Africa","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","1.22154","1.5291","3.75195","2.99418","3.46637","3.39177","3.11637","3.41103","2.90209","0.75032","2.59572","-1.25248","2.80165","-0.25707","1.15731","0.78463","-0.74349",2016.0,"-0.74349","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",""
"5","South America","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","1.82089","-0.41088","-1.41575","0.16728","5.84141","3.69043","4.2621","5.45901","3.79953","-2.07015","5.24283","3.59488","1.49079","2.14199","-0.67863","-2.86988","-4.27155",2016.0,"-4.27155","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",""
"9","Oceania","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.56367","2.37325","1.83039","2.69863","1.64289","1.37725","1.85026","1.87576","-0.39768","0.17343","0.56633","1.82456","0.94921","0.99143","1.03287","1.38345","0.62635",2016.0,"0.62635","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",""
"11","Western Africa","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","1.17096","1.62265","12.20865","5.46411","5.47121","3.23593","2.83207","3.07568","3.27612","3.19017","4.39788","2.16568","2.45558","2.96527","3.28306","0.53143","-2.32069",2016.0,"-2.32069","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",""
"13","Central America","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","3.19467","-1.57574","-1.10994","0.26625","2.50907","1.04132","3.07028","1.21489","-0.12188","-6.2513","3.31211","2.313","2.2656","0.19956","1.55848","1.99936","1.64711",2016.0,"1.64711","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",""
"14","Eastern Africa","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","-0.24417","1.96035","-0.60766","0.92715","3.15804","3.47164","3.29648","4.36411","7.76799","3.99354","4.26718","4.05547","-0.89582","3.96244","3.74752","2.8902","1.95436",2016.0,"1.95436","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",""
"15","Northern Africa","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","2.42167","2.47835","1.69356","4.41307","2.69172","3.87279","3.60257","3.25962","6.44962","2.22406","2.77233","-7.35429","6.45738","-4.6746","-0.44444","2.38244","1.52536",2016.0,"1.52536","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",""
"17","Middle Africa","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","-1.09886","2.517","5.09837","1.23041","6.52351","5.405","3.21209","6.66232","4.63102","-1.35949","0.96763","1.33481","4.04344","0.30217","1.65768","-1.02067","-3.03996",2016.0,"-3.03996","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",""
"18","Southern Africa","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","2.48048","1.16851","2.36685","1.7382","3.39857","3.90589","4.53873","4.30002","2.1717","-2.72014","2.0391","2.03741","0.9562","1.38441","0.45407","-0.04251","-0.90333",2016.0,"-0.90333","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",""
"19","Americas","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","2.73762","-0.23634","0.32196","1.29107","3.0553","2.36581","2.06125","1.47014","-0.36752","-3.65301","2.24218","1.31776","1.29423","1.00705","1.18883","0.92858","-0.20496",2016.0,"-0.20496","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",""
"21","Northern America","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","3.06194","0.04396","0.95934","1.80624","2.81274","2.40675","1.71495","0.84768","-1.10409","-3.67571","1.70299","0.93104","1.39868","1.01284","1.83305","1.93405","0.74989",2016.0,"0.74989","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",""
"29","Caribbean","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","2.95834","2.84442","1.12154","0.89269","2.36003","2.55985","4.03807","2.31843","0.17778","-2.06097","1.01019","0.56272","0.65146","1.00121","0.67645","1.48299","-0.21885",2016.0,"-0.21885","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",""
"30","Eastern Asia","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","4.2577","2.11578","2.7672","3.59736","4.50688","4.57996","5.17934","6.12494","2.91777","0.70942","6.89239","4.21662","4.06556","4.39674","3.67331","3.67682","4.01411",2016.0,"4.01411","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",""
"34","Southern Asia","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","2.27969","2.10679","3.10396","6.00193","5.03248","5.70811","6.19365","7.19832","1.57764","4.68848","6.85136","4.15868","1.65012","3.63149","5.2859","4.71792","6.47563",2016.0,"6.47563","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",""
"35","South-Eastern Asia","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.1","Sustain per capita economic growth in accordance with national circumstances and, in particular, at least 7 per cent gross domestic product growth per annum in the least developed countries","8.1.1","Annual growth rate of real GDP per capita","1","NY_GDP_PCAP","Annual growth rate of real GDP per capita (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","4.39139","1.37203","3.61253","4.16813","5.05904","4.36252","4.71979","5.33988","3.14568","0.7472","6.50064","3.61064","4.62153","3.76622","3.2086","3.32012","3.56057",2016.0,"3.56057","Country adjusted data","United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",""
