GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,ReportingType_Code,ReportingType_Desc,Nature_Code,Nature_Desc,Units_Code,Units_Desc,GeoArea_Code,GeoArea_Desc,Year,TimeDetail,Value,ValueType,Source,Footnotes,ISO3CD,X,Y
9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.5,"Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending",9.5.1,Research and development expenditure as a proportion of GDP,1,GB_XPD_RSDV,Research and development expenditure as a proportion of GDP (%),2019.Q1.G.01,G,Global,C,Country data,PERCENT,Percentage,8,Albania,2007.0,,0.09,Float,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics, Partial data,ALB,20.06660928,41.13897007
9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.5,"Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending",9.5.1,Research and development expenditure as a proportion of GDP,1,GB_XPD_RSDV,Research and development expenditure as a proportion of GDP (%),2019.Q1.G.01,G,Global,C,Country data,PERCENT,Percentage,8,Albania,2008.0,,0.15,Float,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics, Partial data,ALB,20.06660928,41.13897007
9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.5,"Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending",9.5.1,Research and development expenditure as a proportion of GDP,1,GB_XPD_RSDV,Research and development expenditure as a proportion of GDP (%),2019.Q1.G.01,G,Global,C,Country data,PERCENT,Percentage,12,Algeria,2001.0,,0.23,Float,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics, Partial data,DZA,2.678164227,28.15940032
9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.5,"Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending",9.5.1,Research and development expenditure as a proportion of GDP,1,GB_XPD_RSDV,Research and development expenditure as a proportion of GDP (%),2019.Q1.G.01,G,Global,C,Country data,PERCENT,Percentage,12,Algeria,2002.0,,0.37,Float,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics, Partial data,DZA,2.678164227,28.15940032
9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.5,"Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending",9.5.1,Research and development expenditure as a proportion of GDP,1,GB_XPD_RSDV,Research and development expenditure as a proportion of GDP (%),2019.Q1.G.01,G,Global,C,Country data,PERCENT,Percentage,12,Algeria,2003.0,,0.20,Float,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics, Partial data,DZA,2.678164227,28.15940032
9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.5,"Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending",9.5.1,Research and development expenditure as a proportion of GDP,1,GB_XPD_RSDV,Research and development expenditure as a proportion of GDP (%),2019.Q1.G.01,G,Global,C,Country data,PERCENT,Percentage,12,Algeria,2004.0,,0.16,Float,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics, Partial data,DZA,2.678164227,28.15940032
9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.5,"Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending",9.5.1,Research and development expenditure as a proportion of GDP,1,GB_XPD_RSDV,Research and development expenditure as a proportion of GDP (%),2019.Q1.G.01,G,Global,C,Country data,PERCENT,Percentage,12,Algeria,2005.0,,0.07,Float,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics, Partial data,DZA,2.678164227,28.15940032
9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.5,"Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending",9.5.1,Research and development expenditure as a proportion of GDP,1,GB_XPD_RSDV,Research and development expenditure as a proportion of GDP (%),2019.Q1.G.01,G,Global,C,Country data,PERCENT,Percentage,16,American Samoa,2003.0,,0.19,Float,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics, Partial data;Break in series with previous year for which data are available,ASM,-170.7187269,-14.30587306
9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.5,"Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending",9.5.1,Research and development expenditure as a proportion of GDP,1,GB_XPD_RSDV,Research and development expenditure as a proportion of GDP (%),2019.Q1.G.01,G,Global,C,Country data,PERCENT,Percentage,16,American Samoa,2004.0,,0.32,Float,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics, Partial data,ASM,-170.7187269,-14.30587306
9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.5,"Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending",9.5.1,Research and development expenditure as a proportion of GDP,1,GB_XPD_RSDV,Research and development expenditure as a proportion of GDP (%),2019.Q1.G.01,G,Global,C,Country data,PERCENT,Percentage,16,American Samoa,2005.0,,0.36,Float,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics, Partial data,ASM,-170.7187269,-14.30587306
