"GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","TypeOfProduct_Code","TypeOfProduct_Desc","Value_2000.0","Value_2001.0","Value_2002.0","Value_2003.0","Value_2004.0","Value_2005.0","Value_2006.0","Value_2007.0","Value_2008.0","Value_2009.0","Value_2010.0","Value_2011.0","Value_2012.0","Value_2013.0","Value_2014.0","Value_2015.0","Value_2016.0","Value_2017.0","Latest_Year","Latest_Value","Nature_Desc","Source","Footnotes"
"1","World","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.4","Improve progressively, through 2030, global resource efficiency in consumption and production and endeavour to decouple economic growth from environmental degradation, in accordance with the 10-Year Framework of Programmes on Sustainable Consumption and Production, with developed countries taking the lead","8.4.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPT","Domestic material consumption, by type of raw material (tonnes)","2019.Q1.G.01","TONNES","Tonnes","G","Global","BIM","Biomass","15642973638.9609","15780840447.4485","16103967181.0367","16455900560.3156","17120829401.1711","17345003103.6154","17675600508.3989","18371098495.0629","19558727009.9632","19320035730.1244","19698304252.3633","20258277749.4607","20307173098.0935","21173268130.2438","21680934620.0543","21615386113.7118","22044976780.6237","22474816238.8313",2017.0,"22474816238.8313","Estimated data","Environment Live / Global Material Flows Database","NA"
"1","World","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.4","Improve progressively, through 2030, global resource efficiency in consumption and production and endeavour to decouple economic growth from environmental degradation, in accordance with the 10-Year Framework of Programmes on Sustainable Consumption and Production, with developed countries taking the lead","8.4.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPT","Domestic material consumption, by type of raw material (tonnes)","2019.Q1.G.01","TONNES","Tonnes","G","Global","WCH","Wild catch and harvest","88428549.53438","85619841.74131","85920091.33988","83232337.49647","87431204.16273","87283107.93724","85119787.20225","85726701.63842","84812065.65316","85084552.9224","83507600.4908","88099184.77778","84209233.66719","85292895.04645","85691865.14002","85595260.4168","85503615.59061","85396988.09282",2017.0,"85396988.09282","Estimated data","Environment Live / Global Material Flows Database","NA"
"1","World","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.4","Improve progressively, through 2030, global resource efficiency in consumption and production and endeavour to decouple economic growth from environmental degradation, in accordance with the 10-Year Framework of Programmes on Sustainable Consumption and Production, with developed countries taking the lead","8.4.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPT","Domestic material consumption, by type of raw material (tonnes)","2019.Q1.G.01","TONNES","Tonnes","G","Global","RAW","All raw materials","53031559894.5568","53814615474.3875","55259203945.0449","57695764386.3365","60981840752.1551","63394884933.6481","66349014366.9016","69404328896.9541","71177186312.6168","71272500333.5869","75456014160.5378","79165355720.7122","78905661270.9835","81458659684.1901","82953358824.4241","83978783293.0988","86067880409.1222","88179689306.2419",2017.0,"88179689306.2419","Estimated data","Environment Live / Global Material Flows Database","NA"
"1","World","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.4","Improve progressively, through 2030, global resource efficiency in consumption and production and endeavour to decouple economic growth from environmental degradation, in accordance with the 10-Year Framework of Programmes on Sustainable Consumption and Production, with developed countries taking the lead","8.4.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPT","Domestic material consumption, by type of raw material (tonnes)","2019.Q1.G.01","TONNES","Tonnes","G","Global","PET","Petroleum","3539553640.30139","3568618805.946","3588831294.341","3684284466.286","3832009684.231","3853983379.116","3915295726.685","3915472082.931","3972334182.577","3865384845.154","3968096242.403","3961866489.422","4022840090.735","4032662543.2297","4155657356.14014","4240999569.36493","4275695647.94119","4311293151.18473",2017.0,"4311293151.18473","Estimated data","Environment Live / Global Material Flows Database","NA"
"1","World","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.4","Improve progressively, through 2030, global resource efficiency in consumption and production and endeavour to decouple economic growth from environmental degradation, in accordance with the 10-Year Framework of Programmes on Sustainable Consumption and Production, with developed countries taking the lead","8.4.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPT","Domestic material consumption, by type of raw material (tonnes)","2019.Q1.G.01","TONNES","Tonnes","G","Global","NMM","Non-metallic minerals","22843367366.1484","23194913689.4848","23928499483.3578","25321279736.9231","27186367391.0753","28814417658.8452","30609607007.047","32180956025.3561","32161768953.5185","32588538873.3181","35245511920.3487","37313138346.6707","36515133151.328","37589823449.6592","38577244115.4441","39597542486.2286","40618578552.9859","41662135767.8197",2017.0,"41662135767.8197","Estimated data","Environment Live / Global Material Flows Database","NA"
"1","World","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.4","Improve progressively, through 2030, global resource efficiency in consumption and production and endeavour to decouple economic growth from environmental degradation, in accordance with the 10-Year Framework of Programmes on Sustainable Consumption and Production, with developed countries taking the lead","8.4.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPT","Domestic material consumption, by type of raw material (tonnes)","2019.Q1.G.01","TONNES","Tonnes","G","Global","NMC","Non-metallic minerals - construction dominant","22328129872.9494","22743564375.973","23409355723.1175","24740059775.1927","26520257693.76","28162229269.0283","30027233674.0695","31531422836.1184","31481316195.1355","32010195044.8627","34533239733.9457","36553132162.5638","35740293444.3053","36814008503.939","37764340412.4525","38759709447.7178","39756946042.322","40779402297.3161",2017.0,"40779402297.3161","Estimated data","Environment Live / Global Material Flows Database","NA"
"1","World","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.4","Improve progressively, through 2030, global resource efficiency in consumption and production and endeavour to decouple economic growth from environmental degradation, in accordance with the 10-Year Framework of Programmes on Sustainable Consumption and Production, with developed countries taking the lead","8.4.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPT","Domestic material consumption, by type of raw material (tonnes)","2019.Q1.G.01","TONNES","Tonnes","G","Global","NMA","Non-metallic minerals - industrial or agricultural dominant","978556454.58113","977490382.3756","1012073643.74772","1063173482.94115","1152184205.076","1257230066.20798","1240408879.88789","1274685486.75899","1274276870.25375","1170217044.79414","1281153933.48739","1359840730.44547","1400710191.54207","1454550446.03381","1546199211.39423","1581730213.41129","1611269235.68216","1648760613.85381",2017.0,"1648760613.85381","Estimated data","Environment Live / Global Material Flows Database","NA"
"1","World","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.4","Improve progressively, through 2030, global resource efficiency in consumption and production and endeavour to decouple economic growth from environmental degradation, in accordance with the 10-Year Framework of Programmes on Sustainable Consumption and Production, with developed countries taking the lead","8.4.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPT","Domestic material consumption, by type of raw material (tonnes)","2019.Q1.G.01","TONNES","Tonnes","G","Global","NFO","Non-ferrous ores","1099249809.609","1060080842.457","1123628129.918","1253664118.377","1409677881.765","1502541882.0285","1859822262.112","2111193340.976","2307164365.203","2299770745.463","2653381364.417","3011361822.80217","3034784420.27125","3264204225.62027","3518939738.57212","3775008299.29226","4027407936.86471","4018267601.43881",2017.0,"4018267601.43881","Estimated data","Environment Live / Global Material Flows Database","NA"
"1","World","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.4","Improve progressively, through 2030, global resource efficiency in consumption and production and endeavour to decouple economic growth from environmental degradation, in accordance with the 10-Year Framework of Programmes on Sustainable Consumption and Production, with developed countries taking the lead","8.4.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPT","Domestic material consumption, by type of raw material (tonnes)","2019.Q1.G.01","TONNES","Tonnes","G","Global","WOD","Wood","2144446538.04","2102529997.86","2145271040.74","2180334320.04","2208789094.44","2214873108.02","2201063357.9","2225883865.68","2216748419.36","2135918276.0792","2224115637.7056","2256775981.863","2267880488.42691","2296945978.23222","2339600620.99993","2298508845.94324","2309380262.97133","2320230767.38297",2017.0,"2320230767.38297","Estimated data","Environment Live / Global Material Flows Database","NA"
"1","World","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.4","Improve progressively, through 2030, global resource efficiency in consumption and production and endeavour to decouple economic growth from environmental degradation, in accordance with the 10-Year Framework of Programmes on Sustainable Consumption and Production, with developed countries taking the lead","8.4.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPT","Domestic material consumption, by type of raw material (tonnes)","2019.Q1.G.01","TONNES","Tonnes","G","Global","GBO","Grazed biomass and fodder crops","3308921713.06751","3301078540.53494","3421034837.37269","3484103454.01413","3555662890.64523","3711495650.01876","3868162863.1485","4000790877.0792","4337204588.65155","4360665632.72386","4534211052.64034","4315559392.47023","4306294264.31594","4435683314.21034","4582614916.827","4344219919.32872","4425631797.74038","4507141882.01567",2017.0,"4507141882.01567","Estimated data","Environment Live / Global Material Flows Database","NA"
