"GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","Age_Code","Age_Desc","ReportingType_Code","ReportingType_Desc","Sex_Code","Sex_Desc","Value_2000.0","Value_2001.0","Value_2002.0","Value_2003.0","Value_2004.0","Value_2005.0","Value_2006.0","Value_2007.0","Value_2008.0","Value_2009.0","Value_2010.0","Value_2011.0","Value_2012.0","Value_2013.0","Value_2014.0","Value_2015.0","Value_2016.0","Value_2017.0","Latest_Year","Latest_Value","Nature_Desc","Source"
"1","World","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.5","By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value","8.5.2","Unemployment rate, by sex, age and persons with disabilities","1","SL_TLF_UEM","Unemployment rate, by sex and age (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","BOTHSEX","Both sexes","6.36","6.2","6.27","6.23","6.09","5.96","5.63","5.32","5.53","5.94","5.78","5.61","5.61","5.58","5.44","5.45","5.54","5.56",2017.0,"5.56","Modeled data","ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly."
"1","World","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.5","By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value","8.5.2","Unemployment rate, by sex, age and persons with disabilities","1","SL_TLF_UEM","Unemployment rate, by sex and age (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","FEMALE","Female","6.82","6.6","6.66","6.65","6.57","6.47","6.16","5.82","5.97","6.35","6.25","6.07","6.05","6.01","5.86","5.9","6.02","6.07",2017.0,"6.07","Modeled data","ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly."
"1","World","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.5","By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value","8.5.2","Unemployment rate, by sex, age and persons with disabilities","1","SL_TLF_UEM","Unemployment rate, by sex and age (%)","2019.Q1.G.01","PERCENT","Percentage","15+","15 years old and over","G","Global","MALE","Male","6.05","5.94","6.01","5.96","5.77","5.62","5.28","4.99","5.24","5.68","5.48","5.31","5.33","5.3","5.17","5.16","5.23","5.23",2017.0,"5.23","Modeled data","ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly."
"1","World","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.5","By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value","8.5.2","Unemployment rate, by sex, age and persons with disabilities","1","SL_TLF_UEM","Unemployment rate, by sex and age (%)","2019.Q1.G.01","PERCENT","Percentage","15-24","15 to 24 years old","G","Global","BOTHSEX","Both sexes","13.08","13.08","13.24","13.04","12.86","12.87","12.28","11.68","12.29","12.78","12.42","12.27","12.39","12.39","12.14","12.42","12.7","12.96",2017.0,"12.96","Modeled data","ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly."
"1","World","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.5","By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value","8.5.2","Unemployment rate, by sex, age and persons with disabilities","1","SL_TLF_UEM","Unemployment rate, by sex and age (%)","2019.Q1.G.01","PERCENT","Percentage","15-24","15 to 24 years old","G","Global","FEMALE","Female","13.58","13.6","13.73","13.62","13.56","13.61","13.08","12.33","12.88","13.37","13.12","12.96","12.95","12.96","12.72","13.04","13.42","13.78",2017.0,"13.78","Modeled data","ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly."
"1","World","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.5","By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value","8.5.2","Unemployment rate, by sex, age and persons with disabilities","1","SL_TLF_UEM","Unemployment rate, by sex and age (%)","2019.Q1.G.01","PERCENT","Percentage","15-24","15 to 24 years old","G","Global","MALE","Male","12.75","12.72","12.91","12.65","12.39","12.37","11.75","11.24","11.91","12.39","11.96","11.82","12.03","12.02","11.77","12.02","12.24","12.44",2017.0,"12.44","Modeled data","ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly."
"1","World","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.5","By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value","8.5.2","Unemployment rate, by sex, age and persons with disabilities","1","SL_TLF_UEM","Unemployment rate, by sex and age (%)","2019.Q1.G.01","PERCENT","Percentage","25+","25 years old and over","G","Global","BOTHSEX","Both sexes","4.61","4.44","4.5","4.52","4.4","4.24","4.01","3.8","3.95","4.39","4.33","4.2","4.23","4.24","4.17","4.18","4.27","4.27",2017.0,"4.27","Modeled data","ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly."
"1","World","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.5","By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value","8.5.2","Unemployment rate, by sex, age and persons with disabilities","1","SL_TLF_UEM","Unemployment rate, by sex and age (%)","2019.Q1.G.01","PERCENT","Percentage","25+","25 years old and over","G","Global","FEMALE","Female","5.03","4.78","4.83","4.88","4.8","4.68","4.47","4.26","4.35","4.75","4.74","4.62","4.65","4.66","4.57","4.61","4.72","4.74",2017.0,"4.74","Modeled data","ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly."
"1","World","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.5","By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value","8.5.2","Unemployment rate, by sex, age and persons with disabilities","1","SL_TLF_UEM","Unemployment rate, by sex and age (%)","2019.Q1.G.01","PERCENT","Percentage","25+","25 years old and over","G","Global","MALE","Male","4.34","4.22","4.28","4.29","4.13","3.95","3.71","3.5","3.69","4.16","4.07","3.93","3.97","3.98","3.92","3.9","3.98","3.97",2017.0,"3.97","Modeled data","ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly."
"2","Africa","8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.5","By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value","8.5.2","Unemployment rate, by sex, age and persons with disabilities","1","SL_TLF_UEM","Unemployment rate, by sex and age (%)","2019.Q1.G.01","PERCENT","Percentage","25+","25 years old and over","G","Global","MALE","Male","","","","","","","","","","","","","","","","","","","","","",""
