GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,Sex_Code,Sex_Desc,ReportingType_Code,ReportingType_Desc,Nature_Code,Nature_Desc,Units_Code,Units_Desc,GeoArea_Code,GeoArea_Desc,Year,TimeDetail,Value,ValueType,Source,Footnotes,ISO3CD,X,Y
3,Ensure healthy lives and promote well-being for all at all ages,3.4,"By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being",3.4.2,Suicide mortality rate,1,SH_STA_SCIDEN,"Number of deaths attributed to suicide, by sex (number)",2019.Q1.G.01,FEMALE,Female,G,Global,M,Modeled data,NUMBER,Number,4,Afghanistan,2000.0,,102,Float,"Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018",,AFG,66.02688198,33.83160199
3,Ensure healthy lives and promote well-being for all at all ages,3.4,"By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being",3.4.2,Suicide mortality rate,1,SH_STA_SCIDEN,"Number of deaths attributed to suicide, by sex (number)",2019.Q1.G.01,MALE,Male,G,Global,M,Modeled data,NUMBER,Number,4,Afghanistan,2000.0,,1038,Float,"Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018",,AFG,66.02688198,33.83160199
3,Ensure healthy lives and promote well-being for all at all ages,3.4,"By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being",3.4.2,Suicide mortality rate,1,SH_STA_SCIDEN,"Number of deaths attributed to suicide, by sex (number)",2019.Q1.G.01,BOTHSEX,Both sexes,G,Global,M,Modeled data,NUMBER,Number,4,Afghanistan,2000.0,,1140,Float,"Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018",,AFG,66.02688198,33.83160199
3,Ensure healthy lives and promote well-being for all at all ages,3.4,"By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being",3.4.2,Suicide mortality rate,1,SH_STA_SCIDEN,"Number of deaths attributed to suicide, by sex (number)",2019.Q1.G.01,FEMALE,Female,G,Global,M,Modeled data,NUMBER,Number,4,Afghanistan,2005.0,,176,Float,"Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018",,AFG,66.02688198,33.83160199
3,Ensure healthy lives and promote well-being for all at all ages,3.4,"By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being",3.4.2,Suicide mortality rate,1,SH_STA_SCIDEN,"Number of deaths attributed to suicide, by sex (number)",2019.Q1.G.01,MALE,Male,G,Global,M,Modeled data,NUMBER,Number,4,Afghanistan,2005.0,,1395,Float,"Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018",,AFG,66.02688198,33.83160199
3,Ensure healthy lives and promote well-being for all at all ages,3.4,"By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being",3.4.2,Suicide mortality rate,1,SH_STA_SCIDEN,"Number of deaths attributed to suicide, by sex (number)",2019.Q1.G.01,BOTHSEX,Both sexes,G,Global,M,Modeled data,NUMBER,Number,4,Afghanistan,2005.0,,1571,Float,"Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018",,AFG,66.02688198,33.83160199
3,Ensure healthy lives and promote well-being for all at all ages,3.4,"By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being",3.4.2,Suicide mortality rate,1,SH_STA_SCIDEN,"Number of deaths attributed to suicide, by sex (number)",2019.Q1.G.01,FEMALE,Female,G,Global,M,Modeled data,NUMBER,Number,4,Afghanistan,2010.0,,195,Float,"Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018",,AFG,66.02688198,33.83160199
3,Ensure healthy lives and promote well-being for all at all ages,3.4,"By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being",3.4.2,Suicide mortality rate,1,SH_STA_SCIDEN,"Number of deaths attributed to suicide, by sex (number)",2019.Q1.G.01,MALE,Male,G,Global,M,Modeled data,NUMBER,Number,4,Afghanistan,2010.0,,1277,Float,"Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018",,AFG,66.02688198,33.83160199
3,Ensure healthy lives and promote well-being for all at all ages,3.4,"By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being",3.4.2,Suicide mortality rate,1,SH_STA_SCIDEN,"Number of deaths attributed to suicide, by sex (number)",2019.Q1.G.01,BOTHSEX,Both sexes,G,Global,M,Modeled data,NUMBER,Number,4,Afghanistan,2010.0,,1472,Float,"Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018",,AFG,66.02688198,33.83160199
3,Ensure healthy lives and promote well-being for all at all ages,3.4,"By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being",3.4.2,Suicide mortality rate,1,SH_STA_SCIDEN,"Number of deaths attributed to suicide, by sex (number)",2019.Q1.G.01,FEMALE,Female,G,Global,M,Modeled data,NUMBER,Number,4,Afghanistan,2015.0,,248,Float,"Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018",,AFG,66.02688198,33.83160199
3,Ensure healthy lives and promote well-being for all at all ages,3.4,"By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being",3.4.2,Suicide mortality rate,1,SH_STA_SCIDEN,"Number of deaths attributed to suicide, by sex (number)",2019.Q1.G.01,MALE,Male,G,Global,M,Modeled data,NUMBER,Number,4,Afghanistan,2015.0,,1356,Float,"Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018",,AFG,66.02688198,33.83160199
3,Ensure healthy lives and promote well-being for all at all ages,3.4,"By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being",3.4.2,Suicide mortality rate,1,SH_STA_SCIDEN,"Number of deaths attributed to suicide, by sex (number)",2019.Q1.G.01,BOTHSEX,Both sexes,G,Global,M,Modeled data,NUMBER,Number,4,Afghanistan,2015.0,,1604,Float,"Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018",,AFG,66.02688198,33.83160199
3,Ensure healthy lives and promote well-being for all at all ages,3.4,"By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being",3.4.2,Suicide mortality rate,1,SH_STA_SCIDEN,"Number of deaths attributed to suicide, by sex (number)",2019.Q1.G.01,FEMALE,Female,G,Global,M,Modeled data,NUMBER,Number,4,Afghanistan,2016.0,,260,Float,"Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018",,AFG,66.02688198,33.83160199
3,Ensure healthy lives and promote well-being for all at all ages,3.4,"By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being",3.4.2,Suicide mortality rate,1,SH_STA_SCIDEN,"Number of deaths attributed to suicide, by sex (number)",2019.Q1.G.01,MALE,Male,G,Global,M,Modeled data,NUMBER,Number,4,Afghanistan,2016.0,,1358,Float,"Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018",,AFG,66.02688198,33.83160199
3,Ensure healthy lives and promote well-being for all at all ages,3.4,"By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being",3.4.2,Suicide mortality rate,1,SH_STA_SCIDEN,"Number of deaths attributed to suicide, by sex (number)",2019.Q1.G.01,BOTHSEX,Both sexes,G,Global,M,Modeled data,NUMBER,Number,4,Afghanistan,2016.0,,1618,Float,"Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018",,AFG,66.02688198,33.83160199
3,Ensure healthy lives and promote well-being for all at all ages,3.4,"By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being",3.4.2,Suicide mortality rate,1,SH_STA_SCIDEN,"Number of deaths attributed to suicide, by sex (number)",2019.Q1.G.01,MALE,Male,G,Global,E,Estimated data,NUMBER,Number,8,Albania,2000.0,,117,Float,"Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018",,ALB,20.06660928,41.13897007
