GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,Sex_Code,Sex_Desc,ReportingType_Code,ReportingType_Desc,Nature_Code,Nature_Desc,Units_Code,Units_Desc,GeoArea_Code,GeoArea_Desc,Year,TimeDetail,Value,ValueType,Source,Footnotes,ISO3CD,X,Y
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.2,"By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education",4.2.2,"Participation rate in organized learning (one year before the official primary entry age), by sex",1,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",2019.Q1.G.01,BOTHSEX,Both sexes,G,Global,C,Country data,PERCENT,Percentage,8,Albania,2000.0,,54.33683,Float,UNESCO Institute for Statistics,,ALB,20.06660928,41.13897007
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.2,"By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education",4.2.2,"Participation rate in organized learning (one year before the official primary entry age), by sex",1,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",2019.Q1.G.01,BOTHSEX,Both sexes,G,Global,C,Country data,PERCENT,Percentage,8,Albania,2001.0,,56.85468,Float,UNESCO Institute for Statistics,,ALB,20.06660928,41.13897007
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.2,"By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education",4.2.2,"Participation rate in organized learning (one year before the official primary entry age), by sex",1,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",2019.Q1.G.01,FEMALE,Female,G,Global,C,Country data,PERCENT,Percentage,8,Albania,2001.0,,60.57867,Float,UNESCO Institute for Statistics,,ALB,20.06660928,41.13897007
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.2,"By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education",4.2.2,"Participation rate in organized learning (one year before the official primary entry age), by sex",1,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",2019.Q1.G.01,MALE,Male,G,Global,C,Country data,PERCENT,Percentage,8,Albania,2001.0,,53.36702,Float,UNESCO Institute for Statistics,,ALB,20.06660928,41.13897007
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.2,"By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education",4.2.2,"Participation rate in organized learning (one year before the official primary entry age), by sex",1,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",2019.Q1.G.01,FEMALE,Female,G,Global,C,Country data,PERCENT,Percentage,8,Albania,2003.0,,66.08407,Float,UNESCO Institute for Statistics,,ALB,20.06660928,41.13897007
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.2,"By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education",4.2.2,"Participation rate in organized learning (one year before the official primary entry age), by sex",1,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",2019.Q1.G.01,BOTHSEX,Both sexes,G,Global,C,Country data,PERCENT,Percentage,8,Albania,2003.0,,63.96334,Float,UNESCO Institute for Statistics,,ALB,20.06660928,41.13897007
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.2,"By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education",4.2.2,"Participation rate in organized learning (one year before the official primary entry age), by sex",1,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",2019.Q1.G.01,MALE,Male,G,Global,C,Country data,PERCENT,Percentage,8,Albania,2003.0,,61.99768,Float,UNESCO Institute for Statistics,,ALB,20.06660928,41.13897007
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.2,"By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education",4.2.2,"Participation rate in organized learning (one year before the official primary entry age), by sex",1,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",2019.Q1.G.01,MALE,Male,G,Global,C,Country data,PERCENT,Percentage,8,Albania,2004.0,,60.15118,Float,UNESCO Institute for Statistics,,ALB,20.06660928,41.13897007
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.2,"By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education",4.2.2,"Participation rate in organized learning (one year before the official primary entry age), by sex",1,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",2019.Q1.G.01,BOTHSEX,Both sexes,G,Global,C,Country data,PERCENT,Percentage,8,Albania,2004.0,,60.98277,Float,UNESCO Institute for Statistics,,ALB,20.06660928,41.13897007
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.2,"By 2030, ensure that all girls and boys have access to quality early childhood development, care and pre-primary education so that they are ready for primary education",4.2.2,"Participation rate in organized learning (one year before the official primary entry age), by sex",1,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",2019.Q1.G.01,FEMALE,Female,G,Global,C,Country data,PERCENT,Percentage,8,Albania,2004.0,,61.87942,Float,UNESCO Institute for Statistics,,ALB,20.06660928,41.13897007
