series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Units description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	DC_TOF_AGRL	Total official flows (disbursements) for agriculture, by recipient countries (millions of constant 2016 United States dollars)	4	66.02688198	33.83160199	AFG	Afghanistan	1	CON_USD	Constant USD	4.16737	15.82139	13.33015	27.18824	68.12301	176.74791	97.56606	93.09178	279.43838	583.92224	679.41482	601.26363	507.35395	359.269	368.63761	330.99769	396.06206	392.464062	2016	396.06206	Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TOF_AGRL	Total official flows (disbursements) for agriculture, by recipient countries (millions of constant 2016 United States dollars)	8	20.06660928	41.13897007	ALB	Albania	1	CON_USD	Constant USD	11.38964	37.73944	15.90743	16.97688	11.01372	11.44038	11.78918	11.75109	11.87402	18.30376	13.87247	13.12396	13.37325	11.13103	13.92277	39.06139	22.65479	20.028646	2016	22.65479	Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TOF_AGRL	Total official flows (disbursements) for agriculture, by recipient countries (millions of constant 2016 United States dollars)	10	21.47585697	-80.40897662	ATA	Antarctica	1	CON_USD	Constant USD																						
2018.Q2.G.01	DC_TOF_AGRL	Total official flows (disbursements) for agriculture, by recipient countries (millions of constant 2016 United States dollars)	12	2.678164227	28.15940032	DZA	Algeria	1	CON_USD	Constant USD	1.73069	19.40797	19.31156	25.65769	19.03981	14.18157	7.37372	17.41054	8.15487	26.54301	6.55843	7.91876	8.04912	3.96083	6.04518	4.91	6.61804	5.916634	2016	6.61804	Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TOF_AGRL	Total official flows (disbursements) for agriculture, by recipient countries (millions of constant 2016 United States dollars)	16	-170.7187269	-14.30587306	ASM	American Samoa	1	CON_USD	Constant USD																						
2018.Q2.G.01	DC_TOF_AGRL	Total official flows (disbursements) for agriculture, by recipient countries (millions of constant 2016 United States dollars)	20	1.576257417	42.54548611	AND	Andorra	1	CON_USD	Constant USD																						
2018.Q2.G.01	DC_TOF_AGRL	Total official flows (disbursements) for agriculture, by recipient countries (millions of constant 2016 United States dollars)	24	17.57817062	-12.33724746	AGO	Angola	1	CON_USD	Constant USD	8.28723	10.51004	7.72864	12.19792	5.03036	7.06274	17.14324	17.89522	38.8106	40.83945	31.88824	29.14006	22.33847	27.22759	23.58251	13.58264	25.26886	22.400014	2016	25.26886	Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TOF_AGRL	Total official flows (disbursements) for agriculture, by recipient countries (millions of constant 2016 United States dollars)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	1	CON_USD	Constant USD	7.11132	6.7328	9.02644	2.66531	1.09449	5.28241	2.00506	0.16403	0.40778	0.72737	5.34443	7.14662	0.243	0.4677	0.32628	0.57608	5.08162	1.338936	2016	5.08162	Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TOF_AGRL	Total official flows (disbursements) for agriculture, by recipient countries (millions of constant 2016 United States dollars)	31	50.01064725	40.39229544	AZE	Azerbaijan	1	CON_USD	Constant USD	73.35855	23.31016	18.26994	16.32902	18.80323	23.2441	15.07934	20.69403	22.55462	27.14337	16.12604	8.50741	17.4704	23.96739	36.1677	51.1008	26.13692	30.968642	2016	26.13692	Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TOF_AGRL	Total official flows (disbursements) for agriculture, by recipient countries (millions of constant 2016 United States dollars)	32	-65.14563274	-35.19446255	ARG	Argentina	1	CON_USD	Constant USD	9.95048	3.80603	12.04718	37.36472	49.72073	54.78555	39.09465	36.79666	22.6475	153.02013	199.37896	117.47555	131.64995	146.14274	154.48636	127.42631	170.5487	146.050812	2016	170.5487	Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
