series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Units description	years	value	valueType	time_detail	source	Nature
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	4	66.02688198	33.83160199	AFG	Afghanistan	1	PERCENT	Percentage	2000					
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	4	66.02688198	33.83160199	AFG	Afghanistan	1	PERCENT	Percentage	2005					
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	4	66.02688198	33.83160199	AFG	Afghanistan	1	PERCENT	Percentage	2010					
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	4	66.02688198	33.83160199	AFG	Afghanistan	1	PERCENT	Percentage	2015					
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	8	20.06660928	41.13897007	ALB	Albania	1	PERCENT	Percentage	2000	19.34	Float		FAO Estimate	E
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	8	20.06660928	41.13897007	ALB	Albania	1	PERCENT	Percentage	2005	22.18	Float		FAO Estimate	E
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	8	20.06660928	41.13897007	ALB	Albania	1	PERCENT	Percentage	2010	21.01	Float		FAO Estimate	E
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	8	20.06660928	41.13897007	ALB	Albania	1	PERCENT	Percentage	2015					
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	10	21.47585697	-80.40897662	ATA	Antarctica	1	PERCENT	Percentage	2000					
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	10	21.47585697	-80.40897662	ATA	Antarctica	1	PERCENT	Percentage	2005					
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	10	21.47585697	-80.40897662	ATA	Antarctica	1	PERCENT	Percentage	2010					
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	10	21.47585697	-80.40897662	ATA	Antarctica	1	PERCENT	Percentage	2015					
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	12	2.678164227	28.15940032	DZA	Algeria	1	PERCENT	Percentage	2000	6.08	Float		Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	12	2.678164227	28.15940032	DZA	Algeria	1	PERCENT	Percentage	2005	6.08	Float		Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	12	2.678164227	28.15940032	DZA	Algeria	1	PERCENT	Percentage	2010	6.08	Float		Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	12	2.678164227	28.15940032	DZA	Algeria	1	PERCENT	Percentage	2015	6.08	Float		Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	1	PERCENT	Percentage	2000	0	Float		FAO Estimate	E
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	1	PERCENT	Percentage	2005	0	Float		FAO Estimate	E
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	1	PERCENT	Percentage	2010	0	Float		FAO Estimate	E
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	1	PERCENT	Percentage	2015	0	Float		FAO Estimate	E
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	20	1.576257417	42.54548611	AND	Andorra	1	PERCENT	Percentage	2000					
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	20	1.576257417	42.54548611	AND	Andorra	1	PERCENT	Percentage	2005					
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	20	1.576257417	42.54548611	AND	Andorra	1	PERCENT	Percentage	2010					
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	20	1.576257417	42.54548611	AND	Andorra	1	PERCENT	Percentage	2015					
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	24	17.57817062	-12.33724746	AGO	Angola	1	PERCENT	Percentage	2000	3.22	Float		Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	24	17.57817062	-12.33724746	AGO	Angola	1	PERCENT	Percentage	2005	3.22	Float		Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	24	17.57817062	-12.33724746	AGO	Angola	1	PERCENT	Percentage	2010	3.22	Float		Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	24	17.57817062	-12.33724746	AGO	Angola	1	PERCENT	Percentage	2015	3.22	Float		Official country data submitted to FAO	C
