series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Sex	Units	Age description	Sex description	Units description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	4	66.02688198	33.83160199	AFG	Afghanistan	1	15+	MALE	PERCENT	15 years old and over	Male	Percentage						80.2														2005	80.2	ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2018.Q2.G.01	SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	4	66.02688198	33.83160199	AFG	Afghanistan	2	15-24	MALE	PERCENT	15 to 24 years old	Male	Percentage						79.3														2005	79.3	ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2018.Q2.G.01	SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	4	66.02688198	33.83160199	AFG	Afghanistan	3	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage						83.5														2005	83.5	ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2018.Q2.G.01	SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	4	66.02688198	33.83160199	AFG	Afghanistan	4	15-24	FEMALE	PERCENT	15 to 24 years old	Female	Percentage						81.9														2005	81.9	ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2018.Q2.G.01	SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	4	66.02688198	33.83160199	AFG	Afghanistan	5	25+	FEMALE	PERCENT	25 years old and over	Female	Percentage						84.5														2005	84.5	ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2018.Q2.G.01	SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	4	66.02688198	33.83160199	AFG	Afghanistan	6	25+	MALE	PERCENT	25 years old and over	Male	Percentage						80.6														2005	80.6	ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2018.Q2.G.01	SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	4	66.02688198	33.83160199	AFG	Afghanistan	7	15+	BOTHSEX	PERCENT	15 years old and over	Both	Percentage						80.6														2005	80.6	ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2018.Q2.G.01	SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	4	66.02688198	33.83160199	AFG	Afghanistan	8	15-24	BOTHSEX	PERCENT	15 to 24 years old	Both	Percentage						79.8														2005	79.8	ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2018.Q2.G.01	SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	4	66.02688198	33.83160199	AFG	Afghanistan	9	25+	BOTHSEX	PERCENT	25 years old and over	Both	Percentage						81														2005	81	ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2018.Q2.G.01	SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	8	20.06660928	41.13897007	ALB	Albania	1	15+	MALE	PERCENT	15 years old and over	Male	Percentage			0.4			0.2			0.1											2008	0.1	ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2018.Q2.G.01	SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	8	20.06660928	41.13897007	ALB	Albania	2	15-24	MALE	PERCENT	15 to 24 years old	Male	Percentage			0.5			0.2			0.1											2008	0.1	ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2018.Q2.G.01	SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	8	20.06660928	41.13897007	ALB	Albania	3	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage			1			0.5			0.2											2008	0.2	ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2018.Q2.G.01	SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	8	20.06660928	41.13897007	ALB	Albania	4	15-24	FEMALE	PERCENT	15 to 24 years old	Female	Percentage			2.4			1.3			0.4											2008	0.4	ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2018.Q2.G.01	SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	8	20.06660928	41.13897007	ALB	Albania	5	25+	FEMALE	PERCENT	25 years old and over	Female	Percentage			0.6			0.3			0.1											2008	0.1	ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2018.Q2.G.01	SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	8	20.06660928	41.13897007	ALB	Albania	6	25+	MALE	PERCENT	25 years old and over	Male	Percentage			0.4			0.2			0											2008	0	ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2018.Q2.G.01	SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	8	20.06660928	41.13897007	ALB	Albania	7	15+	BOTHSEX	PERCENT	15 years old and over	Both	Percentage			0.6			0.3			0.1											2008	0.1	ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2018.Q2.G.01	SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	8	20.06660928	41.13897007	ALB	Albania	8	15-24	BOTHSEX	PERCENT	15 to 24 years old	Both	Percentage			1.4			0.7			0.2											2008	0.2	ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2018.Q2.G.01	SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	8	20.06660928	41.13897007	ALB	Albania	9	25+	BOTHSEX	PERCENT	25 years old and over	Both	Percentage			0.5			0.2			0.1											2008	0.1	ILO estimates, November 2017, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2018.Q2.G.01	SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	10	21.47585697	-80.40897662	ATA	Antarctica	1	15+	MALE	PERCENT	15 years old and over	Male	Percentage																							
2018.Q2.G.01	SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	10	21.47585697	-80.40897662	ATA	Antarctica	2	15-24	MALE	PERCENT	15 to 24 years old	Male	Percentage																							
2018.Q2.G.01	SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	10	21.47585697	-80.40897662	ATA	Antarctica	3	15+	FEMALE	PERCENT	15 years old and over	Female	Percentage																							
2018.Q2.G.01	SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	10	21.47585697	-80.40897662	ATA	Antarctica	4	15-24	FEMALE	PERCENT	15 to 24 years old	Female	Percentage																							
2018.Q2.G.01	SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	10	21.47585697	-80.40897662	ATA	Antarctica	5	25+	FEMALE	PERCENT	25 years old and over	Female	Percentage																							
2018.Q2.G.01	SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	10	21.47585697	-80.40897662	ATA	Antarctica	6	25+	MALE	PERCENT	25 years old and over	Male	Percentage																							
2018.Q2.G.01	SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	10	21.47585697	-80.40897662	ATA	Antarctica	7	15+	BOTHSEX	PERCENT	15 years old and over	Both	Percentage																							
