ISO3CD,X,Y,GeoArea_Code,GeoArea_Desc,GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,Age_Code,Age_Desc,ReportingType_Code,ReportingType_Desc,Units_Code,Units_Desc,Footnotes_2000,Footnotes_2005,Footnotes_2006,Footnotes_2007,Footnotes_2008,Footnotes_2009,Footnotes_2010,Footnotes_2011,Footnotes_2012,Footnotes_2013,Footnotes_2014,Footnotes_2015,Footnotes_2016,Nature_Code_2000,Nature_Code_2005,Nature_Code_2006,Nature_Code_2007,Nature_Code_2008,Nature_Code_2009,Nature_Code_2010,Nature_Code_2011,Nature_Code_2012,Nature_Code_2013,Nature_Code_2014,Nature_Code_2015,Nature_Code_2016,Source_2000,Source_2005,Source_2006,Source_2007,Source_2008,Source_2009,Source_2010,Source_2011,Source_2012,Source_2013,Source_2014,Source_2015,Source_2016,TimeDetail_2000,TimeDetail_2005,TimeDetail_2006,TimeDetail_2007,TimeDetail_2008,TimeDetail_2009,TimeDetail_2010,TimeDetail_2011,TimeDetail_2012,TimeDetail_2013,TimeDetail_2014,TimeDetail_2015,TimeDetail_2016,Value_2000,Value_2005,Value_2006,Value_2007,Value_2008,Value_2009,Value_2010,Value_2011,Value_2012,Value_2013,Value_2014,Value_2015,Value_2016,Latest_Year,Latest_Value
KHM,104.922836,12.71163737,116,Cambodia,5,Achieve gender equality and empower all women and girls,5.2,"Eliminate all forms of violence against all women and girls in the public and private spheres, including trafficking and sexual and other types of exploitation",5.2.1,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",1,VC_VAW_MARR,"Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)",2019.Q1.G.01,15-19,15 to 19 years old,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,DHS,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,2014.0,7.0
KHM,104.922836,12.71163737,116,Cambodia,5,Achieve gender equality and empower all women and girls,5.2,"Eliminate all forms of violence against all women and girls in the public and private spheres, including trafficking and sexual and other types of exploitation",5.2.1,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",1,VC_VAW_MARR,"Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)",2019.Q1.G.01,15-24,15 to 24 years old,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHM,104.922836,12.71163737,116,Cambodia,5,Achieve gender equality and empower all women and girls,5.2,"Eliminate all forms of violence against all women and girls in the public and private spheres, including trafficking and sexual and other types of exploitation",5.2.1,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",1,VC_VAW_MARR,"Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)",2019.Q1.G.01,15-49,15 to 49 years old,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,DHS,,,,,,,,,,,,,,,,,,,,,,,,,,10.9,,,2014.0,10.9
KHM,104.922836,12.71163737,116,Cambodia,5,Achieve gender equality and empower all women and girls,5.2,"Eliminate all forms of violence against all women and girls in the public and private spheres, including trafficking and sexual and other types of exploitation",5.2.1,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",1,VC_VAW_MARR,"Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)",2019.Q1.G.01,20-24,20 to 24 years old,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,DHS,,,,,,,,,,,,,,,,,,,,,,,,,,9.8,,,2014.0,9.8
KHM,104.922836,12.71163737,116,Cambodia,5,Achieve gender equality and empower all women and girls,5.2,"Eliminate all forms of violence against all women and girls in the public and private spheres, including trafficking and sexual and other types of exploitation",5.2.1,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",1,VC_VAW_MARR,"Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)",2019.Q1.G.01,20-29,20 to 29 years old,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHM,104.922836,12.71163737,116,Cambodia,5,Achieve gender equality and empower all women and girls,5.2,"Eliminate all forms of violence against all women and girls in the public and private spheres, including trafficking and sexual and other types of exploitation",5.2.1,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",1,VC_VAW_MARR,"Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)",2019.Q1.G.01,25-29,25 to 29 years old,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,DHS,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,,,2014.0,7.8
KHM,104.922836,12.71163737,116,Cambodia,5,Achieve gender equality and empower all women and girls,5.2,"Eliminate all forms of violence against all women and girls in the public and private spheres, including trafficking and sexual and other types of exploitation",5.2.1,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",1,VC_VAW_MARR,"Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)",2019.Q1.G.01,25-34,25 to 34 years old,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHM,104.922836,12.71163737,116,Cambodia,5,Achieve gender equality and empower all women and girls,5.2,"Eliminate all forms of violence against all women and girls in the public and private spheres, including trafficking and sexual and other types of exploitation",5.2.1,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",1,VC_VAW_MARR,"Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)",2019.Q1.G.01,30-34,30 to 34 years old,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,DHS,,,,,,,,,,,,,,,,,,,,,,,,,,12.8,,,2014.0,12.8
KHM,104.922836,12.71163737,116,Cambodia,5,Achieve gender equality and empower all women and girls,5.2,"Eliminate all forms of violence against all women and girls in the public and private spheres, including trafficking and sexual and other types of exploitation",5.2.1,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",1,VC_VAW_MARR,"Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)",2019.Q1.G.01,30-39,30 to 39 years old,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHM,104.922836,12.71163737,116,Cambodia,5,Achieve gender equality and empower all women and girls,5.2,"Eliminate all forms of violence against all women and girls in the public and private spheres, including trafficking and sexual and other types of exploitation",5.2.1,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",1,VC_VAW_MARR,"Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)",2019.Q1.G.01,35-39,35 to 39 years old,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,DHS,,,,,,,,,,,,,,,,,,,,,,,,,,14.1,,,2014.0,14.1
