"GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","ReportingType_Code","ReportingType_Desc","Nature_Code","Nature_Desc","Units_Code","Units_Desc","GeoArea_Code","GeoArea_Desc","Year","TimeDetail","Value","ValueType","Source","Footnotes"
"16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.a","Strengthen relevant national institutions, including through international cooperation, for building capacity at all levels, in particular in developing countries, to prevent violence and combat terrorism and crime","16.a.1","Existence of independent national human rights institutions in compliance with the Paris Principles","1","SG_NHR_IMPL","Proportion of countries with independent National Human Rights Institutions in compliance with the Paris Principles (%)","2019.Q1.G.01","G","Global","NA","Data nature not available","PERCENT","Percentage","53","Australia and New Zealand",2000.0,"","100.0000","Float","Source: The Office of the United Nations High Commissioner for Human Rights (OHCHR) in collaboration with Global Alliance of National Human Rights Institutions (GANHRI).",""
"16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.a","Strengthen relevant national institutions, including through international cooperation, for building capacity at all levels, in particular in developing countries, to prevent violence and combat terrorism and crime","16.a.1","Existence of independent national human rights institutions in compliance with the Paris Principles","1","SG_NHR_IMPL","Proportion of countries with independent National Human Rights Institutions in compliance with the Paris Principles (%)","2019.Q1.G.01","G","Global","NA","Data nature not available","PERCENT","Percentage","53","Australia and New Zealand",2005.0,"","100.0000","Float","Source: The Office of the United Nations High Commissioner for Human Rights (OHCHR) in collaboration with Global Alliance of National Human Rights Institutions (GANHRI).",""
"16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.a","Strengthen relevant national institutions, including through international cooperation, for building capacity at all levels, in particular in developing countries, to prevent violence and combat terrorism and crime","16.a.1","Existence of independent national human rights institutions in compliance with the Paris Principles","1","SG_NHR_IMPL","Proportion of countries with independent National Human Rights Institutions in compliance with the Paris Principles (%)","2019.Q1.G.01","G","Global","NA","Data nature not available","PERCENT","Percentage","53","Australia and New Zealand",2010.0,"","100.0000","Float","Source: The Office of the United Nations High Commissioner for Human Rights (OHCHR) in collaboration with Global Alliance of National Human Rights Institutions (GANHRI).",""
"16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.a","Strengthen relevant national institutions, including through international cooperation, for building capacity at all levels, in particular in developing countries, to prevent violence and combat terrorism and crime","16.a.1","Existence of independent national human rights institutions in compliance with the Paris Principles","1","SG_NHR_IMPL","Proportion of countries with independent National Human Rights Institutions in compliance with the Paris Principles (%)","2019.Q1.G.01","G","Global","NA","Data nature not available","PERCENT","Percentage","53","Australia and New Zealand",2015.0,"","100.0000","Float","Source: The Office of the United Nations High Commissioner for Human Rights (OHCHR) in collaboration with Global Alliance of National Human Rights Institutions (GANHRI).",""
"16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.a","Strengthen relevant national institutions, including through international cooperation, for building capacity at all levels, in particular in developing countries, to prevent violence and combat terrorism and crime","16.a.1","Existence of independent national human rights institutions in compliance with the Paris Principles","1","SG_NHR_IMPL","Proportion of countries with independent National Human Rights Institutions in compliance with the Paris Principles (%)","2019.Q1.G.01","G","Global","NA","Data nature not available","PERCENT","Percentage","53","Australia and New Zealand",2016.0,"","100.0000","Float","Source: The Office of the United Nations High Commissioner for Human Rights (OHCHR) in collaboration with Global Alliance of National Human Rights Institutions (GANHRI).",""
"16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.a","Strengthen relevant national institutions, including through international cooperation, for building capacity at all levels, in particular in developing countries, to prevent violence and combat terrorism and crime","16.a.1","Existence of independent national human rights institutions in compliance with the Paris Principles","1","SG_NHR_IMPL","Proportion of countries with independent National Human Rights Institutions in compliance with the Paris Principles (%)","2019.Q1.G.01","G","Global","NA","Data nature not available","PERCENT","Percentage","53","Australia and New Zealand",2017.0,"","100.0000","Float","Source: The Office of the United Nations High Commissioner for Human Rights (OHCHR) in collaboration with Global Alliance of National Human Rights Institutions (GANHRI).",""
"16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.a","Strengthen relevant national institutions, including through international cooperation, for building capacity at all levels, in particular in developing countries, to prevent violence and combat terrorism and crime","16.a.1","Existence of independent national human rights institutions in compliance with the Paris Principles","1","SG_NHR_IMPL","Proportion of countries with independent National Human Rights Institutions in compliance with the Paris Principles (%)","2019.Q1.G.01","G","Global","NA","Data nature not available","PERCENT","Percentage","135","Caucasus and Central Asia",2000.0,"","0.0000","Float","Source: The Office of the United Nations High Commissioner for Human Rights (OHCHR) in collaboration with Global Alliance of National Human Rights Institutions (GANHRI).",""
"16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.a","Strengthen relevant national institutions, including through international cooperation, for building capacity at all levels, in particular in developing countries, to prevent violence and combat terrorism and crime","16.a.1","Existence of independent national human rights institutions in compliance with the Paris Principles","1","SG_NHR_IMPL","Proportion of countries with independent National Human Rights Institutions in compliance with the Paris Principles (%)","2019.Q1.G.01","G","Global","NA","Data nature not available","PERCENT","Percentage","135","Caucasus and Central Asia",2005.0,"","0.0000","Float","Source: The Office of the United Nations High Commissioner for Human Rights (OHCHR) in collaboration with Global Alliance of National Human Rights Institutions (GANHRI).",""
"16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.a","Strengthen relevant national institutions, including through international cooperation, for building capacity at all levels, in particular in developing countries, to prevent violence and combat terrorism and crime","16.a.1","Existence of independent national human rights institutions in compliance with the Paris Principles","1","SG_NHR_IMPL","Proportion of countries with independent National Human Rights Institutions in compliance with the Paris Principles (%)","2019.Q1.G.01","G","Global","NA","Data nature not available","PERCENT","Percentage","135","Caucasus and Central Asia",2010.0,"","37.5000","Float","Source: The Office of the United Nations High Commissioner for Human Rights (OHCHR) in collaboration with Global Alliance of National Human Rights Institutions (GANHRI).",""
"16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.a","Strengthen relevant national institutions, including through international cooperation, for building capacity at all levels, in particular in developing countries, to prevent violence and combat terrorism and crime","16.a.1","Existence of independent national human rights institutions in compliance with the Paris Principles","1","SG_NHR_IMPL","Proportion of countries with independent National Human Rights Institutions in compliance with the Paris Principles (%)","2019.Q1.G.01","G","Global","NA","Data nature not available","PERCENT","Percentage","135","Caucasus and Central Asia",2015.0,"","37.5000","Float","Source: The Office of the United Nations High Commissioner for Human Rights (OHCHR) in collaboration with Global Alliance of National Human Rights Institutions (GANHRI).",""
