series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Type of product	Units description	Type of product description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	EN_MAT_FTPRTN	Material footprint, by type of raw material (tonnes)	4	66.02688198	33.83160199	AFG	Afghanistan	1	TONNES	NMM	tonnes	Non-metallic minerals	2411943	2602051	2706361	3179070	3666024	3919027	4113468	4557123	2871392	3069914	3654188	4736956	4425799	4411033	4503462	4627621	4752179	4878686	4634596.2	2017	4878686	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRTN	Material footprint, by type of raw material (tonnes)	4	66.02688198	33.83160199	AFG	Afghanistan	2	TONNES	BIM	tonnes	Biomass	8358390	14693490	16956280	18396690	19790030	22070350	20570850	23685740	22985130	29866450	33029570	31281060	32832950	31513040	32267710	32824210	33398380	33972570	32795182	2017	33972570	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRTN	Material footprint, by type of raw material (tonnes)	4	66.02688198	33.83160199	AFG	Afghanistan	3	TONNES	RAW	tonnes	All raw materials	11856300	18383260	20857800	23068480	24908960	27580100	26342330	30153860	27500700	34736870	39049400	38833860	39947790	39153290	40099410	40887950	41722470	42559140	40884452	2017	42559140	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRTN	Material footprint, by type of raw material (tonnes)	4	66.02688198	33.83160199	AFG	Afghanistan	4	TONNES	MEO	tonnes	Metal ores	452403.1	439852.2	418343.5	555514.4	568886.1	595062.4	650693.2	677251.2	534419.3	570869	736204.1	943874.1	929929.9	989788.5	944849.3	974134.6	1006672	1039255	990939.88	2017	1039255	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRTN	Material footprint, by type of raw material (tonnes)	4	66.02688198	33.83160199	AFG	Afghanistan	5	TONNES	FOF	tonnes	Fossil fuels	633565.5	647865.9	776818.7	937213.9	884019.1	995657.6	1007318	1233749	1109759	1229635	1629442	1871965	1759113	2239432	2383390	2461979	2565241	2668629	2463734.2	2017	2668629	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRTN	Material footprint, by type of raw material (tonnes)	8	20.06660928	41.13897007	ALB	Albania	1	TONNES	NMM	tonnes	Non-metallic minerals	11384370	13485480	13335230	16995130	18783180	20846720	20318100	18416560	19209650	23779600	17460560	17664570	17540400	17475950	19408920	20059800	20709380	21361660	19803142	2017	21361660	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRTN	Material footprint, by type of raw material (tonnes)	8	20.06660928	41.13897007	ALB	Albania	2	TONNES	BIM	tonnes	Biomass	3749779	3736584	3796563	4068724	4447031	4454586	4500143	4877979	5076718	5130424	5232951	5854172	5853726	6008678	6110448	6210639	6351615	6492974	6234870.8	2017	6492974	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRTN	Material footprint, by type of raw material (tonnes)	8	20.06660928	41.13897007	ALB	Albania	3	TONNES	RAW	tonnes	All raw materials	16848140	18894510	18934420	23059040	25557210	27843360	27481500	26460530	27815560	31962080	26057310	27226140	27256780	27741350	30061420	30913890	31835610	32761970	30662848	2017	32761970	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRTN	Material footprint, by type of raw material (tonnes)	8	20.06660928	41.13897007	ALB	Albania	4	TONNES	MEO	tonnes	Metal ores	426012.6	434313.3	460111.8	528183.1	683502.5	857243.1	862616.9	1148049	1373909	1120906	1272079	1374941	1451959	1692123	1866375	1916019	1967046	2018191	1891950.8	2017	2018191	Environment Live Global Material Flows Database	E
2018.Q2.G.01	EN_MAT_FTPRTN	Material footprint, by type of raw material (tonnes)	8	20.06660928	41.13897007	ALB	Albania	5	TONNES	FOF	tonnes	Fossil fuels	1287980	1238131	1342508	1466996	1643504	1684809	1800637	2017937	2155275	1931142	2091721	2332456	2410694	2564601	2675671	2727437	2807576	2889145	2732886	2017	2889145	Environment Live Global Material Flows Database	E
