GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,Age_Code,Age_Desc,Sex_Code,Sex_Desc,ReportingType_Code,ReportingType_Desc,Nature_Code,Nature_Desc,Units_Code,Units_Desc,GeoArea_Code,GeoArea_Desc,Year,TimeDetail,Value,ValueType,Source,Footnotes,ISO3CD,X,Y
5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",5.3.1,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,1,SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),2019.Q1.G.01,20-24,20 to 24 years old,FEMALE,Female,G,Global,C,Country data,PER_MARW_20T24Y,% of married women aged 20-24 years,4,Afghanistan,2015.0,,8.8,Float,DHS,,AFG,66.02688198,33.83160199
5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",5.3.1,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,1,SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),2019.Q1.G.01,20-24,20 to 24 years old,FEMALE,Female,G,Global,C,Country data,PER_MARW_20T24Y,% of married women aged 20-24 years,8,Albania,2009.0,,0.2,Float,DHS,,ALB,20.06660928,41.13897007
5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",5.3.1,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,1,SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),2019.Q1.G.01,20-24,20 to 24 years old,FEMALE,Female,G,Global,C,Country data,PER_MARW_20T24Y,% of married women aged 20-24 years,12,Algeria,2013.0,,0.4,Float,MICS,,DZA,2.678164227,28.15940032
5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",5.3.1,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,1,SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),2019.Q1.G.01,20-24,20 to 24 years old,FEMALE,Female,G,Global,C,Country data,PER_MARW_20T24Y,% of married women aged 20-24 years,24,Angola,2016.0,,7.9,Float,DHS,,AGO,17.57817062,-12.33724746
5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",5.3.1,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,1,SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),2019.Q1.G.01,20-24,20 to 24 years old,FEMALE,Female,G,Global,C,Country data,PER_MARW_20T24Y,% of married women aged 20-24 years,51,Armenia,2016.0,,0.0,Float,DHS,,ARM,44.93839317,40.29499741
5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",5.3.1,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,1,SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),2019.Q1.G.01,20-24,20 to 24 years old,FEMALE,Female,G,Global,C,Country data,PER_MARW_20T24Y,% of married women aged 20-24 years,31,Azerbaijan,2011.0,,1.9,Float,DHS,,AZE,50.01064725,40.39229544
5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",5.3.1,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,1,SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),2019.Q1.G.01,20-24,20 to 24 years old,FEMALE,Female,G,Global,C,Country data,PER_MARW_20T24Y,% of married women aged 20-24 years,50,Bangladesh,2014.0,,22.4,Float,DHS,,BGD,89.17660788,22.86961622
5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",5.3.1,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,1,SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),2019.Q1.G.01,20-24,20 to 24 years old,FEMALE,Female,G,Global,C,Country data,PER_MARW_20T24Y,% of married women aged 20-24 years,52,Barbados,2012.0,,0.7,Float,MICS,,BRB,-59.5346489,13.13648273
5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",5.3.1,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,1,SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),2019.Q1.G.01,20-24,20 to 24 years old,FEMALE,Female,G,Global,C,Country data,PER_MARW_20T24Y,% of married women aged 20-24 years,112,Belarus,2012.0,,0.0,Float,MICS,,BLR,28.04940161,53.54193075
5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",5.3.1,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,1,SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),2019.Q1.G.01,20-24,20 to 24 years old,FEMALE,Female,G,Global,C,Country data,PER_MARW_20T24Y,% of married women aged 20-24 years,84,Belize,2011.0,,3.4,Float,MICS,,BLZ,-88.70199554,17.19965901
