GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,EducationLevel_Code,EducationLevel_Desc,ReportingType_Code,ReportingType_Desc,Nature_Code,Nature_Desc,Units_Code,Units_Desc,GeoArea_Code,GeoArea_Desc,Year,TimeDetail,Value,ValueType,Source,Footnotes,ISO3CD,X,Y
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_SEP_REAACH,"Low to high socio-economic parity status index for achievement in reading, by education level (ratio)",2019.Q1.G.01,LOWSEC,Lower secondary,G,Global,C,Country data,Ratio,Ratio,8,Albania,2000.0,,0.2735,Float,Programme for International Student Assessment (OECD),,ALB,20.06660928,41.13897007
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_SEP_REAACH,"Low to high socio-economic parity status index for achievement in reading, by education level (ratio)",2019.Q1.G.01,LOWSEC,Lower secondary,G,Global,C,Country data,Ratio,Ratio,8,Albania,2009.0,,0.41357,Float,Programme for International Student Assessment (OECD),,ALB,20.06660928,41.13897007
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_SEP_REAACH,"Low to high socio-economic parity status index for achievement in reading, by education level (ratio)",2019.Q1.G.01,LOWSEC,Lower secondary,G,Global,C,Country data,Ratio,Ratio,8,Albania,2012.0,,1.03706,Float,Programme for International Student Assessment (OECD),,ALB,20.06660928,41.13897007
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_SEP_REAACH,"Low to high socio-economic parity status index for achievement in reading, by education level (ratio)",2019.Q1.G.01,LOWSEC,Lower secondary,G,Global,C,Country data,Ratio,Ratio,12,Algeria,2015.0,,0.57873,Float,Programme for International Student Assessment (OECD),,DZA,2.678164227,28.15940032
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_SEP_REAACH,"Low to high socio-economic parity status index for achievement in reading, by education level (ratio)",2019.Q1.G.01,LOWSEC,Lower secondary,G,Global,C,Country data,Ratio,Ratio,32,Argentina,2000.0,,0.38778,Float,Programme for International Student Assessment (OECD),,ARG,-65.14563274,-35.19446255
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_SEP_REAACH,"Low to high socio-economic parity status index for achievement in reading, by education level (ratio)",2019.Q1.G.01,GRAD23,Grades 2/3,G,Global,C,Country data,Ratio,Ratio,32,Argentina,2001.0,,1.34814,Float,Progress in International Reading Literacy Study (IEA),,ARG,-65.14563274,-35.19446255
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_SEP_REAACH,"Low to high socio-economic parity status index for achievement in reading, by education level (ratio)",2019.Q1.G.01,LOWSEC,Lower secondary,G,Global,C,Country data,Ratio,Ratio,32,Argentina,2006.0,,0.3458,Float,Programme for International Student Assessment (OECD),,ARG,-65.14563274,-35.19446255
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_SEP_REAACH,"Low to high socio-economic parity status index for achievement in reading, by education level (ratio)",2019.Q1.G.01,PRIMAR,Primary,G,Global,C,Country data,Ratio,Ratio,32,Argentina,2006.0,,0.82524,Float,Latin American Laboratory for Assessment of the Quality of Education (UNESCO Office in Santiago),,ARG,-65.14563274,-35.19446255
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_SEP_REAACH,"Low to high socio-economic parity status index for achievement in reading, by education level (ratio)",2019.Q1.G.01,LOWSEC,Lower secondary,G,Global,C,Country data,Ratio,Ratio,32,Argentina,2009.0,,0.33905,Float,Programme for International Student Assessment (OECD),,ARG,-65.14563274,-35.19446255
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_SEP_REAACH,"Low to high socio-economic parity status index for achievement in reading, by education level (ratio)",2019.Q1.G.01,LOWSEC,Lower secondary,G,Global,C,Country data,Ratio,Ratio,32,Argentina,2012.0,,0.39833,Float,Programme for International Student Assessment (OECD),,ARG,-65.14563274,-35.19446255
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_SEP_REAACH,"Low to high socio-economic parity status index for achievement in reading, by education level (ratio)",2019.Q1.G.01,PRIMAR,Primary,G,Global,C,Country data,Ratio,Ratio,32,Argentina,2013.0,,0.88068,Float,Latin American Laboratory for Assessment of the Quality of Education (UNESCO Office in Santiago),,ARG,-65.14563274,-35.19446255
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_SEP_REAACH,"Low to high socio-economic parity status index for achievement in reading, by education level (ratio)",2019.Q1.G.01,GRAD23,Grades 2/3,G,Global,C,Country data,Ratio,Ratio,32,Argentina,2013.0,,0.80194,Float,Latin American Laboratory for Assessment of the Quality of Education (UNESCO Office in Santiago),,ARG,-65.14563274,-35.19446255
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_SEP_REAACH,"Low to high socio-economic parity status index for achievement in reading, by education level (ratio)",2019.Q1.G.01,LOWSEC,Lower secondary,G,Global,C,Country data,Ratio,Ratio,32,Argentina,2015.0,,0.50465,Float,Programme for International Student Assessment (OECD),,ARG,-65.14563274,-35.19446255
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_SEP_REAACH,"Low to high socio-economic parity status index for achievement in reading, by education level (ratio)",2019.Q1.G.01,LOWSEC,Lower secondary,G,Global,C,Country data,Ratio,Ratio,36,Australia,2000.0,,0.79576,Float,Programme for International Student Assessment (OECD),,AUS,134.3499412,-25.57717202
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_SEP_REAACH,"Low to high socio-economic parity status index for achievement in reading, by education level (ratio)",2019.Q1.G.01,LOWSEC,Lower secondary,G,Global,C,Country data,Ratio,Ratio,36,Australia,2003.0,,0.80477,Float,Programme for International Student Assessment (OECD),,AUS,134.3499412,-25.57717202
