GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,ReportingType_Code,ReportingType_Desc,Nature_Code,Nature_Desc,Units_Code,Units_Desc,GeoArea_Code,GeoArea_Desc,Year,TimeDetail,Value,ValueType,Source,Footnotes
17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.11,"Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries' share of global exports by 2020",17.11.1,Developing countries’ and least developed countries’ share of global exports,1,TX_IMP_GBMRCH,Developing countries’ and least developed countries’ share of global merchandise imports (%),2019.Q1.G.01,G,Global,CA,Country adjusted data,PERCENT,Percentage,2,Africa,2000.0,,1.95,Float,UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.,"Excluding Mayotte, Réunion."
17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.11,"Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries' share of global exports by 2020",17.11.1,Developing countries’ and least developed countries’ share of global exports,1,TX_IMP_GBMRCH,Developing countries’ and least developed countries’ share of global merchandise imports (%),2019.Q1.G.01,G,Global,CA,Country adjusted data,PERCENT,Percentage,2,Africa,2001.0,,2.10,Float,UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.,"Excluding Mayotte, Réunion."
17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.11,"Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries' share of global exports by 2020",17.11.1,Developing countries’ and least developed countries’ share of global exports,1,TX_IMP_GBMRCH,Developing countries’ and least developed countries’ share of global merchandise imports (%),2019.Q1.G.01,G,Global,CA,Country adjusted data,PERCENT,Percentage,2,Africa,2002.0,,2.04,Float,UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.,"Excluding Mayotte, Réunion."
17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.11,"Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries' share of global exports by 2020",17.11.1,Developing countries’ and least developed countries’ share of global exports,1,TX_IMP_GBMRCH,Developing countries’ and least developed countries’ share of global merchandise imports (%),2019.Q1.G.01,G,Global,CA,Country adjusted data,PERCENT,Percentage,2,Africa,2003.0,,2.13,Float,UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.,"Excluding Mayotte, Réunion."
17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.11,"Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries' share of global exports by 2020",17.11.1,Developing countries’ and least developed countries’ share of global exports,1,TX_IMP_GBMRCH,Developing countries’ and least developed countries’ share of global merchandise imports (%),2019.Q1.G.01,G,Global,CA,Country adjusted data,PERCENT,Percentage,2,Africa,2004.0,,2.24,Float,UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.,"Excluding Mayotte, Réunion."
17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.11,"Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries' share of global exports by 2020",17.11.1,Developing countries’ and least developed countries’ share of global exports,1,TX_IMP_GBMRCH,Developing countries’ and least developed countries’ share of global merchandise imports (%),2019.Q1.G.01,G,Global,CA,Country adjusted data,PERCENT,Percentage,2,Africa,2005.0,,2.38,Float,UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.,"Excluding Mayotte, Réunion."
17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.11,"Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries' share of global exports by 2020",17.11.1,Developing countries’ and least developed countries’ share of global exports,1,TX_IMP_GBMRCH,Developing countries’ and least developed countries’ share of global merchandise imports (%),2019.Q1.G.01,G,Global,CA,Country adjusted data,PERCENT,Percentage,2,Africa,2006.0,,2.45,Float,UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.,"Excluding Mayotte, Réunion."
17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.11,"Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries' share of global exports by 2020",17.11.1,Developing countries’ and least developed countries’ share of global exports,1,TX_IMP_GBMRCH,Developing countries’ and least developed countries’ share of global merchandise imports (%),2019.Q1.G.01,G,Global,CA,Country adjusted data,PERCENT,Percentage,2,Africa,2007.0,,2.64,Float,UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.,"Excluding Mayotte, Réunion."
17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.11,"Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries' share of global exports by 2020",17.11.1,Developing countries’ and least developed countries’ share of global exports,1,TX_IMP_GBMRCH,Developing countries’ and least developed countries’ share of global merchandise imports (%),2019.Q1.G.01,G,Global,CA,Country adjusted data,PERCENT,Percentage,2,Africa,2008.0,,2.92,Float,UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.,"Excluding Mayotte, Réunion."
17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.11,"Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries' share of global exports by 2020",17.11.1,Developing countries’ and least developed countries’ share of global exports,1,TX_IMP_GBMRCH,Developing countries’ and least developed countries’ share of global merchandise imports (%),2019.Q1.G.01,G,Global,CA,Country adjusted data,PERCENT,Percentage,2,Africa,2009.0,,3.24,Float,UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.,"Excluding Mayotte, Réunion."
