"GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Age_Code","Age_Desc","Sex_Code","Sex_Desc","ReportingType_Code","ReportingType_Desc","Nature_Code","Nature_Desc","Units_Code","Units_Desc","GeoArea_Code","GeoArea_Desc","Year","TimeDetail","Value","ValueType","Source","Footnotes","ISO3CD","X","Y"
"8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.2","Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider","1","FB_BNK_ACCSS","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)","2019.Q1.G.01","15+","15 years old and over","BOTHSEX","Both sexes","G","Global","G","Global monitoring data","PERCENT","Percentage","4","Afghanistan",2011.0,"","9.01","Float","Global Financial Inclusion Database, World Bank.","Gender-matched sampling was used during the final stage of selection.","AFG","66.02688198","33.83160199"
"8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.2","Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider","1","FB_BNK_ACCSS","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)","2019.Q1.G.01","15+","15 years old and over","MALE","Male","G","Global","G","Global monitoring data","PERCENT","Percentage","4","Afghanistan",2011.0,"","15.42","Float","Global Financial Inclusion Database, World Bank.","Gender-matched sampling was used during the final stage of selection.","AFG","66.02688198","33.83160199"
"8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.2","Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider","1","FB_BNK_ACCSS","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)","2019.Q1.G.01","15+","15 years old and over","FEMALE","Female","G","Global","G","Global monitoring data","PERCENT","Percentage","4","Afghanistan",2011.0,"","2.62","Float","Global Financial Inclusion Database, World Bank.","Gender-matched sampling was used during the final stage of selection.","AFG","66.02688198","33.83160199"
"8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.2","Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider","1","FB_BNK_ACCSS","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)","2019.Q1.G.01","15+","15 years old and over","MALE","Male","G","Global","G","Global monitoring data","PERCENT","Percentage","4","Afghanistan",2014.0,"","15.78","Float","Global Financial Inclusion Database, World Bank.","Gender-matched sampling was used during the final stage of selection.","AFG","66.02688198","33.83160199"
"8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.2","Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider","1","FB_BNK_ACCSS","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)","2019.Q1.G.01","15+","15 years old and over","FEMALE","Female","G","Global","G","Global monitoring data","PERCENT","Percentage","4","Afghanistan",2014.0,"","3.81","Float","Global Financial Inclusion Database, World Bank.","Gender-matched sampling was used during the final stage of selection.","AFG","66.02688198","33.83160199"
"8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.2","Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider","1","FB_BNK_ACCSS","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)","2019.Q1.G.01","15+","15 years old and over","BOTHSEX","Both sexes","G","Global","G","Global monitoring data","PERCENT","Percentage","4","Afghanistan",2014.0,"","9.96","Float","Global Financial Inclusion Database, World Bank.","Gender-matched sampling was used during the final stage of selection.","AFG","66.02688198","33.83160199"
"8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.2","Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider","1","FB_BNK_ACCSS","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)","2019.Q1.G.01","15+","15 years old and over","BOTHSEX","Both sexes","G","Global","G","Global monitoring data","PERCENT","Percentage","4","Afghanistan",2017.0,"","14.89","Float","Global Financial Inclusion Database, World Bank.","Gender-matched sampling was used during the final stage of selection.","AFG","66.02688198","33.83160199"
"8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.2","Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider","1","FB_BNK_ACCSS","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)","2019.Q1.G.01","15+","15 years old and over","MALE","Male","G","Global","G","Global monitoring data","PERCENT","Percentage","4","Afghanistan",2017.0,"","22.54","Float","Global Financial Inclusion Database, World Bank.","Gender-matched sampling was used during the final stage of selection.","AFG","66.02688198","33.83160199"
"8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.2","Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider","1","FB_BNK_ACCSS","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)","2019.Q1.G.01","15+","15 years old and over","FEMALE","Female","G","Global","G","Global monitoring data","PERCENT","Percentage","4","Afghanistan",2017.0,"","7.16","Float","Global Financial Inclusion Database, World Bank.","Gender-matched sampling was used during the final stage of selection.","AFG","66.02688198","33.83160199"
"8","Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all","8.10","Strengthen the capacity of domestic financial institutions to encourage and expand access to banking, insurance and financial services for all","8.10.2","Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider","1","FB_BNK_ACCSS","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older)","2019.Q1.G.01","15+","15 years old and over","MALE","Male","G","Global","G","Global monitoring data","PERCENT","Percentage","8","Albania",2011.0,"","33.66","Float","Global Financial Inclusion Database, World Bank.","","ALB","20.06660928","41.13897007"
