series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Units description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	DC_TOF_WASHL	Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2016 United States dollars)	4	66.02688198	33.83160199	AFG	Afghanistan	1	CON_USD	Constant USD	4.2785	1.23288	12.34164	23.9753	39.78387	99.28353	63.34561	50.14776	96.04409	83.58784	106.71505	157.61293	123.78605	138.51625	89.76064	75.67333	152.60195	116.067644	2016	152.60195	Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TOF_WASHL	Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2016 United States dollars)	8	20.06660928	41.13897007	ALB	Albania	1	CON_USD	Constant USD	102.51105	17.62362	29.47391	29.08247	23.6007	34.78934	36.81732	37.31227	40.51112	30.7313	35.74644	41.65486	37.67947	37.00028	75.76633	81.59009	67.76658	59.96055	2016	67.76658	Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TOF_WASHL	Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2016 United States dollars)	10	21.47585697	-80.40897662	ATA	Antarctica	1	CON_USD	Constant USD																						
2018.Q2.G.01	DC_TOF_WASHL	Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2016 United States dollars)	12	2.678164227	28.15940032	DZA	Algeria	1	CON_USD	Constant USD	0.52395	19.24667	1.37491	3.3417	2.35142	44.14239	7.9541	5.91794	4.10317	14.12538	10.18939	15.78959	3.27768	9.84179	5.73303	4.59469	9.61194	6.611826	2016	9.61194	Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TOF_WASHL	Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2016 United States dollars)	16	-170.7187269	-14.30587306	ASM	American Samoa	1	CON_USD	Constant USD																						
2018.Q2.G.01	DC_TOF_WASHL	Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2016 United States dollars)	20	1.576257417	42.54548611	AND	Andorra	1	CON_USD	Constant USD																						
2018.Q2.G.01	DC_TOF_WASHL	Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2016 United States dollars)	24	17.57817062	-12.33724746	AGO	Angola	1	CON_USD	Constant USD	25.04868	11.33451	16.74265	8.32525	10.58284	17.25323	14.20361	37.32388	19.56379	13.46483	8.16567	9.73508	24.15536	20.86595	22.90401	32.26625	40.94468	28.22725	2016	40.94468	Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TOF_WASHL	Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2016 United States dollars)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	1	CON_USD	Constant USD											0.04735	0.01786	0.0089	0.00633	0.02775	0.03956	0.01586	0.01968	2016	0.01586	Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TOF_WASHL	Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2016 United States dollars)	31	50.01064725	40.39229544	AZE	Azerbaijan	1	CON_USD	Constant USD	48.41754	0.39909	18.73218	12.50768	13.35675	20.89222	19.81468	17.9301	13.25969	18.94711	16.7583	20.89393	32.65684	60.28431	60.52704	66.41992	88.47842	61.673306	2016	88.47842	Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TOF_WASHL	Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2016 United States dollars)	32	-65.14563274	-35.19446255	ARG	Argentina	1	CON_USD	Constant USD	0.05923	0.02446	2.254	3.46092	1.12786	0.38678	0.23958	1.04935	0.58516	2.45915	1.42414	1.22456	0.90454	2.01496	0.47117	3.57335	5.46065	2.484934	2016	5.46065	Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
