"ISO3CD","X","Y","GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Freq_Code","Freq_Desc","ReportingType_Code","ReportingType_Desc","Units_Code","Units_Desc","Footnotes_2017","Nature_Code_2017","Source_2017","TimeDetail_2017","Value_2017","Latest_Year","Latest_Value"
"","","","1","World","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.16","Enhance the Global Partnership for Sustainable Development, complemented by multi-stakeholder partnerships that mobilize and share knowledge, expertise, technology and financial resources, to support the achievement of the Sustainable Development Goals in all countries, in particular developing countries","17.16.1","Number of countries reporting progress in multi-stakeholder development effectiveness monitoring frameworks that support the achievement of the sustainable development goals","1","SG_PLN_MSTKSDG","Progress in multi-stakeholder development effectiveness monitoring frameworks that support the achievement of the sustainable development goals (1 = YES; 0 = NO)","2019.Q1.G.01","ANNUAL","Annual","G","Global","NOTAP","Not applicable","Status:","NA","Organisation for Economic Co-operation and Development (OECD) and United Nations Development Programme (UNDP).","","46",2017.0,"46"
"MMR","96.51752295","21.19332882","104","Myanmar","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.16","Enhance the Global Partnership for Sustainable Development, complemented by multi-stakeholder partnerships that mobilize and share knowledge, expertise, technology and financial resources, to support the achievement of the Sustainable Development Goals in all countries, in particular developing countries","17.16.1","Number of countries reporting progress in multi-stakeholder development effectiveness monitoring frameworks that support the achievement of the sustainable development goals","1","SG_PLN_MSTKSDG","Progress in multi-stakeholder development effectiveness monitoring frameworks that support the achievement of the sustainable development goals (1 = YES; 0 = NO)","2019.Q1.G.01","ANNUAL","Annual","G","Global","NOTAP","Not applicable","Status: Partner country","NA","Organisation for Economic Co-operation and Development (OECD) and United Nations Development Programme (UNDP).","","0",2017.0,"0"
"BDI","29.89080992","-3.366387428","108","Burundi","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.16","Enhance the Global Partnership for Sustainable Development, complemented by multi-stakeholder partnerships that mobilize and share knowledge, expertise, technology and financial resources, to support the achievement of the Sustainable Development Goals in all countries, in particular developing countries","17.16.1","Number of countries reporting progress in multi-stakeholder development effectiveness monitoring frameworks that support the achievement of the sustainable development goals","1","SG_PLN_MSTKSDG","Progress in multi-stakeholder development effectiveness monitoring frameworks that support the achievement of the sustainable development goals (1 = YES; 0 = NO)","2019.Q1.G.01","ANNUAL","Annual","G","Global","NOTAP","Not applicable","Status: Partner country","NA","Organisation for Economic Co-operation and Development (OECD) and United Nations Development Programme (UNDP).","","0",2017.0,"0"
"BLR","28.04940161","53.54193075","112","Belarus","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.16","Enhance the Global Partnership for Sustainable Development, complemented by multi-stakeholder partnerships that mobilize and share knowledge, expertise, technology and financial resources, to support the achievement of the Sustainable Development Goals in all countries, in particular developing countries","17.16.1","Number of countries reporting progress in multi-stakeholder development effectiveness monitoring frameworks that support the achievement of the sustainable development goals","1","SG_PLN_MSTKSDG","Progress in multi-stakeholder development effectiveness monitoring frameworks that support the achievement of the sustainable development goals (1 = YES; 0 = NO)","2019.Q1.G.01","ANNUAL","Annual","G","Global","NOTAP","Not applicable","Status: Partner country","NA","Organisation for Economic Co-operation and Development (OECD) and United Nations Development Programme (UNDP).","","0",2017.0,"0"
"KHM","104.922836","12.71163737","116","Cambodia","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.16","Enhance the Global Partnership for Sustainable Development, complemented by multi-stakeholder partnerships that mobilize and share knowledge, expertise, technology and financial resources, to support the achievement of the Sustainable Development Goals in all countries, in particular developing countries","17.16.1","Number of countries reporting progress in multi-stakeholder development effectiveness monitoring frameworks that support the achievement of the sustainable development goals","1","SG_PLN_MSTKSDG","Progress in multi-stakeholder development effectiveness monitoring frameworks that support the achievement of the sustainable development goals (1 = YES; 0 = NO)","2019.Q1.G.01","ANNUAL","Annual","G","Global","NOTAP","Not applicable","Status: Partner country","NA","Organisation for Economic Co-operation and Development (OECD) and United Nations Development Programme (UNDP).","","0",2017.0,"0"
"CMR","12.7419827","5.692387031","120","Cameroon","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.16","Enhance the Global Partnership for Sustainable Development, complemented by multi-stakeholder partnerships that mobilize and share knowledge, expertise, technology and financial resources, to support the achievement of the Sustainable Development Goals in all countries, in particular developing countries","17.16.1","Number of countries reporting progress in multi-stakeholder development effectiveness monitoring frameworks that support the achievement of the sustainable development goals","1","SG_PLN_MSTKSDG","Progress in multi-stakeholder development effectiveness monitoring frameworks that support the achievement of the sustainable development goals (1 = YES; 0 = NO)","2019.Q1.G.01","ANNUAL","Annual","G","Global","NOTAP","Not applicable","Status: Partner country","NA","Organisation for Economic Co-operation and Development (OECD) and United Nations Development Programme (UNDP).","","0",2017.0,"0"
"CAN","-101.6575058","57.72360191","124","Canada","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.16","Enhance the Global Partnership for Sustainable Development, complemented by multi-stakeholder partnerships that mobilize and share knowledge, expertise, technology and financial resources, to support the achievement of the Sustainable Development Goals in all countries, in particular developing countries","17.16.1","Number of countries reporting progress in multi-stakeholder development effectiveness monitoring frameworks that support the achievement of the sustainable development goals","1","SG_PLN_MSTKSDG","Progress in multi-stakeholder development effectiveness monitoring frameworks that support the achievement of the sustainable development goals (1 = YES; 0 = NO)","2019.Q1.G.01","ANNUAL","Annual","G","Global","NOTAP","Not applicable","Status: Development partner","NA","Organisation for Economic Co-operation and Development (OECD) and United Nations Development Programme (UNDP).","","0",2017.0,"0"
"CAF","20.93559492","7.003720791","140","Central African Republic","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.16","Enhance the Global Partnership for Sustainable Development, complemented by multi-stakeholder partnerships that mobilize and share knowledge, expertise, technology and financial resources, to support the achievement of the Sustainable Development Goals in all countries, in particular developing countries","17.16.1","Number of countries reporting progress in multi-stakeholder development effectiveness monitoring frameworks that support the achievement of the sustainable development goals","1","SG_PLN_MSTKSDG","Progress in multi-stakeholder development effectiveness monitoring frameworks that support the achievement of the sustainable development goals (1 = YES; 0 = NO)","2019.Q1.G.01","ANNUAL","Annual","G","Global","NOTAP","Not applicable","Status: Partner country","NA","Organisation for Economic Co-operation and Development (OECD) and United Nations Development Programme (UNDP).","","0",2017.0,"0"
"TCD","18.66618401","15.36279341","148","Chad","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.16","Enhance the Global Partnership for Sustainable Development, complemented by multi-stakeholder partnerships that mobilize and share knowledge, expertise, technology and financial resources, to support the achievement of the Sustainable Development Goals in all countries, in particular developing countries","17.16.1","Number of countries reporting progress in multi-stakeholder development effectiveness monitoring frameworks that support the achievement of the sustainable development goals","1","SG_PLN_MSTKSDG","Progress in multi-stakeholder development effectiveness monitoring frameworks that support the achievement of the sustainable development goals (1 = YES; 0 = NO)","2019.Q1.G.01","ANNUAL","Annual","G","Global","NOTAP","Not applicable","Status: Partner country","NA","Organisation for Economic Co-operation and Development (OECD) and United Nations Development Programme (UNDP).","","1",2017.0,"1"
"CHN","104.1403375","32.30955217","156","China","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.16","Enhance the Global Partnership for Sustainable Development, complemented by multi-stakeholder partnerships that mobilize and share knowledge, expertise, technology and financial resources, to support the achievement of the Sustainable Development Goals in all countries, in particular developing countries","17.16.1","Number of countries reporting progress in multi-stakeholder development effectiveness monitoring frameworks that support the achievement of the sustainable development goals","1","SG_PLN_MSTKSDG","Progress in multi-stakeholder development effectiveness monitoring frameworks that support the achievement of the sustainable development goals (1 = YES; 0 = NO)","2019.Q1.G.01","ANNUAL","Annual","G","Global","NOTAP","Not applicable","Status: Development partner","NA","Organisation for Economic Co-operation and Development (OECD) and United Nations Development Programme (UNDP).","","1",2017.0,"1"
