geoAreaCode	goal	target	indicator	series	seriesDescription	Reporting Type	Units	Age	Bounds	UnitMultiplier	TypeOfProduct	sliceBlockId	sliceId	X	Y	OBJECTID	ISO3CD	geoAreaName	N	Year	Nature	source	timeDetail	value	isLatestYear
4	2	2.1	2.1.1	SN_ITK_DEFC	Prevalence of undernourishment (%)	G	PERCENT					1	1	66.02688198	33.83160199	2	AFG	Afghanistan	16	1990					
4	2	2.1	2.1.1	SN_ITK_DEFC	Prevalence of undernourishment (%)	G	PERCENT					1	1	66.02688198	33.83160199	2	AFG	Afghanistan	16	1991					
4	2	2.1	2.1.1	SN_ITK_DEFC	Prevalence of undernourishment (%)	G	PERCENT					1	1	66.02688198	33.83160199	2	AFG	Afghanistan	16	1992					
4	2	2.1	2.1.1	SN_ITK_DEFC	Prevalence of undernourishment (%)	G	PERCENT					1	1	66.02688198	33.83160199	2	AFG	Afghanistan	16	1993					
4	2	2.1	2.1.1	SN_ITK_DEFC	Prevalence of undernourishment (%)	G	PERCENT					1	1	66.02688198	33.83160199	2	AFG	Afghanistan	16	1994					
4	2	2.1	2.1.1	SN_ITK_DEFC	Prevalence of undernourishment (%)	G	PERCENT					1	1	66.02688198	33.83160199	2	AFG	Afghanistan	16	1995					
4	2	2.1	2.1.1	SN_ITK_DEFC	Prevalence of undernourishment (%)	G	PERCENT					1	1	66.02688198	33.83160199	2	AFG	Afghanistan	16	1996					
4	2	2.1	2.1.1	SN_ITK_DEFC	Prevalence of undernourishment (%)	G	PERCENT					1	1	66.02688198	33.83160199	2	AFG	Afghanistan	16	1997					
4	2	2.1	2.1.1	SN_ITK_DEFC	Prevalence of undernourishment (%)	G	PERCENT					1	1	66.02688198	33.83160199	2	AFG	Afghanistan	16	1998					
4	2	2.1	2.1.1	SN_ITK_DEFC	Prevalence of undernourishment (%)	G	PERCENT					1	1	66.02688198	33.83160199	2	AFG	Afghanistan	16	1999					
4	2	2.1	2.1.1	SN_ITK_DEFC	Prevalence of undernourishment (%)	G	PERCENT					1	1	66.02688198	33.83160199	2	AFG	Afghanistan	16	2000	E	FAO, Statistics Division		46.1	
4	2	2.1	2.1.1	SN_ITK_DEFC	Prevalence of undernourishment (%)	G	PERCENT					1	1	66.02688198	33.83160199	2	AFG	Afghanistan	16	2001	E	FAO, Statistics Division		46.4	
4	2	2.1	2.1.1	SN_ITK_DEFC	Prevalence of undernourishment (%)	G	PERCENT					1	1	66.02688198	33.83160199	2	AFG	Afghanistan	16	2002	E	FAO, Statistics Division		43.7	
4	2	2.1	2.1.1	SN_ITK_DEFC	Prevalence of undernourishment (%)	G	PERCENT					1	1	66.02688198	33.83160199	2	AFG	Afghanistan	16	2003	E	FAO, Statistics Division		39.8	
4	2	2.1	2.1.1	SN_ITK_DEFC	Prevalence of undernourishment (%)	G	PERCENT					1	1	66.02688198	33.83160199	2	AFG	Afghanistan	16	2004	E	FAO, Statistics Division		36.1	
4	2	2.1	2.1.1	SN_ITK_DEFC	Prevalence of undernourishment (%)	G	PERCENT					1	1	66.02688198	33.83160199	2	AFG	Afghanistan	16	2005	E	FAO, Statistics Division		33.2	
4	2	2.1	2.1.1	SN_ITK_DEFC	Prevalence of undernourishment (%)	G	PERCENT					1	1	66.02688198	33.83160199	2	AFG	Afghanistan	16	2006	E	FAO, Statistics Division		30.2	
4	2	2.1	2.1.1	SN_ITK_DEFC	Prevalence of undernourishment (%)	G	PERCENT					1	1	66.02688198	33.83160199	2	AFG	Afghanistan	16	2007	E	FAO, Statistics Division		27.1	
4	2	2.1	2.1.1	SN_ITK_DEFC	Prevalence of undernourishment (%)	G	PERCENT					1	1	66.02688198	33.83160199	2	AFG	Afghanistan	16	2008	E	FAO, Statistics Division		24.6	
4	2	2.1	2.1.1	SN_ITK_DEFC	Prevalence of undernourishment (%)	G	PERCENT					1	1	66.02688198	33.83160199	2	AFG	Afghanistan	16	2009	E	FAO, Statistics Division		23	
4	2	2.1	2.1.1	SN_ITK_DEFC	Prevalence of undernourishment (%)	G	PERCENT					1	1	66.02688198	33.83160199	2	AFG	Afghanistan	16	2010	E	FAO, Statistics Division		22.3	
4	2	2.1	2.1.1	SN_ITK_DEFC	Prevalence of undernourishment (%)	G	PERCENT					1	1	66.02688198	33.83160199	2	AFG	Afghanistan	16	2011	E	FAO, Statistics Division		22.2	
4	2	2.1	2.1.1	SN_ITK_DEFC	Prevalence of undernourishment (%)	G	PERCENT					1	1	66.02688198	33.83160199	2	AFG	Afghanistan	16	2012	E	FAO, Statistics Division		22.7	
4	2	2.1	2.1.1	SN_ITK_DEFC	Prevalence of undernourishment (%)	G	PERCENT					1	1	66.02688198	33.83160199	2	AFG	Afghanistan	16	2013	E	FAO, Statistics Division		23.4	
4	2	2.1	2.1.1	SN_ITK_DEFC	Prevalence of undernourishment (%)	G	PERCENT					1	1	66.02688198	33.83160199	2	AFG	Afghanistan	16	2014	E	FAO, Statistics Division		23.8	
4	2	2.1	2.1.1	SN_ITK_DEFC	Prevalence of undernourishment (%)	G	PERCENT					1	1	66.02688198	33.83160199	2	AFG	Afghanistan	16	2015	E	FAO, Statistics Division		23	TRUE
4	2	2.1	2.1.1	SN_ITK_DEFC	Prevalence of undernourishment (%)	G	PERCENT					1	1	66.02688198	33.83160199	2	AFG	Afghanistan	16	2016					
